_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
389,2012Q2,S08000029,S08000029,"",Ovarian,"",4,"",3,""
390,2012Q2,S08000029,S08000029,"",Upper GI,"",27,"",27,""
391,2012Q2,S08000029,S08000029,"",Urological,"",74,"",68,""
392,2012Q2,S08000029,S08000030,"",Lung,"",1,"",1,""
393,2012Q2,S08000029,S08000030,"",Urological,"",1,"",1,""
394,2012Q2,S08000030,S08000024,"",Lung,"",9,"",9,""
395,2012Q2,S08000030,S08000024,"",Urological,"",1,"",1,""
396,2012Q2,S08000030,S08000030,"",Breast,"",106,"",106,""
397,2012Q2,S08000030,S08000030,"",Cervical,"",5,"",5,""
398,2012Q2,S08000030,S08000030,"",Colorectal,"",68,"",68,""
399,2012Q2,S08000030,S08000030,"",Head & Neck,"",26,"",26,""
400,2012Q2,S08000030,S08000030,"",Lung,"",69,"",69,""
401,2012Q2,S08000030,S08000030,"",Lymphoma,"",17,"",17,""
402,2012Q2,S08000030,S08000030,"",Melanoma,"",39,"",36,""
403,2012Q2,S08000030,S08000030,"",Ovarian,"",11,"",11,""
404,2012Q2,S08000030,S08000030,"",Upper GI,"",55,"",54,""
405,2012Q2,S08000030,S08000030,"",Urological,"",92,"",88,""
406,2012Q2,S08000031,S08000022,"",Colorectal,"",2,"",2,""
407,2012Q2,S08000031,S08000024,"",Upper GI,"",3,"",2,""
408,2012Q2,S08000031,S08000031,"",Breast,"",317,"",316,""
409,2012Q2,S08000031,S08000031,"",Cervical,"",4,"",4,""
410,2012Q2,S08000031,S08000031,"",Colorectal,"",218,"",212,""
411,2012Q2,S08000031,S08000031,"",Head & Neck,"",84,"",82,""
412,2012Q2,S08000031,S08000031,"",Lung,"",268,"",266,""
413,2012Q2,S08000031,S08000031,"",Lymphoma,"",55,"",55,""
414,2012Q2,S08000031,S08000031,"",Melanoma,"",86,"",86,""
415,2012Q2,S08000031,S08000031,"",Ovarian,"",10,"",10,""
416,2012Q2,S08000031,S08000031,"",Upper GI,"",124,"",124,""
417,2012Q2,S08000031,S08000031,"",Urological,"",261,"",252,""
418,2012Q2,S08000031,S08000032,"",Breast,"",8,"",8,""
419,2012Q2,S08000031,SB0801,"",Lung,"",46,"",46,""
420,2012Q2,S08000031,SB0801,"",Urological,"",1,"",1,""
421,2012Q2,S08000032,S08000024,"",Upper GI,"",1,"",1,""
422,2012Q2,S08000032,S08000031,"",Breast,"",2,"",2,""
423,2012Q2,S08000032,S08000031,"",Cervical,"",6,"",6,""
424,2012Q2,S08000032,S08000031,"",Colorectal,"",9,"",9,""
425,2012Q2,S08000032,S08000031,"",Head & Neck,"",10,"",10,""
426,2012Q2,S08000032,S08000031,"",Lung,"",27,"",26,""
427,2012Q2,S08000032,S08000031,"",Melanoma,"",6,"",6,""
428,2012Q2,S08000032,S08000031,"",Ovarian,"",3,"",3,""
429,2012Q2,S08000032,S08000031,"",Upper GI,"",10,"",10,""
430,2012Q2,S08000032,S08000031,"",Urological,"",2,"",2,""
431,2012Q2,S08000032,S08000032,"",Breast,"",83,"",83,""
432,2012Q2,S08000032,S08000032,"",Cervical,"",1,"",1,""
433,2012Q2,S08000032,S08000032,"",Colorectal,"",73,"",72,""
434,2012Q2,S08000032,S08000032,"",Head & Neck,"",20,"",20,""
435,2012Q2,S08000032,S08000032,"",Lung,"",68,"",68,""
436,2012Q2,S08000032,S08000032,"",Lymphoma,"",27,"",27,""
437,2012Q2,S08000032,S08000032,"",Melanoma,"",21,"",20,""
438,2012Q2,S08000032,S08000032,"",Ovarian,"",2,"",2,""
439,2012Q2,S08000032,S08000032,"",Upper GI,"",38,"",38,""
440,2012Q2,S08000032,S08000032,"",Urological,"",83,"",81,""
441,2012Q2,S08000032,SB0801,"",Lung,"",18,"",18,""
442,2012Q3,S08000015,S08000015,"",Breast,"",100,"",100,""
443,2012Q3,S08000015,S08000015,"",Cervical,"",6,"",6,""
444,2012Q3,S08000015,S08000015,"",Colorectal,"",52,"",51,""
445,2012Q3,S08000015,S08000015,"",Head & Neck,"",20,"",20,""
446,2012Q3,S08000015,S08000015,"",Lung,"",55,"",55,""
447,2012Q3,S08000015,S08000015,"",Lymphoma,"",12,"",12,""
448,2012Q3,S08000015,S08000015,"",Melanoma,"",26,"",26,""
449,2012Q3,S08000015,S08000015,"",Ovarian,"",11,"",11,""
450,2012Q3,S08000015,S08000015,"",Upper GI,"",22,"",22,""
451,2012Q3,S08000015,S08000015,"",Urological,"",66,"",66,""
452,2012Q3,S08000015,S08000017,"",Breast,"",2,"",2,""
453,2012Q3,S08000015,S08000019,"",Urological,"",1,"",1,""
454,2012Q3,S08000015,S08000024,"",Upper GI,"",1,"",1,""
455,2012Q3,S08000015,S08000031,"",Breast,"",3,"",3,""
456,2012Q3,S08000015,S08000031,"",Colorectal,"",8,"",8,""
457,2012Q3,S08000015,S08000031,"",Head & Neck,"",9,"",9,""
458,2012Q3,S08000015,S08000031,"",Lung,"",20,"",20,""
459,2012Q3,S08000015,S08000031,"",Melanoma,"",3,"",3,""
460,2012Q3,S08000015,S08000031,"",Ovarian,"",9,"",9,""
461,2012Q3,S08000015,S08000031,"",Upper GI,"",16,"",16,""
462,2012Q3,S08000015,S08000031,"",Urological,"",11,"",7,""
463,2012Q3,S08000015,SB0801,"",Lung,"",3,"",3,""
464,2012Q3,S08000016,S08000016,"",Breast,"",16,"",16,""
465,2012Q3,S08000016,S08000016,"",Cervical,"",1,"",1,""
466,2012Q3,S08000016,S08000016,"",Colorectal,"",17,"",17,""
467,2012Q3,S08000016,S08000016,"",Head & Neck,"",2,"",2,""
468,2012Q3,S08000016,S08000016,"",Lung,"",13,"",13,""
469,2012Q3,S08000016,S08000016,"",Lymphoma,"",9,"",9,""
470,2012Q3,S08000016,S08000016,"",Melanoma,"",2,"",2,""
471,2012Q3,S08000016,S08000016,"",Ovarian,"",6,"",6,""
472,2012Q3,S08000016,S08000016,"",Upper GI,"",11,"",11,""
473,2012Q3,S08000016,S08000016,"",Urological,"",31,"",31,""
474,2012Q3,S08000016,S08000024,"",Breast,"",1,"",1,""
475,2012Q3,S08000016,S08000024,"",Cervical,"",1,"",1,""
476,2012Q3,S08000016,S08000024,"",Colorectal,"",2,"",2,""
477,2012Q3,S08000016,S08000024,"",Head & Neck,"",5,"",5,""
478,2012Q3,S08000016,S08000024,"",Lung,"",5,"",5,""
479,2012Q3,S08000016,S08000024,"",Lymphoma,"",2,"",2,""
480,2012Q3,S08000016,S08000024,"",Melanoma,"",1,"",1,""
481,2012Q3,S08000016,S08000024,"",Upper GI,"",2,"",2,""
482,2012Q3,S08000016,S08000024,"",Urological,"",5,"",5,""
483,2012Q3,S08000017,S08000017,"",Breast,"",31,"",31,""
484,2012Q3,S08000017,S08000017,"",Cervical,"",3,"",3,""
485,2012Q3,S08000017,S08000017,"",Colorectal,"",35,"",35,""
486,2012Q3,S08000017,S08000017,"",Head & Neck,"",2,"",2,""
487,2012Q3,S08000017,S08000017,"",Lung,"",11,"",11,""
488,2012Q3,S08000017,S08000017,"",Lymphoma,"",9,"",9,""
489,2012Q3,S08000017,S08000017,"",Melanoma,"",13,"",12,""
490,2012Q3,S08000017,S08000017,"",Ovarian,"",4,"",4,""
491,2012Q3,S08000017,S08000017,"",Upper GI,"",16,"",16,""
492,2012Q3,S08000017,S08000017,"",Urological,"",39,"",38,""
493,2012Q3,S08000017,S08000024,"",Cervical,"",1,"",1,""
494,2012Q3,S08000017,S08000024,"",Colorectal,"",1,"",1,""
495,2012Q3,S08000017,S08000024,"",Head & Neck,"",4,"",4,""
496,2012Q3,S08000017,S08000024,"",Lung,"",4,"",4,""
497,2012Q3,S08000017,S08000024,"",Melanoma,"",1,"",1,""
498,2012Q3,S08000017,S08000024,"",Ovarian,"",1,"",1,""
499,2012Q3,S08000017,S08000024,"",Upper GI,"",4,"",4,""
500,2012Q3,S08000017,S08000024,"",Urological,"",10,"",10,""
501,2012Q3,S08000017,S08000031,"",Lung,"",1,"",1,""
502,2012Q3,S08000017,SB0801,"",Lung,"",3,"",3,""
503,2012Q3,S08000019,S08000019,"",Breast,"",44,"",44,""
504,2012Q3,S08000019,S08000019,"",Cervical,"",1,"",1,""
505,2012Q3,S08000019,S08000019,"",Colorectal,"",31,"",28,""
506,2012Q3,S08000019,S08000019,"",Head & Neck,"",13,"",13,""
507,2012Q3,S08000019,S08000019,"",Lung,"",37,"",37,""
508,2012Q3,S08000019,S08000019,"",Lymphoma,"",11,"",11,""
509,2012Q3,S08000019,S08000019,"",Melanoma,"",11,"",11,""
510,2012Q3,S08000019,S08000019,"",Ovarian,"",1,"",1,""
511,2012Q3,S08000019,S08000019,"",Upper GI,"",32,"",32,""
512,2012Q3,S08000019,S08000019,"",Urological,"",49,"",45,""
513,2012Q3,S08000019,S08000030,"",Upper GI,"",1,"",1,""
514,2012Q3,S08000019,S08000031,"",Breast,"",3,"",3,""
515,2012Q3,S08000019,S08000031,"",Cervical,"",2,"",2,""
516,2012Q3,S08000019,S08000031,"",Colorectal,"",9,"",8,""
517,2012Q3,S08000019,S08000031,"",Head & Neck,"",4,"",4,""
518,2012Q3,S08000019,S08000031,"",Lung,"",16,"",16,""
519,2012Q3,S08000019,S08000031,"",Melanoma,"",1,"",1,""
520,2012Q3,S08000019,S08000031,"",Ovarian,"",3,"",3,""
521,2012Q3,S08000019,S08000031,"",Upper GI,"",4,"",4,""
522,2012Q3,S08000019,S08000031,"",Urological,"",1,"",1,""
523,2012Q3,S08000019,SB0801,"",Lung,"",10,"",10,""
524,2012Q3,S08000020,S08000020,"",Breast,"",119,"",119,""
525,2012Q3,S08000020,S08000020,"",Cervical,"",5,"",5,""
526,2012Q3,S08000020,S08000020,"",Colorectal,"",101,"",97,""
527,2012Q3,S08000020,S08000020,"",Head & Neck,"",25,"",23,""
528,2012Q3,S08000020,S08000020,"",Lung,"",85,"",85,""
529,2012Q3,S08000020,S08000020,"",Lymphoma,"",22,"",22,""
530,2012Q3,S08000020,S08000020,"",Melanoma,"",27,"",27,""
531,2012Q3,S08000020,S08000020,"",Ovarian,"",8,"",8,""
532,2012Q3,S08000020,S08000020,"",Upper GI,"",37,"",36,""
533,2012Q3,S08000020,S08000020,"",Urological,"",107,"",101,""
534,2012Q3,S08000020,S08000022,"",Head & Neck,"",1,"",1,""
535,2012Q3,S08000020,S08000024,"",Urological,"",1,"",1,""
536,2012Q3,S08000020,S08000025,"",Breast,"",2,"",2,""
537,2012Q3,S08000020,S08000025,"",Lymphoma,"",1,"",1,""
538,2012Q3,S08000022,S08000020,"",Ovarian,"",1,"",1,""
539,2012Q3,S08000022,S08000022,"",Breast,"",75,"",71,""
540,2012Q3,S08000022,S08000022,"",Colorectal,"",37,"",36,""
541,2012Q3,S08000022,S08000022,"",Head & Neck,"",20,"",17,""
542,2012Q3,S08000022,S08000022,"",Lung,"",42,"",42,""
543,2012Q3,S08000022,S08000022,"",Lymphoma,"",15,"",14,""
544,2012Q3,S08000022,S08000022,"",Melanoma,"",40,"",40,""
545,2012Q3,S08000022,S08000022,"",Ovarian,"",8,"",8,""
546,2012Q3,S08000022,S08000022,"",Upper GI,"",31,"",31,""
547,2012Q3,S08000022,S08000022,"",Urological,"",59,"",51,""
548,2012Q3,S08000022,S08000024,"",Urological,"",2,"",2,""
549,2012Q3,S08000022,S08000031,"",Breast,"",1,"",1,""
550,2012Q3,S08000022,S08000031,"",Colorectal,"",2,"",2,""
551,2012Q3,S08000022,S08000031,"",Lung,"",4,"",4,""
552,2012Q3,S08000022,S08000031,"",Lymphoma,"",2,"",2,""
553,2012Q3,S08000022,S08000031,"",Upper GI,"",2,"",2,""
554,2012Q3,S08000022,S08000031,"",Urological,"",3,"",3,""
555,2012Q3,S08000022,SB0801,"",Lung,"",1,"",1,""
556,2012Q3,S08000024,S08000019,"",Breast,"",1,"",1,""
557,2012Q3,S08000024,S08000024,"",Breast,"",174,"",174,""
558,2012Q3,S08000024,S08000024,"",Cervical,"",11,"",11,""
559,2012Q3,S08000024,S08000024,"",Colorectal,"",104,"",98,""
560,2012Q3,S08000024,S08000024,"",Head & Neck,"",43,"",43,""
561,2012Q3,S08000024,S08000024,"",Lung,"",151,"",149,""
562,2012Q3,S08000024,S08000024,"",Lymphoma,"",49,"",49,""
563,2012Q3,S08000024,S08000024,"",Melanoma,"",45,"",45,""
564,2012Q3,S08000024,S08000024,"",Ovarian,"",23,"",18,""
565,2012Q3,S08000024,S08000024,"",Upper GI,"",76,"",75,""
566,2012Q3,S08000024,S08000024,"",Urological,"",154,"",146,""
567,2012Q3,S08000025,S08000020,"",Colorectal,"",1,"",1,""
568,2012Q3,S08000025,S08000020,"",Lung,"",2,"",2,""
569,2012Q3,S08000025,S08000020,"",Lymphoma,"",1,"",1,""
570,2012Q3,S08000025,S08000020,"",Urological,"",2,"",2,""
571,2012Q3,S08000025,S08000025,"",Breast,"",1,"",1,""
572,2012Q3,S08000025,S08000025,"",Colorectal,"",1,"",1,""
573,2012Q3,S08000026,S08000020,"",Colorectal,"",1,"",1,""
574,2012Q3,S08000026,S08000020,"",Lung,"",3,"",3,""
575,2012Q3,S08000026,S08000020,"",Ovarian,"",1,"",1,""
576,2012Q3,S08000026,S08000020,"",Upper GI,"",1,"",1,""
577,2012Q3,S08000026,S08000020,"",Urological,"",2,"",2,""
578,2012Q3,S08000026,S08000026,"",Breast,"",6,"",6,""
579,2012Q3,S08000026,S08000026,"",Melanoma,"",1,"",1,""
580,2012Q3,S08000026,S08000026,"",Upper GI,"",1,"",1,""
581,2012Q3,S08000028,S08000022,"",Colorectal,"",2,"",1,""
582,2012Q3,S08000028,S08000022,"",Head & Neck,"",3,"",2,""
583,2012Q3,S08000028,S08000022,"",Lung,"",2,"",2,""
584,2012Q3,S08000028,S08000022,"",Urological,"",1,"",1,""
585,2012Q3,S08000028,S08000028,"",Colorectal,"",4,"",4,""
586,2012Q3,S08000028,S08000028,"",Lung,"",2,"",2,""
587,2012Q3,S08000028,S08000028,"",Melanoma,"",1,"",1,""
588,2012Q3,S08000028,S08000028,"",Urological,"",3,"",3,""
589,2012Q3,S08000028,S08000031,"",Cervical,"",1,"",1,""
590,2012Q3,S08000028,S08000031,"",Colorectal,"",1,"",1,""
591,2012Q3,S08000029,S08000024,"",Breast,"",3,"",3,""
592,2012Q3,S08000029,S08000024,"",Cervical,"",3,"",3,""
593,2012Q3,S08000029,S08000024,"",Colorectal,"",4,"",4,""
594,2012Q3,S08000029,S08000024,"",Head & Neck,"",14,"",13,""
595,2012Q3,S08000029,S08000024,"",Lung,"",23,"",23,""
596,2012Q3,S08000029,S08000024,"",Melanoma,"",2,"",2,""
597,2012Q3,S08000029,S08000024,"",Ovarian,"",4,"",4,""
598,2012Q3,S08000029,S08000024,"",Upper GI,"",8,"",8,""
599,2012Q3,S08000029,S08000024,"",Urological,"",3,"",3,""
600,2012Q3,S08000029,S08000029,"",Breast,"",44,"",44,""
601,2012Q3,S08000029,S08000029,"",Cervical,"",1,"",1,""
602,2012Q3,S08000029,S08000029,"",Colorectal,"",58,"",57,""
603,2012Q3,S08000029,S08000029,"",Head & Neck,"",1,"",1,""
604,2012Q3,S08000029,S08000029,"",Lung,"",59,"",59,""
605,2012Q3,S08000029,S08000029,"",Lymphoma,"",10,"",10,""
606,2012Q3,S08000029,S08000029,"",Melanoma,"",15,"",14,""
607,2012Q3,S08000029,S08000029,"",Ovarian,"",6,"",5,""
608,2012Q3,S08000029,S08000029,"",Upper GI,"",35,"",35,""
609,2012Q3,S08000029,S08000029,"",Urological,"",88,"",83,""
610,2012Q3,S08000029,S08000030,"",Lung,"",4,"",4,""
611,2012Q3,S08000029,S08000030,"",Melanoma,"",5,"",5,""
612,2012Q3,S08000029,S08000030,"",Urological,"",1,"",1,""
613,2012Q3,S08000030,S08000024,"",Lung,"",2,"",2,""
614,2012Q3,S08000030,S08000029,"",Lung,"",4,"",4,""
615,2012Q3,S08000030,S08000030,"",Breast,"",103,"",102,""
616,2012Q3,S08000030,S08000030,"",Cervical,"",2,"",2,""
617,2012Q3,S08000030,S08000030,"",Colorectal,"",70,"",70,""
618,2012Q3,S08000030,S08000030,"",Head & Neck,"",25,"",24,""
619,2012Q3,S08000030,S08000030,"",Lung,"",68,"",68,""
620,2012Q3,S08000030,S08000030,"",Lymphoma,"",21,"",21,""
621,2012Q3,S08000030,S08000030,"",Melanoma,"",33,"",29,""
622,2012Q3,S08000030,S08000030,"",Ovarian,"",15,"",15,""
623,2012Q3,S08000030,S08000030,"",Upper GI,"",51,"",51,""
624,2012Q3,S08000030,S08000030,"",Urological,"",102,"",96,""
625,2012Q3,S08000031,S08000024,"",Upper GI,"",2,"",2,""
626,2012Q3,S08000031,S08000024,"",Urological,"",1,"",1,""
627,2012Q3,S08000031,S08000031,"",Breast,"",290,"",288,""
628,2012Q3,S08000031,S08000031,"",Cervical,"",8,"",7,""
629,2012Q3,S08000031,S08000031,"",Colorectal,"",193,"",189,""
630,2012Q3,S08000031,S08000031,"",Head & Neck,"",103,"",99,""
631,2012Q3,S08000031,S08000031,"",Lung,"",225,"",223,""
632,2012Q3,S08000031,S08000031,"",Lymphoma,"",54,"",54,""
633,2012Q3,S08000031,S08000031,"",Melanoma,"",54,"",53,""
634,2012Q3,S08000031,S08000031,"",Ovarian,"",4,"",4,""
635,2012Q3,S08000031,S08000031,"",Upper GI,"",150,"",149,""
636,2012Q3,S08000031,S08000031,"",Urological,"",279,"",260,""
637,2012Q3,S08000031,S08000032,"",Breast,"",3,"",3,""
638,2012Q3,S08000031,S08000032,"",Colorectal,"",1,"",1,""
639,2012Q3,S08000031,SB0801,"",Lung,"",55,"",55,""
640,2012Q3,S08000032,S08000031,"",Cervical,"",4,"",3,""
641,2012Q3,S08000032,S08000031,"",Colorectal,"",8,"",8,""
642,2012Q3,S08000032,S08000031,"",Head & Neck,"",5,"",5,""
643,2012Q3,S08000032,S08000031,"",Lung,"",27,"",26,""
644,2012Q3,S08000032,S08000031,"",Lymphoma,"",1,"",1,""
645,2012Q3,S08000032,S08000031,"",Melanoma,"",7,"",6,""
646,2012Q3,S08000032,S08000031,"",Ovarian,"",5,"",5,""
647,2012Q3,S08000032,S08000031,"",Upper GI,"",16,"",15,""
648,2012Q3,S08000032,S08000031,"",Urological,"",2,"",2,""
649,2012Q3,S08000032,S08000032,"",Breast,"",73,"",73,""
650,2012Q3,S08000032,S08000032,"",Cervical,"",5,"",5,""
651,2012Q3,S08000032,S08000032,"",Colorectal,"",60,"",60,""
652,2012Q3,S08000032,S08000032,"",Head & Neck,"",13,"",13,""
653,2012Q3,S08000032,S08000032,"",Lung,"",52,"",52,""
654,2012Q3,S08000032,S08000032,"",Lymphoma,"",24,"",24,""
655,2012Q3,S08000032,S08000032,"",Melanoma,"",22,"",20,""
656,2012Q3,S08000032,S08000032,"",Ovarian,"",7,"",7,""
657,2012Q3,S08000032,S08000032,"",Upper GI,"",43,"",43,""
658,2012Q3,S08000032,S08000032,"",Urological,"",81,"",76,""
659,2012Q3,S08000032,SB0801,"",Lung,"",17,"",17,""
660,2012Q4,S08000015,S08000015,"",Breast,"",84,"",84,""
661,2012Q4,S08000015,S08000015,"",Cervical,"",2,"",2,""
662,2012Q4,S08000015,S08000015,"",Colorectal,"",73,"",70,""
663,2012Q4,S08000015,S08000015,"",Head & Neck,"",11,"",10,""
664,2012Q4,S08000015,S08000015,"",Lung,"",50,"",50,""
665,2012Q4,S08000015,S08000015,"",Lymphoma,"",5,"",5,""
666,2012Q4,S08000015,S08000015,"",Melanoma,"",15,"",15,""
667,2012Q4,S08000015,S08000015,"",Ovarian,"",2,"",2,""
668,2012Q4,S08000015,S08000015,"",Upper GI,"",29,"",29,""
669,2012Q4,S08000015,S08000015,"",Urological,"",88,"",88,""
670,2012Q4,S08000015,S08000017,"",Breast,"",4,"",4,""
671,2012Q4,S08000015,S08000031,"",Breast,"",2,"",1,""
672,2012Q4,S08000015,S08000031,"",Colorectal,"",7,"",6,""
673,2012Q4,S08000015,S08000031,"",Head & Neck,"",5,"",5,""
674,2012Q4,S08000015,S08000031,"",Lung,"",20,"",20,""
675,2012Q4,S08000015,S08000031,"",Melanoma,"",1,"",1,""
676,2012Q4,S08000015,S08000031,"",Ovarian,"",2,"",2,""
677,2012Q4,S08000015,S08000031,"",Upper GI,"",19,"",19,""
678,2012Q4,S08000015,S08000031,"",Urological,"",10,"",9,""
679,2012Q4,S08000015,SB0801,"",Lung,"",12,"",12,""
680,2012Q4,S08000016,S08000016,"",Breast,"",23,"",23,""
681,2012Q4,S08000016,S08000016,"",Cervical,"",1,"",1,""
682,2012Q4,S08000016,S08000016,"",Colorectal,"",15,"",15,""
683,2012Q4,S08000016,S08000016,"",Lung,"",12,"",12,""
684,2012Q4,S08000016,S08000016,"",Lymphoma,"",17,"",17,""
685,2012Q4,S08000016,S08000016,"",Melanoma,"",5,"",5,""
686,2012Q4,S08000016,S08000016,"",Ovarian,"",6,"",6,""
687,2012Q4,S08000016,S08000016,"",Upper GI,"",13,"",13,""
688,2012Q4,S08000016,S08000016,"",Urological,"",14,"",14,""
689,2012Q4,S08000016,S08000024,"",Breast,"",1,"",1,""
690,2012Q4,S08000016,S08000024,"",Colorectal,"",2,"",2,""
691,2012Q4,S08000016,S08000024,"",Head & Neck,"",3,"",3,""
692,2012Q4,S08000016,S08000024,"",Lung,"",9,"",9,""
693,2012Q4,S08000016,S08000024,"",Lymphoma,"",1,"",1,""
694,2012Q4,S08000016,S08000024,"",Ovarian,"",1,"",1,""
695,2012Q4,S08000016,S08000024,"",Upper GI,"",4,"",4,""
696,2012Q4,S08000016,S08000024,"",Urological,"",1,"",1,""
697,2012Q4,S08000017,S08000017,"",Breast,"",21,"",21,""
698,2012Q4,S08000017,S08000017,"",Cervical,"",2,"",2,""
699,2012Q4,S08000017,S08000017,"",Colorectal,"",32,"",32,""
700,2012Q4,S08000017,S08000017,"",Head & Neck,"",5,"",5,""
701,2012Q4,S08000017,S08000017,"",Lung,"",23,"",23,""
702,2012Q4,S08000017,S08000017,"",Lymphoma,"",4,"",4,""
703,2012Q4,S08000017,S08000017,"",Melanoma,"",6,"",6,""
704,2012Q4,S08000017,S08000017,"",Ovarian,"",2,"",2,""
705,2012Q4,S08000017,S08000017,"",Upper GI,"",13,"",12,""
706,2012Q4,S08000017,S08000017,"",Urological,"",37,"",35,""
707,2012Q4,S08000017,S08000024,"",Breast,"",2,"",2,""
708,2012Q4,S08000017,S08000024,"",Colorectal,"",2,"",2,""
709,2012Q4,S08000017,S08000024,"",Head & Neck,"",3,"",3,""
710,2012Q4,S08000017,S08000024,"",Lung,"",3,"",3,""
711,2012Q4,S08000017,S08000024,"",Ovarian,"",2,"",2,""
712,2012Q4,S08000017,S08000024,"",Upper GI,"",2,"",2,""
713,2012Q4,S08000017,S08000024,"",Urological,"",11,"",11,""
714,2012Q4,S08000017,S08000031,"",Head & Neck,"",3,"",3,""
715,2012Q4,S08000017,SB0801,"",Lung,"",5,"",5,""
716,2012Q4,S08000019,S08000019,"",Breast,"",42,"",42,""
717,2012Q4,S08000019,S08000019,"",Colorectal,"",48,"",46,""
718,2012Q4,S08000019,S08000019,"",Head & Neck,"",10,"",10,""
719,2012Q4,S08000019,S08000019,"",Lung,"",28,"",28,""
720,2012Q4,S08000019,S08000019,"",Lymphoma,"",12,"",12,""
721,2012Q4,S08000019,S08000019,"",Melanoma,"",15,"",15,""
722,2012Q4,S08000019,S08000019,"",Ovarian,"",3,"",3,""
723,2012Q4,S08000019,S08000019,"",Upper GI,"",25,"",25,""
724,2012Q4,S08000019,S08000019,"",Urological,"",45,"",45,""
725,2012Q4,S08000019,S08000024,"",Upper GI,"",2,"",2,""
726,2012Q4,S08000019,S08000031,"",Cervical,"",3,"",2,""
727,2012Q4,S08000019,S08000031,"",Colorectal,"",4,"",3,""
728,2012Q4,S08000019,S08000031,"",Head & Neck,"",9,"",9,""
729,2012Q4,S08000019,S08000031,"",Lung,"",21,"",21,""
730,2012Q4,S08000019,S08000031,"",Lymphoma,"",1,"",1,""
731,2012Q4,S08000019,S08000031,"",Ovarian,"",4,"",4,""
732,2012Q4,S08000019,S08000031,"",Upper GI,"",9,"",9,""
733,2012Q4,S08000019,S08000031,"",Urological,"",1,"",1,""
734,2012Q4,S08000019,SB0801,"",Lung,"",10,"",10,""
735,2012Q4,S08000020,S08000020,"",Breast,"",123,"",123,""
736,2012Q4,S08000020,S08000020,"",Cervical,"",5,"",5,""
737,2012Q4,S08000020,S08000020,"",Colorectal,"",75,"",75,""
738,2012Q4,S08000020,S08000020,"",Head & Neck,"",22,"",21,""
739,2012Q4,S08000020,S08000020,"",Lung,"",74,"",74,""
740,2012Q4,S08000020,S08000020,"",Lymphoma,"",15,"",15,""
741,2012Q4,S08000020,S08000020,"",Melanoma,"",28,"",27,""
742,2012Q4,S08000020,S08000020,"",Ovarian,"",7,"",7,""
743,2012Q4,S08000020,S08000020,"",Upper GI,"",52,"",52,""
744,2012Q4,S08000020,S08000020,"",Urological,"",131,"",125,""
745,2012Q4,S08000020,S08000024,"",Breast,"",1,"",1,""
746,2012Q4,S08000020,S08000030,"",Upper GI,"",1,"",1,""
747,2012Q4,S08000022,S08000020,"",Cervical,"",1,"",1,""
748,2012Q4,S08000022,S08000020,"",Lung,"",4,"",4,""
749,2012Q4,S08000022,S08000020,"",Lymphoma,"",1,"",1,""
750,2012Q4,S08000022,S08000022,"",Breast,"",69,"",67,""
751,2012Q4,S08000022,S08000022,"",Colorectal,"",48,"",45,""
752,2012Q4,S08000022,S08000022,"",Head & Neck,"",16,"",14,""
753,2012Q4,S08000022,S08000022,"",Lung,"",53,"",49,""
754,2012Q4,S08000022,S08000022,"",Lymphoma,"",17,"",16,""
755,2012Q4,S08000022,S08000022,"",Melanoma,"",17,"",17,""
756,2012Q4,S08000022,S08000022,"",Ovarian,"",4,"",4,""
757,2012Q4,S08000022,S08000022,"",Upper GI,"",25,"",25,""
758,2012Q4,S08000022,S08000022,"",Urological,"",47,"",44,""
759,2012Q4,S08000022,S08000024,"",Upper GI,"",1,"",1,""
760,2012Q4,S08000022,S08000031,"",Colorectal,"",3,"",3,""
761,2012Q4,S08000022,S08000031,"",Lung,"",3,"",3,""
762,2012Q4,S08000022,S08000031,"",Lymphoma,"",1,"",1,""
763,2012Q4,S08000022,S08000031,"",Upper GI,"",3,"",3,""
764,2012Q4,S08000022,S08000031,"",Urological,"",3,"",3,""
765,2012Q4,S08000022,SB0801,"",Lung,"",1,"",1,""
766,2012Q4,S08000024,S08000019,"",Breast,"",1,"",1,""
767,2012Q4,S08000024,S08000024,"",Breast,"",206,"",206,""
768,2012Q4,S08000024,S08000024,"",Cervical,"",7,"",7,""
769,2012Q4,S08000024,S08000024,"",Colorectal,"",145,"",141,""
770,2012Q4,S08000024,S08000024,"",Head & Neck,"",43,"",43,""
771,2012Q4,S08000024,S08000024,"",Lung,"",138,"",137,""
772,2012Q4,S08000024,S08000024,"",Lymphoma,"",34,"",34,""
773,2012Q4,S08000024,S08000024,"",Melanoma,"",36,"",35,""
774,2012Q4,S08000024,S08000024,"",Ovarian,"",10,"",10,""
775,2012Q4,S08000024,S08000024,"",Upper GI,"",111,"",111,""
776,2012Q4,S08000024,S08000024,"",Urological,"",161,"",156,""
777,2012Q4,S08000024,S08000029,"",Breast,"",5,"",5,""
778,2012Q4,S08000025,S08000020,"",Lung,"",1,"",1,""
779,2012Q4,S08000025,S08000020,"",Melanoma,"",1,"",1,""
780,2012Q4,S08000025,S08000020,"",Ovarian,"",1,"",1,""
