_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
211,2017Q2,"",S08000019,"",S12000005,"",Elective Inpatients,"",262,675,2.5763358778626,"",259,902,3.48262548262548,""
212,2017Q3,"",S08000019,"",S12000005,"",Elective Inpatients,"",277,826,2.98194945848375,"",265,1316,4.96603773584906,""
213,2017Q4,"",S08000019,"",S12000005,"",Elective Inpatients,"",255,792,3.10588235294118,"",255,1043,4.09019607843137,""
214,2018Q1,"",S08000019,"",S12000005,"",Elective Inpatients,"",238,823,3.45798319327731,"",235,1003,4.26808510638298,""
215,2018Q2,"",S08000019,"",S12000005,"",Elective Inpatients,"",291,794,2.72852233676976,"",290,997,3.43793103448276,""
216,2018Q3,"",S08000019,"",S12000005,"",Elective Inpatients,"",238,607,2.55042016806723,"",235,866,3.68510638297872,""
217,2018Q4,"",S08000019,"",S12000005,"",Elective Inpatients,"",270,608,2.25185185185185,"",270,878,3.25185185185185,""
218,2019Q1,"",S08000019,"",S12000005,"",Elective Inpatients,"",223,642,2.87892376681614,"",220,736,3.34545454545455,""
219,2019Q2,"",S08000019,"",S12000005,"",Elective Inpatients,"",280,725,2.58928571428571,"",284,1093,3.84859154929577,""
220,2019Q3,"",S08000019,"",S12000005,"",Elective Inpatients,"",298,822,2.75838926174497,"",296,1022,3.4527027027027,""
221,2019Q4,"",S08000019,"",S12000005,"",Elective Inpatients,"",233,566,2.42918454935622,"",236,847,3.58898305084746,""
222,2020Q1,"",S08000019,"",S12000005,"",Elective Inpatients,"",224,556,2.48214285714286,"",221,683,3.09049773755656,""
223,2020Q2,"",S08000019,"",S12000005,"",Elective Inpatients,"",67,145,2.16417910447761,"",68,321,4.72058823529412,""
224,2020Q3,"",S08000019,"",S12000005,"",Elective Inpatients,"",185,381,2.05945945945946,"",180,456,2.53333333333333,""
225,2020Q4,"",S08000019,"",S12000005,"",Elective Inpatients,"",198,615,3.10606060606061,"",198,664,3.35353535353535,""
226,2021Q1,"",S08000019,"",S12000005,"",Elective Inpatients,"",136,468,3.44117647058824,"",133,512,3.84962406015038,""
227,2021Q2,"",S08000019,"",S12000005,"",Elective Inpatients,"",221,610,2.76018099547511,"",221,1034,4.67873303167421,""
228,2021Q3,"",S08000019,"",S12000005,"",Elective Inpatients,"",199,618,3.10552763819095,"",200,763,3.815,""
229,2021Q4,"",S08000019,"",S12000005,"",Elective Inpatients,"",183,336,1.83606557377049,"",187,1003,5.36363636363636,""
230,2022Q1,"",S08000019,"",S12000005,"",Elective Inpatients,"",145,464,3.2,"",142,594,4.1830985915493,""
231,2022Q2,p,S08000019,"",S12000005,"",Elective Inpatients,"",187,519,2.77540106951872,"",184,823,4.47282608695652,""
232,2017Q2,"",S08000019,"",S12000014,"",Elective Inpatients,"",825,2505,3.03636363636364,"",824,3133,3.80218446601942,""
233,2017Q3,"",S08000019,"",S12000014,"",Elective Inpatients,"",706,1667,2.36118980169972,"",701,2471,3.52496433666191,""
234,2017Q4,"",S08000019,"",S12000014,"",Elective Inpatients,"",771,2114,2.74189364461738,"",767,3064,3.99478487614081,""
235,2018Q1,"",S08000019,"",S12000014,"",Elective Inpatients,"",788,2196,2.78680203045685,"",772,2874,3.72279792746114,""
236,2018Q2,"",S08000019,"",S12000014,"",Elective Inpatients,"",786,2307,2.93511450381679,"",780,3415,4.37820512820513,""
237,2018Q3,"",S08000019,"",S12000014,"",Elective Inpatients,"",743,2249,3.02691790040377,"",742,2897,3.90431266846361,""
238,2018Q4,"",S08000019,"",S12000014,"",Elective Inpatients,"",783,1819,2.32311621966794,"",772,2490,3.22538860103627,""
239,2019Q1,"",S08000019,"",S12000014,"",Elective Inpatients,"",784,2314,2.9515306122449,"",780,3338,4.27948717948718,""
240,2019Q2,"",S08000019,"",S12000014,"",Elective Inpatients,"",834,1914,2.29496402877698,"",825,2728,3.30666666666667,""
241,2019Q3,"",S08000019,"",S12000014,"",Elective Inpatients,"",744,1656,2.2258064516129,"",749,2541,3.39252336448598,""
242,2019Q4,"",S08000019,"",S12000014,"",Elective Inpatients,"",740,1886,2.54864864864865,"",746,2623,3.51608579088472,""
243,2020Q1,"",S08000019,"",S12000014,"",Elective Inpatients,"",725,1877,2.58896551724138,"",730,3047,4.17397260273973,""
244,2020Q2,"",S08000019,"",S12000014,"",Elective Inpatients,"",231,786,3.4025974025974,"",224,1202,5.36607142857143,""
245,2020Q3,"",S08000019,"",S12000014,"",Elective Inpatients,"",498,1350,2.71084337349398,"",491,2023,4.12016293279022,""
246,2020Q4,"",S08000019,"",S12000014,"",Elective Inpatients,"",572,1375,2.40384615384615,"",582,1996,3.42955326460481,""
247,2021Q1,"",S08000019,"",S12000014,"",Elective Inpatients,"",469,1392,2.9680170575693,"",468,1791,3.82692307692308,""
248,2021Q2,"",S08000019,"",S12000014,"",Elective Inpatients,"",667,1584,2.37481259370315,"",666,2203,3.30780780780781,""
249,2021Q3,"",S08000019,"",S12000014,"",Elective Inpatients,"",574,1620,2.82229965156794,"",569,2210,3.88400702987698,""
250,2021Q4,"",S08000019,"",S12000014,"",Elective Inpatients,"",555,1292,2.32792792792793,"",556,1811,3.25719424460432,""
251,2022Q1,"",S08000019,"",S12000014,"",Elective Inpatients,"",502,1279,2.54780876494024,"",497,1862,3.74647887323944,""
252,2022Q2,p,S08000019,"",S12000014,"",Elective Inpatients,"",572,1455,2.54370629370629,"",576,1660,2.88194444444444,""
253,2017Q2,"",S08000019,"",S08000019,d,Elective Inpatients,"",1522,4193,2.75492772667543,"",1518,5654,3.72463768115942,""
254,2017Q3,"",S08000019,"",S08000019,d,Elective Inpatients,"",1418,3594,2.5345557122708,"",1400,5371,3.83642857142857,""
255,2017Q4,"",S08000019,"",S08000019,d,Elective Inpatients,"",1470,3990,2.71428571428571,"",1464,5677,3.87773224043716,""
256,2018Q1,"",S08000019,"",S08000019,d,Elective Inpatients,"",1442,4182,2.9001386962552,"",1422,5348,3.76090014064698,""
257,2018Q2,"",S08000019,"",S08000019,d,Elective Inpatients,"",1466,4159,2.83697135061392,"",1449,5770,3.98205659075224,""
258,2018Q3,"",S08000019,"",S08000019,d,Elective Inpatients,"",1401,3773,2.69307637401856,"",1389,5401,3.88840892728582,""
259,2018Q4,"",S08000019,"",S08000019,d,Elective Inpatients,"",1521,3830,2.5180802103879,"",1514,5341,3.52774108322325,""
260,2019Q1,"",S08000019,"",S08000019,d,Elective Inpatients,"",1422,4309,3.03023909985935,"",1400,5731,4.09357142857143,""
261,2019Q2,"",S08000019,"",S08000019,d,Elective Inpatients,"",1540,3615,2.3474025974026,"",1530,5207,3.40326797385621,""
262,2019Q3,"",S08000019,"",S08000019,d,Elective Inpatients,"",1498,3788,2.52870493991989,"",1498,5364,3.58077436582109,""
263,2019Q4,"",S08000019,"",S08000019,d,Elective Inpatients,"",1423,3539,2.48699929725931,"",1438,5172,3.59666203059805,""
264,2020Q1,"",S08000019,"",S08000019,d,Elective Inpatients,"",1303,3087,2.36914811972371,"",1302,4578,3.51612903225806,""
265,2020Q2,"",S08000019,"",S08000019,d,Elective Inpatients,"",428,1232,2.8785046728972,"",419,2057,4.90930787589499,""
266,2020Q3,"",S08000019,"",S08000019,d,Elective Inpatients,"",957,2362,2.46812957157785,"",939,3269,3.48136315228967,""
267,2020Q4,"",S08000019,"",S08000019,d,Elective Inpatients,"",1122,2880,2.5668449197861,"",1136,3625,3.19102112676056,""
268,2021Q1,"",S08000019,"",S08000019,d,Elective Inpatients,"",883,2481,2.80973952434881,"",877,3156,3.59863169897377,""
269,2021Q2,"",S08000019,"",S08000019,d,Elective Inpatients,"",1237,2999,2.42441390460792,"",1229,4247,3.45565500406835,""
270,2021Q3,"",S08000019,"",S08000019,d,Elective Inpatients,"",1093,3086,2.82342177493138,"",1089,4238,3.89164370982553,""
271,2021Q4,"",S08000019,"",S08000019,d,Elective Inpatients,"",1064,2748,2.58270676691729,"",1069,4115,3.84939195509822,""
272,2022Q1,"",S08000019,"",S08000019,d,Elective Inpatients,"",958,2572,2.68475991649269,"",946,3494,3.69344608879493,""
273,2022Q2,p,S08000019,"",S08000019,d,Elective Inpatients,"",1094,2838,2.59414990859232,"",1094,3710,3.39122486288848,""
274,2017Q2,"",S08000019,"",S12000030,"",Elective Inpatients,"",435,1013,2.32873563218391,"",435,1619,3.72183908045977,""
275,2017Q3,"",S08000019,"",S12000030,"",Elective Inpatients,"",435,1101,2.53103448275862,"",435,1584,3.64137931034483,""
276,2017Q4,"",S08000019,"",S12000030,"",Elective Inpatients,"",444,1084,2.44144144144144,"",440,1570,3.56818181818182,""
277,2018Q1,"",S08000019,"",S12000030,"",Elective Inpatients,"",416,1163,2.79567307692308,"",415,1471,3.54457831325301,""
278,2018Q2,"",S08000019,"",S12000030,"",Elective Inpatients,"",389,1058,2.71979434447301,"",380,1358,3.57368421052632,""
279,2018Q3,"",S08000019,"",S12000030,"",Elective Inpatients,"",420,917,2.18333333333333,"",410,1638,3.99512195121951,""
280,2018Q4,"",S08000019,"",S12000030,"",Elective Inpatients,"",468,1403,2.99786324786325,"",475,1973,4.15368421052632,""
281,2019Q1,"",S08000019,"",S12000030,"",Elective Inpatients,"",415,1353,3.26024096385542,"",400,1657,4.1425,""
282,2019Q2,"",S08000019,"",S12000030,"",Elective Inpatients,"",426,976,2.29107981220657,"",421,1386,3.29216152019002,""
283,2019Q3,"",S08000019,"",S12000030,"",Elective Inpatients,"",456,1310,2.87280701754386,"",453,1801,3.9757174392936,""
284,2019Q4,"",S08000019,"",S12000030,"",Elective Inpatients,"",450,1087,2.41555555555556,"",456,1702,3.73245614035088,""
285,2020Q1,"",S08000019,"",S12000030,"",Elective Inpatients,"",354,654,1.84745762711864,"",351,848,2.41595441595442,""
286,2020Q2,"",S08000019,"",S12000030,"",Elective Inpatients,"",130,301,2.31538461538462,"",127,534,4.20472440944882,""
287,2020Q3,"",S08000019,"",S12000030,"",Elective Inpatients,"",274,631,2.3029197080292,"",268,790,2.94776119402985,""
288,2020Q4,"",S08000019,"",S12000030,"",Elective Inpatients,"",352,890,2.52840909090909,"",356,965,2.71067415730337,""
289,2021Q1,"",S08000019,"",S12000030,"",Elective Inpatients,"",278,621,2.23381294964029,"",276,853,3.09057971014493,""
290,2021Q2,"",S08000019,"",S12000030,"",Elective Inpatients,"",349,805,2.30659025787966,"",342,1010,2.95321637426901,""
291,2021Q3,"",S08000019,"",S12000030,"",Elective Inpatients,"",320,848,2.65,"",320,1265,3.953125,""
292,2021Q4,"",S08000019,"",S12000030,"",Elective Inpatients,"",326,1120,3.43558282208589,"",326,1301,3.99079754601227,""
293,2022Q1,"",S08000019,"",S12000030,"",Elective Inpatients,"",311,829,2.66559485530547,"",307,1038,3.38110749185668,""
294,2022Q2,p,S08000019,"",S12000030,"",Elective Inpatients,"",335,864,2.57910447761194,"",334,1227,3.67365269461078,""
295,2017Q2,"",S08000020,"",S12000033,"",Elective Inpatients,"",1244,3207,2.57797427652733,"",1255,4962,3.95378486055777,""
296,2017Q3,"",S08000020,"",S12000033,"",Elective Inpatients,"",1148,2663,2.31968641114983,"",1167,4515,3.86889460154242,""
297,2017Q4,"",S08000020,"",S12000033,"",Elective Inpatients,"",1107,2594,2.34327009936766,"",1115,4252,3.81345291479821,""
298,2018Q1,"",S08000020,"",S12000033,"",Elective Inpatients,"",950,2207,2.32315789473684,"",950,3491,3.67473684210526,""
299,2018Q2,"",S08000020,"",S12000033,"",Elective Inpatients,"",1067,2420,2.2680412371134002,"",1060,3939,3.71603773584906,""
300,2018Q3,"",S08000020,"",S12000033,"",Elective Inpatients,"",1075,2319,2.15720930232558,"",1084,3845,3.5470479704797,""
301,2018Q4,"",S08000020,"",S12000033,"",Elective Inpatients,"",1116,2402,2.15232974910394,"",1136,3838,3.37852112676056,""
302,2019Q1,"",S08000020,"",S12000033,"",Elective Inpatients,"",1053,2373,2.25356125356125,"",1051,3503,3.33301617507136,""
303,2019Q2,"",S08000020,"",S12000033,"",Elective Inpatients,"",1096,2354,2.1478102189781,"",1100,3550,3.22727272727273,""
304,2019Q3,"",S08000020,"",S12000033,"",Elective Inpatients,"",1126,2486,2.20781527531083,"",1136,4206,3.70246478873239,""
305,2019Q4,"",S08000020,"",S12000033,"",Elective Inpatients,"",1111,2089,1.88028802880288,"",1130,3523,3.11769911504425,""
306,2020Q1,"",S08000020,"",S12000033,"",Elective Inpatients,"",934,2045,2.18950749464668,"",955,3250,3.40314136125654,""
307,2020Q2,"",S08000020,"",S12000033,"",Elective Inpatients,"",474,1108,2.33755274261603,"",475,1810,3.81052631578947,""
308,2020Q3,"",S08000020,"",S12000033,"",Elective Inpatients,"",670,1395,2.08208955223881,"",685,2386,3.48321167883212,""
309,2020Q4,"",S08000020,"",S12000033,"",Elective Inpatients,"",739,1767,2.39106901217862,"",752,2578,3.4281914893617,""
310,2021Q1,"",S08000020,"",S12000033,"",Elective Inpatients,"",566,1288,2.2756183745583,"",570,2183,3.82982456140351,""
311,2021Q2,"",S08000020,"",S12000033,"",Elective Inpatients,"",790,1568,1.98481012658228,"",795,2312,2.90817610062893,""
312,2021Q3,"",S08000020,"",S12000033,"",Elective Inpatients,"",744,1707,2.29435483870968,"",756,2939,3.88756613756614,""
313,2021Q4,"",S08000020,"",S12000033,"",Elective Inpatients,"",724,1334,1.84254143646409,"",755,2474,3.27682119205298,""
314,2022Q1,"",S08000020,"",S12000033,"",Elective Inpatients,"",762,1567,2.05643044619423,"",762,2561,3.36089238845144,""
315,2022Q2,p,S08000020,"",S12000033,"",Elective Inpatients,"",773,1531,1.98059508408797,"",780,2498,3.2025641025641,""
316,2017Q2,"",S08000020,"",S12000034,"",Elective Inpatients,"",1468,3294,2.24386920980926,"",1479,5433,3.67342799188641,""
317,2017Q3,"",S08000020,"",S12000034,"",Elective Inpatients,"",1418,3498,2.46685472496474,"",1425,5633,3.95298245614035,""
318,2017Q4,"",S08000020,"",S12000034,"",Elective Inpatients,"",1326,3075,2.31900452488688,"",1333,4934,3.70142535633908,""
319,2018Q1,"",S08000020,"",S12000034,"",Elective Inpatients,"",1186,2785,2.34822934232715,"",1194,5273,4.41624790619765,""
320,2018Q2,"",S08000020,"",S12000034,"",Elective Inpatients,"",1431,3471,2.42557651991614,"",1440,5295,3.67708333333333,""
321,2018Q3,"",S08000020,"",S12000034,"",Elective Inpatients,"",1342,3004,2.23845007451565,"",1345,4951,3.68104089219331,""
322,2018Q4,"",S08000020,"",S12000034,"",Elective Inpatients,"",1427,3253,2.27960756832516,"",1450,5905,4.07241379310345,""
323,2019Q1,"",S08000020,"",S12000034,"",Elective Inpatients,"",1316,2963,2.25151975683891,"",1297,4517,3.48265227447957,""
324,2019Q2,"",S08000020,"",S12000034,"",Elective Inpatients,"",1376,3282,2.38517441860465,"",1385,5431,3.92129963898917,""
325,2019Q3,"",S08000020,"",S12000034,"",Elective Inpatients,"",1451,3149,2.17022742935906,"",1465,5346,3.64914675767918,""
326,2019Q4,"",S08000020,"",S12000034,"",Elective Inpatients,"",1275,2729,2.14039215686275,"",1305,4257,3.26206896551724,""
327,2020Q1,"",S08000020,"",S12000034,"",Elective Inpatients,"",1165,2389,2.05064377682403,"",1175,3973,3.38127659574468,""
328,2020Q2,"",S08000020,"",S12000034,"",Elective Inpatients,"",541,1177,2.17560073937153,"",533,1834,3.44090056285178,""
329,2020Q3,"",S08000020,"",S12000034,"",Elective Inpatients,"",782,1793,2.29283887468031,"",797,3053,3.8306148055207,""
330,2020Q4,"",S08000020,"",S12000034,"",Elective Inpatients,"",908,2015,2.21916299559471,"",930,3422,3.67956989247312,""
331,2021Q1,"",S08000020,"",S12000034,"",Elective Inpatients,"",692,1552,2.24277456647399,"",693,2650,3.82395382395382,""
332,2021Q2,"",S08000020,"",S12000034,"",Elective Inpatients,"",947,2073,2.18901795142555,"",963,3296,3.42263759086189,""
333,2021Q3,"",S08000020,"",S12000034,"",Elective Inpatients,"",914,1913,2.09299781181619,"",929,3106,3.34337997847147,""
334,2021Q4,"",S08000020,"",S12000034,"",Elective Inpatients,"",854,1951,2.28454332552693,"",873,3432,3.93127147766323,""
335,2022Q1,"",S08000020,"",S12000034,"",Elective Inpatients,"",896,1880,2.09821428571429,"",903,3233,3.58028792912514,""
336,2022Q2,p,S08000020,"",S12000034,"",Elective Inpatients,"",1052,2396,2.27756653992395,"",1066,4028,3.77861163227017,""
337,2017Q2,"",S08000020,"",S12000020,"",Elective Inpatients,"",634,1719,2.71135646687697,"",635,2431,3.82834645669291,""
338,2017Q3,"",S08000020,"",S12000020,"",Elective Inpatients,"",596,1550,2.6006711409396,"",597,2417,4.04857621440536,""
339,2017Q4,"",S08000020,"",S12000020,"",Elective Inpatients,"",623,1596,2.56179775280899,"",630,2442,3.87619047619048,""
340,2018Q1,"",S08000020,"",S12000020,"",Elective Inpatients,"",517,1243,2.40425531914894,"",522,2214,4.24137931034483,""
341,2018Q2,"",S08000020,"",S12000020,"",Elective Inpatients,"",653,1543,2.36294027565084,"",655,2240,3.41984732824427,""
342,2018Q3,"",S08000020,"",S12000020,"",Elective Inpatients,"",563,1261,2.23978685612789,"",572,2057,3.59615384615385,""
343,2018Q4,"",S08000020,"",S12000020,"",Elective Inpatients,"",578,1254,2.16955017301038,"",586,1986,3.38907849829352,""
344,2019Q1,"",S08000020,"",S12000020,"",Elective Inpatients,"",524,1191,2.27290076335878,"",528,1992,3.77272727272727,""
345,2019Q2,"",S08000020,"",S12000020,"",Elective Inpatients,"",631,1178,1.86687797147385,"",625,1851,2.9616,""
346,2019Q3,"",S08000020,"",S12000020,"",Elective Inpatients,"",546,1136,2.08058608058608,"",555,1894,3.41261261261261,""
347,2019Q4,"",S08000020,"",S12000020,"",Elective Inpatients,"",510,992,1.94509803921569,"",530,1846,3.48301886792453,""
348,2020Q1,"",S08000020,"",S12000020,"",Elective Inpatients,"",455,834,1.83296703296703,"",465,1747,3.75698924731183,""
349,2020Q2,"",S08000020,"",S12000020,"",Elective Inpatients,"",245,482,1.96734693877551,"",250,755,3.02,""
350,2020Q3,"",S08000020,"",S12000020,"",Elective Inpatients,"",368,556,1.51086956521739,"",370,977,2.64054054054054,""
351,2020Q4,"",S08000020,"",S12000020,"",Elective Inpatients,"",447,1008,2.25503355704698,"",460,1577,3.42826086956522,""
352,2021Q1,"",S08000020,"",S12000020,"",Elective Inpatients,"",265,593,2.2377358490566,"",270,820,3.03703703703704,""
353,2021Q2,"",S08000020,"",S12000020,"",Elective Inpatients,"",316,767,2.42721518987342,"",320,1221,3.815625,""
354,2021Q3,"",S08000020,"",S12000020,"",Elective Inpatients,"",358,745,2.08100558659218,"",369,1444,3.91327913279133,""
355,2021Q4,"",S08000020,"",S12000020,"",Elective Inpatients,"",299,643,2.1505016722408,"",305,1231,4.03606557377049,""
356,2022Q1,"",S08000020,"",S12000020,"",Elective Inpatients,"",330,821,2.48787878787879,"",337,1337,3.9673590504451,""
357,2022Q2,p,S08000020,"",S12000020,"",Elective Inpatients,"",394,866,2.19796954314721,"",395,1441,3.64810126582278,""
358,2017Q2,"",S08000020,"",S08000020,d,Elective Inpatients,"",3346,8220,2.4566646742379,"",3368,12826,3.80819477434679,""
359,2017Q3,"",S08000020,"",S08000020,d,Elective Inpatients,"",3162,7711,2.43864642631246,"",3189,12565,3.9401066164942,""
360,2017Q4,"",S08000020,"",S08000020,d,Elective Inpatients,"",3056,7265,2.37729057591623,"",3076,11628,3.78023407022107,""
361,2018Q1,"",S08000020,"",S08000020,d,Elective Inpatients,"",2653,6235,2.35016961929891,"",2666,10978,4.11777944486122,""
362,2018Q2,"",S08000020,"",S08000020,d,Elective Inpatients,"",3151,7434,2.3592510314186,"",3155,11474,3.63676703645008,""
363,2018Q3,"",S08000020,"",S08000020,d,Elective Inpatients,"",2980,6584,2.20939597315436,"",3001,10853,3.6164611796068,""
364,2018Q4,"",S08000020,"",S08000020,d,Elective Inpatients,"",3121,6909,2.21371355334829,"",3172,11729,3.69766708701135,""
365,2019Q1,"",S08000020,"",S08000020,d,Elective Inpatients,"",2893,6527,2.25613549948151,"",2876,10012,3.48122392211405,""
366,2019Q2,"",S08000020,"",S08000020,d,Elective Inpatients,"",3103,6814,2.19593941347083,"",3110,10832,3.48295819935691,""
367,2019Q3,"",S08000020,"",S08000020,d,Elective Inpatients,"",3123,6771,2.16810758885687,"",3156,11446,3.62674271229404,""
368,2019Q4,"",S08000020,"",S08000020,d,Elective Inpatients,"",2896,5810,2.00621546961326,"",2966,9626,3.24544841537424,""
369,2020Q1,"",S08000020,"",S08000020,d,Elective Inpatients,"",2554,5268,2.06264682850431,"",2596,8970,3.45531587057011,""
370,2020Q2,"",S08000020,"",S08000020,d,Elective Inpatients,"",1260,2767,2.19603174603175,"",1260,4399,3.49126984126984,""
371,2020Q3,"",S08000020,"",S08000020,d,Elective Inpatients,"",1820,3744,2.05714285714286,"",1851,6416,3.46623446785521,""
372,2020Q4,"",S08000020,"",S08000020,d,Elective Inpatients,"",2094,4790,2.28748806112703,"",2142,7577,3.53734827264239,""
373,2021Q1,"",S08000020,"",S08000020,d,Elective Inpatients,"",1523,3433,2.25410374261326,"",1534,5653,3.6851368970013,""
