Time_period,Geography_Level,Area_name,Specialty,Quarterly_available_staffed_bed_days,Quarterly_occupied_bed_days,Daily_average_available_staffed_beds,Daily_average_occupied_beds,Percentage_occupancy
Jan - Mar-20,National Waiting Times Centre,Golden Jubilee National Hospital,General Surgery,55,55,0.6,0.6,100
Jan - Mar-20,National Waiting Times Centre,National Waiting Times Centre,General Surgery,55,55,0.6,0.6,100
Apr - Jun-20,National Waiting Times Centre,Golden Jubilee National Hospital,General Surgery,804,111,8.8,1.2,13.8
Apr - Jun-20,National Waiting Times Centre,National Waiting Times Centre,General Surgery,804,111,8.8,1.2,13.8
Jul - Sep-20,National Waiting Times Centre,Golden Jubilee National Hospital,General Surgery,1022,145,11.1,1.6,14.2
Jul - Sep-20,National Waiting Times Centre,National Waiting Times Centre,General Surgery,1022,145,11.1,1.6,14.2
Oct - Dec-20,National Waiting Times Centre,Golden Jubilee National Hospital,General Surgery,67,67,0.7,0.7,100
Oct - Dec-20,National Waiting Times Centre,National Waiting Times Centre,General Surgery,67,67,0.7,0.7,100
Jan - Mar-21,National Waiting Times Centre,Golden Jubilee National Hospital,General Surgery,154,154,1.7,1.7,100
Jan - Mar-21,National Waiting Times Centre,National Waiting Times Centre,General Surgery,154,154,1.7,1.7,100
Apr - Jun-21,National Waiting Times Centre,Golden Jubilee National Hospital,General Surgery,1001,33,11,0.4,3.3
Apr - Jun-21,National Waiting Times Centre,National Waiting Times Centre,General Surgery,1001,33,11,0.4,3.3
Jul - Sep-21,National Waiting Times Centre,Golden Jubilee National Hospital,General Surgery,1336,328,14.5,3.6,24.6
Jul - Sep-21,National Waiting Times Centre,National Waiting Times Centre,General Surgery,1336,328,14.5,3.6,24.6
Oct - Dec-21,National Waiting Times Centre,Golden Jubilee National Hospital,General Surgery,1632,427,17.7,4.6,26.2
Oct - Dec-21,National Waiting Times Centre,National Waiting Times Centre,General Surgery,1632,427,17.7,4.6,26.2
Jan - Mar-22,National Waiting Times Centre,Golden Jubilee National Hospital,General Surgery,1439,533,16,5.9,37
Jan - Mar-22,National Waiting Times Centre,National Waiting Times Centre,General Surgery,1439,533,16,5.9,37
Apr - Jun-22,National Waiting Times Centre,Golden Jubilee National Hospital,General Surgery,1434,357,15.8,3.9,24.9
Apr - Jun-22,National Waiting Times Centre,National Waiting Times Centre,General Surgery,1434,357,15.8,3.9,24.9
Apr - Jun-20,National Waiting Times Centre,Golden Jubilee National Hospital,Gynaecology,51,51,0.6,0.6,100
Apr - Jun-20,National Waiting Times Centre,National Waiting Times Centre,Gynaecology,51,51,0.6,0.6,100
Jul - Sep-20,National Waiting Times Centre,Golden Jubilee National Hospital,Gynaecology,82,82,0.9,0.9,100
Jul - Sep-20,National Waiting Times Centre,National Waiting Times Centre,Gynaecology,82,82,0.9,0.9,100
Oct - Dec-20,National Waiting Times Centre,Golden Jubilee National Hospital,Gynaecology,91,91,1,1,100
Oct - Dec-20,National Waiting Times Centre,National Waiting Times Centre,Gynaecology,91,91,1,1,100
Jan - Mar-21,National Waiting Times Centre,Golden Jubilee National Hospital,Gynaecology,83,83,0.9,0.9,100
Jan - Mar-21,National Waiting Times Centre,National Waiting Times Centre,Gynaecology,83,83,0.9,0.9,100
Apr - Jun-21,National Waiting Times Centre,Golden Jubilee National Hospital,Gynaecology,79,79,0.9,0.9,100
Apr - Jun-21,National Waiting Times Centre,National Waiting Times Centre,Gynaecology,79,79,0.9,0.9,100
Jul - Sep-21,National Waiting Times Centre,Golden Jubilee National Hospital,Gynaecology,32,32,0.3,0.3,100
Jul - Sep-21,National Waiting Times Centre,National Waiting Times Centre,Gynaecology,32,32,0.3,0.3,100
Apr - Jun-17,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,2697,2400,29.6,26.4,89
Apr - Jun-17,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,2697,2400,29.6,26.4,89
Jul - Sep-17,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,2636,2292,28.7,24.9,86.9
Jul - Sep-17,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,2636,2292,28.7,24.9,86.9
Oct - Dec-17,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,2769,2446,30.1,26.6,88.3
Oct - Dec-17,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,2769,2446,30.1,26.6,88.3
Jan - Mar-18,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,2554,2209,28.4,24.5,86.5
Jan - Mar-18,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,2554,2209,28.4,24.5,86.5
Apr - Jun-18,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,2748,2468,30.2,27.1,89.8
Apr - Jun-18,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,2748,2468,30.2,27.1,89.8
Jul - Sep-18,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,2886,2554,31.4,27.8,88.5
Jul - Sep-18,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,2886,2554,31.4,27.8,88.5
Oct - Dec-18,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,3078,2732,33.5,29.7,88.8
Oct - Dec-18,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,3078,2732,33.5,29.7,88.8
Jan - Mar-19,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,2942,2668,32.7,29.6,90.7
Jan - Mar-19,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,2942,2668,32.7,29.6,90.7
Apr - Jun-19,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,2776,2502,30.5,27.5,90.1
Apr - Jun-19,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,2776,2502,30.5,27.5,90.1
Jul - Sep-19,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,2874,2486,31.2,27,86.5
Jul - Sep-19,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,2874,2486,31.2,27,86.5
Oct - Dec-19,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,2731,2416,29.7,26.3,88.5
Oct - Dec-19,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,2731,2416,29.7,26.3,88.5
Jan - Mar-20,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,2836,2392,31.2,26.3,84.3
Jan - Mar-20,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,2836,2392,31.2,26.3,84.3
Apr - Jun-20,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,4547,3326,50,36.5,73.1
Apr - Jun-20,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,4547,3326,50,36.5,73.1
Jul - Sep-20,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,4227,3126,45.9,34,74
Jul - Sep-20,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,4227,3126,45.9,34,74
Oct - Dec-20,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,3771,2649,41,28.8,70.2
Oct - Dec-20,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,3771,2649,41,28.8,70.2
Jan - Mar-21,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,4396,3198,48.8,35.5,72.7
Jan - Mar-21,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,4396,3198,48.8,35.5,72.7
Apr - Jun-21,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,3587,3305,39.4,36.3,92.1
Apr - Jun-21,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,3587,3305,39.4,36.3,92.1
Jul - Sep-21,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,3809,3323,41.4,36.1,87.2
Jul - Sep-21,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,3809,3323,41.4,36.1,87.2
Oct - Dec-21,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,4664,3880,50.7,42.2,83.2
Oct - Dec-21,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,4664,3880,50.7,42.2,83.2
Jan - Mar-22,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,4733,3889,52.6,43.2,82.2
Jan - Mar-22,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,4733,3889,52.6,43.2,82.2
Apr - Jun-22,National Waiting Times Centre,Golden Jubilee National Hospital,Medical Grouping,3962,3449,43.5,37.9,87.1
Apr - Jun-22,National Waiting Times Centre,National Waiting Times Centre,Medical Grouping,3962,3449,43.5,37.9,87.1
Apr - Jun-18,National Waiting Times Centre,Golden Jubilee National Hospital,Ophthalmology,1,1,0,0,100
Apr - Jun-18,National Waiting Times Centre,National Waiting Times Centre,Ophthalmology,1,1,0,0,100
Jul - Sep-18,National Waiting Times Centre,Golden Jubilee National Hospital,Ophthalmology,2,2,0,0,100
Jul - Sep-18,National Waiting Times Centre,National Waiting Times Centre,Ophthalmology,2,2,0,0,100
Jan - Mar-21,National Waiting Times Centre,Golden Jubilee National Hospital,Oral Surgery,7,7,0.1,0.1,100
Jan - Mar-21,National Waiting Times Centre,National Waiting Times Centre,Oral Surgery,7,7,0.1,0.1,100
Apr - Jun-21,National Waiting Times Centre,Golden Jubilee National Hospital,Oral Surgery,2,2,0,0,100
Apr - Jun-21,National Waiting Times Centre,National Waiting Times Centre,Oral Surgery,2,2,0,0,100
Jul - Sep-21,National Waiting Times Centre,Golden Jubilee National Hospital,Oral Surgery,2,2,0,0,100
Jul - Sep-21,National Waiting Times Centre,National Waiting Times Centre,Oral Surgery,2,2,0,0,100
Oct - Dec-21,National Waiting Times Centre,Golden Jubilee National Hospital,Oral Surgery,2,2,0,0,100
Oct - Dec-21,National Waiting Times Centre,National Waiting Times Centre,Oral Surgery,2,2,0,0,100
Apr - Jun-17,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,9,9,0.1,0.1,100
Apr - Jun-17,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,9,9,0.1,0.1,100
Jul - Sep-17,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,11,11,0.1,0.1,100
Jul - Sep-17,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,11,11,0.1,0.1,100
Oct - Dec-17,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,10,10,0.1,0.1,100
Oct - Dec-17,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,10,10,0.1,0.1,100
Jan - Mar-18,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,12,12,0.1,0.1,100
Jan - Mar-18,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,12,12,0.1,0.1,100
Apr - Jun-18,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,9,9,0.1,0.1,100
Apr - Jun-18,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,9,9,0.1,0.1,100
Jul - Sep-18,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,4,4,0,0,100
Jul - Sep-18,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,4,4,0,0,100
Oct - Dec-18,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,1,1,0,0,100
Oct - Dec-18,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,1,1,0,0,100
Apr - Jun-20,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,3,3,0,0,100
Apr - Jun-20,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,3,3,0,0,100
Jul - Sep-20,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,5,5,0.1,0.1,100
Jul - Sep-20,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,5,5,0.1,0.1,100
Jan - Mar-21,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,16,16,0.2,0.2,100
Jan - Mar-21,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,16,16,0.2,0.2,100
Apr - Jun-21,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,6,6,0.1,0.1,100
Apr - Jun-21,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,6,6,0.1,0.1,100
Oct - Dec-21,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,5,5,0.1,0.1,100
Oct - Dec-21,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,5,5,0.1,0.1,100
Jan - Mar-22,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,7,7,0.1,0.1,100
Jan - Mar-22,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,7,7,0.1,0.1,100
Apr - Jun-22,National Waiting Times Centre,Golden Jubilee National Hospital,Plastic Surgery,9,9,0.1,0.1,100
Apr - Jun-22,National Waiting Times Centre,National Waiting Times Centre,Plastic Surgery,9,9,0.1,0.1,100
Apr - Jun-17,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,136,132,1.5,1.5,97.1
Apr - Jun-17,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,136,132,1.5,1.5,97.1
Jul - Sep-17,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,144,144,1.6,1.6,100
Jul - Sep-17,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,144,144,1.6,1.6,100
Oct - Dec-17,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,134,134,1.5,1.5,100
Oct - Dec-17,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,134,134,1.5,1.5,100
Jan - Mar-18,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,159,159,1.8,1.8,100
Jan - Mar-18,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,159,159,1.8,1.8,100
Apr - Jun-18,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,174,174,1.9,1.9,100
Apr - Jun-18,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,174,174,1.9,1.9,100
Jul - Sep-18,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,158,158,1.7,1.7,100
Jul - Sep-18,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,158,158,1.7,1.7,100
Oct - Dec-18,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,158,158,1.7,1.7,100
Oct - Dec-18,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,158,158,1.7,1.7,100
Jan - Mar-19,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,185,185,2.1,2.1,100
Jan - Mar-19,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,185,185,2.1,2.1,100
Apr - Jun-19,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,139,139,1.5,1.5,100
Apr - Jun-19,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,139,139,1.5,1.5,100
Jul - Sep-19,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,134,134,1.5,1.5,100
Jul - Sep-19,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,134,134,1.5,1.5,100
Oct - Dec-19,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,140,140,1.5,1.5,100
Oct - Dec-19,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,140,140,1.5,1.5,100
Jan - Mar-20,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,144,144,1.6,1.6,100
Jan - Mar-20,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,144,144,1.6,1.6,100
Apr - Jun-20,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,32,32,0.4,0.4,100
Apr - Jun-20,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,32,32,0.4,0.4,100
Jul - Sep-20,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,115,115,1.3,1.3,100
Jul - Sep-20,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,115,115,1.3,1.3,100
Oct - Dec-20,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,104,101,1.1,1.1,97.1
Oct - Dec-20,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,104,101,1.1,1.1,97.1
Jan - Mar-21,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,118,110,1.3,1.2,93.2
Jan - Mar-21,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,118,110,1.3,1.2,93.2
Apr - Jun-21,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,139,139,1.5,1.5,100
Apr - Jun-21,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,139,139,1.5,1.5,100
Jul - Sep-21,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,127,127,1.4,1.4,100
Jul - Sep-21,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,127,127,1.4,1.4,100
Oct - Dec-21,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,131,131,1.4,1.4,100
Oct - Dec-21,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,131,131,1.4,1.4,100
Jan - Mar-22,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,119,119,1.3,1.3,100
Jan - Mar-22,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,119,119,1.3,1.3,100
Apr - Jun-22,National Waiting Times Centre,Golden Jubilee National Hospital,Respiratory Medicine,154,154,1.7,1.7,100
Apr - Jun-22,National Waiting Times Centre,National Waiting Times Centre,Respiratory Medicine,154,154,1.7,1.7,100
Apr - Jun-17,National Waiting Times Centre,Golden Jubilee National Hospital,Surgery Grouping,12907,9214,141.8,101.3,71.4
Apr - Jun-17,National Waiting Times Centre,National Waiting Times Centre,Surgery Grouping,12907,9214,141.8,101.3,71.4
Jul - Sep-17,National Waiting Times Centre,Golden Jubilee National Hospital,Surgery Grouping,12790,9366,139,101.8,73.2
