"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","NumberSeen","NumberSeenQF","WaitedOver12Weeks","WaitedOver12WeeksQF","Median","MedianQF","90thPercentile","90thPercentileQF"
"20161231","S08000025",,"New Outpatient","Z9","d",891,,182,,28,,160,
"20171231","S08000025",,"New Outpatient","Z9","d",1102,,272,,37,,224.9,
"20181231","S08000025",,"New Outpatient","Z9","d",993,,226,,28,,160.6,
"20191231","S08000025",,"New Outpatient","Z9","d",1276,,289,,33,,154,
"20201231","S08000025",,"New Outpatient","Z9","d",781,,249,,28,,239,
"20211231","S08000025",,"New Outpatient","Z9","d",1043,,294,,33,,245.6,
"20130630","S08000026",,"New Outpatient","Z9","d",1452,,168,,39,,89,
"20140630","S08000026",,"New Outpatient","Z9","d",1352,,59,,36,,77,
"20150630","S08000026",,"New Outpatient","Z9","d",1338,,118,,36.5,,82.3,
"20160630","S08000026",,"New Outpatient","Z9","d",1221,,144,,44,,91,
"20170630","S08000026",,"New Outpatient","Z9","d",1262,,295,,48,,206.300000000001,
"20180630","S08000026",,"New Outpatient","Z9","d",1222,,217,,37,,137,
"20190630","S08000026",,"New Outpatient","Z9","d",1276,,253,,37,,146,
"20200630","S08000026",,"New Outpatient","Z9","d",396,,107,,19,,120,
"20210630","S08000026",,"New Outpatient","Z9","d",1193,,181,,31,,122,
"20220630","S08000026",,"New Outpatient","Z9","d",1175,,207,,34,,107.6,
"20130930","S08000026",,"New Outpatient","Z9","d",1470,,132,,36,,83,
"20140930","S08000026",,"New Outpatient","Z9","d",1461,,112,,34,,82,
"20150930","S08000026",,"New Outpatient","Z9","d",1449,,149,,35,,85,
"20160930","S08000026",,"New Outpatient","Z9","d",1228,,223,,44,,122,
"20170930","S08000026",,"New Outpatient","Z9","d",1298,,322,,48,,165,
"20180930","S08000026",,"New Outpatient","Z9","d",1199,,276,,46,,159.2,
"20190930","S08000026",,"New Outpatient","Z9","d",1176,,201,,40,,116,
"20200930","S08000026",,"New Outpatient","Z9","d",759,,171,,28,,160,
"20210930","S08000026",,"New Outpatient","Z9","d",1286,,318,,42,,183.5,
"20220930","S08000026",,"New Outpatient","Z9","d",1312,,314,,42,,127.9,
"20130331","S08000026",,"New Outpatient","Z9","d",1158,,97,,34,,83,
"20140331","S08000026",,"New Outpatient","Z9","d",1380,,93,,40.5,,82.1000000000001,
"20150331","S08000026",,"New Outpatient","Z9","d",1106,,130,,35,,95.5,
"20160331","S08000026",,"New Outpatient","Z9","d",1227,,231,,39,,113.4,
"20170331","S08000026",,"New Outpatient","Z9","d",1041,,245,,42,,117,
"20180331","S08000026",,"New Outpatient","Z9","d",1061,,209,,38,,126,
"20190331","S08000026",,"New Outpatient","Z9","d",1150,,258,,38.5,,176.3,
"20200331","S08000026",,"New Outpatient","Z9","d",1037,,84,,31,,79,
"20210331","S08000026",,"New Outpatient","Z9","d",1072,,264,,36,,321.599999999999,
"20220331","S08000026",,"New Outpatient","Z9","d",1153,,221,,37,,108,
"20121231","S08000026",,"New Outpatient","Z9","d",1299,,14,,35,,74,
"20131231","S08000026",,"New Outpatient","Z9","d",1236,,156,,35.5,,92.5,
"20141231","S08000026",,"New Outpatient","Z9","d",1228,,121,,38,,84,
"20151231","S08000026",,"New Outpatient","Z9","d",1237,,214,,38,,106,
"20161231","S08000026",,"New Outpatient","Z9","d",1232,,216,,42,,119.8,
"20171231","S08000026",,"New Outpatient","Z9","d",1097,,270,,36,,131.8,
"20181231","S08000026",,"New Outpatient","Z9","d",1265,,275,,39,,200,
"20191231","S08000026",,"New Outpatient","Z9","d",1286,,218,,36,,109,
"20201231","S08000026",,"New Outpatient","Z9","d",988,,135,,26,,132,
"20211231","S08000026",,"New Outpatient","Z9","d",1146,,192,,35,,112,
"20130630","S08000028",,"New Outpatient","Z9","d",1538,,119,,31,,82,
"20140630","S08000028",,"New Outpatient","Z9","d",1955,,247,,34,,94.6000000000001,
"20150630","S08000028",,"New Outpatient","Z9","d",1937,,171,,32,,81,
"20160630","S08000028",,"New Outpatient","Z9","d",1762,,186,,31,,86,
"20170630","S08000028",,"New Outpatient","Z9","d",1542,,223,,27,,96,
"20180630","S08000028",,"New Outpatient","Z9","d",1433,,170,,26,,92,
"20190630","S08000028",,"New Outpatient","Z9","d",1767,,231,,32,,89,
"20200630","S08000028",,"New Outpatient","Z9","d",470,,106,,20,,115,
"20210630","S08000028",,"New Outpatient","Z9","d",1555,,300,,22,,133.6,
"20220630","S08000028",,"New Outpatient","Z9","d",1589,,218,,25,,100,
"20130930","S08000028",,"New Outpatient","Z9","d",1702,,154,,25,,82,
"20140930","S08000028",,"New Outpatient","Z9","d",1895,,133,,32,,79,
"20150930","S08000028",,"New Outpatient","Z9","d",1699,,166,,32,,84,
"20160930","S08000028",,"New Outpatient","Z9","d",1830,,260,,33,,93,
"20170930","S08000028",,"New Outpatient","Z9","d",1621,,416,,40,,118,
"20180930","S08000028",,"New Outpatient","Z9","d",1553,,415,,35,,134,
"20190930","S08000028",,"New Outpatient","Z9","d",1785,,172,,25,,84,
"20200930","S08000028",,"New Outpatient","Z9","d",1042,,220,,27,,167.9,
"20210930","S08000028",,"New Outpatient","Z9","d",1554,,205,,23,,102,
"20220930","S08000028",,"New Outpatient","Z9","d",1496,,230,,33,,105,
"20130331","S08000028",,"New Outpatient","Z9","d",1471,,234,,35,,104,
"20140331","S08000028",,"New Outpatient","Z9","d",1774,,284,,30,,116.7,
"20150331","S08000028",,"New Outpatient","Z9","d",1772,,210,,35,,89,
"20160331","S08000028",,"New Outpatient","Z9","d",1864,,310,,36,,115,
"20170331","S08000028",,"New Outpatient","Z9","d",1595,,131,,27,,79,
"20180331","S08000028",,"New Outpatient","Z9","d",1636,,263,,34,,99.5,
"20190331","S08000028",,"New Outpatient","Z9","d",1545,,317,,42,,109.6,
"20200331","S08000028",,"New Outpatient","Z9","d",1732,,239,,28,,102,
"20210331","S08000028",,"New Outpatient","Z9","d",1331,,314,,27,,149,
"20220331","S08000028",,"New Outpatient","Z9","d",1396,,172,,23,,100,
"20121231","S08000028",,"New Outpatient","Z9","d",1476,,122,,29,,78,
"20131231","S08000028",,"New Outpatient","Z9","d",1687,,177,,24,,89.4000000000001,
"20141231","S08000028",,"New Outpatient","Z9","d",1614,,122,,32,,79,
"20151231","S08000028",,"New Outpatient","Z9","d",1708,,268,,35,,103,
"20161231","S08000028",,"New Outpatient","Z9","d",1683,,174,,33,,86,
"20171231","S08000028",,"New Outpatient","Z9","d",1521,,288,,35,,106,
"20181231","S08000028",,"New Outpatient","Z9","d",1640,,373,,31,,122,
"20191231","S08000028",,"New Outpatient","Z9","d",1774,,327,,27,,113,
"20201231","S08000028",,"New Outpatient","Z9","d",1153,,239,,26,,242.4,
"20211231","S08000028",,"New Outpatient","Z9","d",1621,,138,,21,,79,
"20130630","S08000029",,"New Outpatient","Z9","d",21695,,2173,,35,,85,
"20140630","S08000029",,"New Outpatient","Z9","d",20541,,3285,,41,,95,
"20150630","S08000029",,"New Outpatient","Z9","d",21716,,3795,,41,,106,
"20160630","S08000029",,"New Outpatient","Z9","d",22280,,1631,,31,,83,
"20170630","S08000029",,"New Outpatient","Z9","d",19384,,2272,,35,,90,
"20180630","S08000029",,"New Outpatient","Z9","d",23666,,2719,,36,,90,
"20190630","S08000029",,"New Outpatient","Z9","d",22980,,2118,,36,,84,
"20200630","S08000029",,"New Outpatient","Z9","d",6321,,907,,16,,104,
"20210630","S08000029",,"New Outpatient","Z9","d",18666,,6217,,36,,255,
"20220630","S08000029",,"New Outpatient","Z9","d",18369,,4969,,31,,239,
"20130930","S08000029",,"New Outpatient","Z9","d",21586,,2426,,37,,87,
"20140930","S08000029",,"New Outpatient","Z9","d",20552,,4188,,42,,102,
"20150930","S08000029",,"New Outpatient","Z9","d",22126,,3819,,38,,113,
"20160930","S08000029",,"New Outpatient","Z9","d",21030,,2205,,35,,85,
"20170930","S08000029",,"New Outpatient","Z9","d",23122,,2824,,41,,89,
"20180930","S08000029",,"New Outpatient","Z9","d",23335,,3332,,39,,97,
"20190930","S08000029",,"New Outpatient","Z9","d",23624,,3171,,38,,90,
"20200930","S08000029",,"New Outpatient","Z9","d",11235,,2860,,20,,197,
"20210930","S08000029",,"New Outpatient","Z9","d",19632,,6120,,40,,215,
"20220930","S08000029",,"New Outpatient","Z9","d",18824,,5345,,34,,254,
"20130331","S08000029",,"New Outpatient","Z9","d",20612,,2573,,34,,91,
"20140331","S08000029",,"New Outpatient","Z9","d",19819,,2280,,40,,88,
"20150331","S08000029",,"New Outpatient","Z9","d",21792,,5254,,42,,119,
"20160331","S08000029",,"New Outpatient","Z9","d",21648,,2343,,31,,87,
"20170331","S08000029",,"New Outpatient","Z9","d",19311,,2116,,36,,87,
"20180331","S08000029",,"New Outpatient","Z9","d",22723,,2947,,40,,91,
"20190331","S08000029",,"New Outpatient","Z9","d",23497,,3626,,37,,96,
"20200331","S08000029",,"New Outpatient","Z9","d",20671,,3547,,40,,94,
"20210331","S08000029",,"New Outpatient","Z9","d",13514,,3408,,24,,187,
"20220331","S08000029",,"New Outpatient","Z9","d",18457,,5356,,30,,225,
"20121231","S08000029",,"New Outpatient","Z9","d",20876,,1838,,32,,83,
"20131231","S08000029",,"New Outpatient","Z9","d",21446,,2144,,37,,84,
"20141231","S08000029",,"New Outpatient","Z9","d",21408,,4472,,41,,116,
"20151231","S08000029",,"New Outpatient","Z9","d",22375,,4564,,36,,122,
"20161231","S08000029",,"New Outpatient","Z9","d",19223,,2070,,36,,86,
"20171231","S08000029",,"New Outpatient","Z9","d",23070,,2538,,38,,87,
"20181231","S08000029",,"New Outpatient","Z9","d",22735,,2965,,37,,91,
"20191231","S08000029",,"New Outpatient","Z9","d",22088,,3890,,41,,97,
"20201231","S08000029",,"New Outpatient","Z9","d",15014,,4292,,28,,246,
"20211231","S08000029",,"New Outpatient","Z9","d",18952,,6302,,37,,214,
"20130630","S08000030",,"New Outpatient","Z9","d",33241,,1766,,32,,79,
"20140630","S08000030",,"New Outpatient","Z9","d",34128,,2330,,34,,82,
"20150630","S08000030",,"New Outpatient","Z9","d",32269,,3382,,33,,86,
"20160630","S08000030",,"New Outpatient","Z9","d",32087,,4684,,34,,96,
"20170630","S08000030",,"New Outpatient","Z9","d",,":",,":",,":",,":"
"20180630","S08000030",,"New Outpatient","Z9","d",,":",,":",,":",,":"
"20190630","S08000030",,"New Outpatient","Z9","d",31709,,8343,,35,,190,
"20200630","S08000030",,"New Outpatient","Z9","d",14251,,4306,,20,,175,
"20210630","S08000030",,"New Outpatient","Z9","d",25004,,5286,,29,,196,
"20220630","S08000030",,"New Outpatient","Z9","d",25469,,5560,,31,,169,
"20130930","S08000030",,"New Outpatient","Z9","d",33792,,2232,,33,,82,
"20140930","S08000030",,"New Outpatient","Z9","d",33564,,3682,,35,,86,
"20150930","S08000030",,"New Outpatient","Z9","d",32563,,5047,,36,,111,
"20160930","S08000030",,"New Outpatient","Z9","d",31394,,5504,,35,,111,
"20170930","S08000030",,"New Outpatient","Z9","d",,":",,":",,":",,":"
"20180930","S08000030",,"New Outpatient","Z9","d",,":",,":",,":",,":"
"20190930","S08000030",,"New Outpatient","Z9","d",32096,,9614,,37,,209,
"20200930","S08000030",,"New Outpatient","Z9","d",19212,,4900,,17,,198,
"20210930","S08000030",,"New Outpatient","Z9","d",22388,,4591,,32,,148,
"20220930","S08000030",,"New Outpatient","Z9","d",22867,,6052,,35,,183,
"20130331","S08000030",,"New Outpatient","Z9","d",33196,,2053,,34,,81,
"20140331","S08000030",,"New Outpatient","Z9","d",34814,,2227,,33,,82,
"20150331","S08000030",,"New Outpatient","Z9","d",32698,,4338,,35,,94,
"20160331","S08000030",,"New Outpatient","Z9","d",33960,,5783,,36,,106,
"20170331","S08000030",,"New Outpatient","Z9","d",32273,,6335,,37,,122,
"20180331","S08000030",,"New Outpatient","Z9","d",,":",,":",,":",,":"
"20190331","S08000030",,"New Outpatient","Z9","d",32093,,8608,,35,,194,
"20200331","S08000030",,"New Outpatient","Z9","d",28719,,8887,,37,,186,
"20210331","S08000030",,"New Outpatient","Z9","d",22000,,6134,,30,,238,
"20220331","S08000030",,"New Outpatient","Z9","d",26245,,6329,,35,,169,
"20121231","S08000030",,"New Outpatient","Z9","d",33060,,2050,,34,,82,
"20131231","S08000030",,"New Outpatient","Z9","d",33266,,2157,,34,,82,
"20141231","S08000030",,"New Outpatient","Z9","d",32693,,3856,,34,,90,
"20151231","S08000030",,"New Outpatient","Z9","d",33570,,6573,,37,,121,
"20161231","S08000030",,"New Outpatient","Z9","d",30936,,6422,,37,,128,
"20171231","S08000030",,"New Outpatient","Z9","d",,":",,":",,":",,":"
"20181231","S08000030",,"New Outpatient","Z9","d",,":",,":",,":",,":"
"20191231","S08000030",,"New Outpatient","Z9","d",32214,,9967,,40,,209,
"20201231","S08000030",,"New Outpatient","Z9","d",21863,,5110,,26,,271.799999999999,
"20211231","S08000030",,"New Outpatient","Z9","d",24331,,6060,,35,,164,
"20130630","S08000031",,"New Outpatient","Z9","d",86679,,9,,40,,69,
"20140630","S08000031",,"New Outpatient","Z9","d",103401,,189,,44,,70,
"20150630","S08000031",,"New Outpatient","Z9","d",99649,,718,,45,,74,
"20160630","S08000031",,"New Outpatient","Z9","d",101066,,2869,,45,,77,
"20170630","S08000031",,"New Outpatient","Z9","d",91618,,16179,,44,,115,
"20180630","S08000031",,"New Outpatient","Z9","d",100975,,21683,,42,,158,
"20190630","S08000031",,"New Outpatient","Z9","d",94111,,16886,,38,,162,
"20200630","S08000031",,"New Outpatient","Z9","d",32544,,6959,,13,,132,
"20210630","S08000031",,"New Outpatient","Z9","d",70730,,18158,,30,,238,
"20220630","S08000031",,"New Outpatient","Z9","d",79559,,26039,,41,,305,
"20130930","S08000031",,"New Outpatient","Z9","d",93677,,56,,44,,70,
"20140930","S08000031",,"New Outpatient","Z9","d",104185,,835,,48,,73,
"20150930","S08000031",,"New Outpatient","Z9","d",101209,,2082,,50,,78,
"20160930","S08000031",,"New Outpatient","Z9","d",100366,,9031,,52,,84,
"20170930","S08000031",,"New Outpatient","Z9","d",94363,,22717,,47,,139,
"20180930","S08000031",,"New Outpatient","Z9","d",95986,,21031,,43,,150,
"20190930","S08000031",,"New Outpatient","Z9","d",96008,,19737,,42,,161,
"20200930","S08000031",,"New Outpatient","Z9","d",50468,,12856,,18,,194,
"20210930","S08000031",,"New Outpatient","Z9","d",74144,,22497,,38,,258,
"20220930","S08000031",,"New Outpatient","Z9","d",82697,,29660,,44,,323,
"20130331","S08000031",,"New Outpatient","Z9","d",85500,,6,,37,,69,
"20140331","S08000031",,"New Outpatient","Z9","d",102220,,105,,43,,70,
"20150331","S08000031",,"New Outpatient","Z9","d",101947,,932,,45,,75,
"20160331","S08000031",,"New Outpatient","Z9","d",104131,,4642,,47,,80,
"20170331","S08000031",,"New Outpatient","Z9","d",102045,,16438,,49,,112,
"20180331","S08000031",,"New Outpatient","Z9","d",96858,,22536,,43,,162,
"20190331","S08000031",,"New Outpatient","Z9","d",99165,,20068,,40,,162,
"20200331","S08000031",,"New Outpatient","Z9","d",87787,,17187,,38,,154,
"20210331","S08000031",,"New Outpatient","Z9","d",71430,,23283,,34,,343,
"20220331","S08000031",,"New Outpatient","Z9","d",83340,,29699,,43,,293,
"20121231","S08000031",,"New Outpatient","Z9","d",89834,,0,,39,,69,
"20131231","S08000031",,"New Outpatient","Z9","d",102083,,222,,45,,70,
"20141231","S08000031",,"New Outpatient","Z9","d",102769,,855,,46,,75,
"20151231","S08000031",,"New Outpatient","Z9","d",103790,,3329,,48,,79,
"20161231","S08000031",,"New Outpatient","Z9","d",100001,,11543,,50,,93,
"20171231","S08000031",,"New Outpatient","Z9","d",98541,,24509,,45,,153,
"20181231","S08000031",,"New Outpatient","Z9","d",99002,,20525,,41,,155,
"20191231","S08000031",,"New Outpatient","Z9","d",98405,,19133,,41,,160,
"20201231","S08000031",,"New Outpatient","Z9","d",63190,,18858,,28,,278,
"20211231","S08000031",,"New Outpatient","Z9","d",78438,,25700,,39,,266,
"20130630","S08000032",,"New Outpatient","Z9","d",32692,,1271,,48,,83,
"20140630","S08000032",,"New Outpatient","Z9","d",34327,,2408,,52,,84,
"20150630","S08000032",,"New Outpatient","Z9","d",32357,,5395,,50,,95,
"20160630","S08000032",,"New Outpatient","Z9","d",32794,,3202,,45,,84,
"20170630","S08000032",,"New Outpatient","Z9","d",29906,,7049,,44,,141,
"20180630","S08000032",,"New Outpatient","Z9","d",33012,,4887,,42,,104,
"20190630","S08000032",,"New Outpatient","Z9","d",36141,,4758,,38,,97,
"20200630","S08000032",,"New Outpatient","Z9","d",7876,,2264,,30,,125,
"20210630","S08000032",,"New Outpatient","Z9","d",24888,,6671,,37,,254,
"20220630","S08000032",,"New Outpatient","Z9","d",25269,,8645,,49,,252,
"20130930","S08000032",,"New Outpatient","Z9","d",33012,,2044,,55,,84,
"20140930","S08000032",,"New Outpatient","Z9","d",33899,,2961,,56,,84,
"20150930","S08000032",,"New Outpatient","Z9","d",32889,,5832,,55,,104,
"20160930","S08000032",,"New Outpatient","Z9","d",31217,,5506,,50,,105,
"20170930","S08000032",,"New Outpatient","Z9","d",31795,,9286,,50,,170,
"20180930","S08000032",,"New Outpatient","Z9","d",33760,,5929,,45,,120,
"20190930","S08000032",,"New Outpatient","Z9","d",36128,,5556,,42,,110,
"20200930","S08000032",,"New Outpatient","Z9","d",13097,,4018,,33,,183,
"20210930","S08000032",,"New Outpatient","Z9","d",26965,,10920,,57,,240,
"20220930","S08000032",,"New Outpatient","Z9","d",24791,,9072,,57,,262,
"20130331","S08000032",,"New Outpatient","Z9","d",31578,,1206,,49.5,,84,
"20140331","S08000032",,"New Outpatient","Z9","d",33853,,2834,,51,,84,
"20150331","S08000032",,"New Outpatient","Z9","d",33521,,4507,,53,,94,
"20160331","S08000032",,"New Outpatient","Z9","d",35619,,6294,,51,,105,
"20170331","S08000032",,"New Outpatient","Z9","d",35731,,11916,,61,,165,
"20180331","S08000032",,"New Outpatient","Z9","d",33621,,8117,,47,,159,
"20190331","S08000032",,"New Outpatient","Z9","d",36274,,7726,,41,,139,
"20200331","S08000032",,"New Outpatient","Z9","d",29057,,3507,,41,,89,
"20210331","S08000032",,"New Outpatient","Z9","d",24199,,6872,,37,,187,
"20220331","S08000032",,"New Outpatient","Z9","d",26925,,8862,,48,,226,
"20121231","S08000032",,"New Outpatient","Z9","d",33486,,2081,,52,,84,
"20131231","S08000032",,"New Outpatient","Z9","d",33329,,1525,,54,,84,
"20141231","S08000032",,"New Outpatient","Z9","d",34119,,2117,,54,,84,
"20151231","S08000032",,"New Outpatient","Z9","d",34776,,7157,,56,,117,
"20161231","S08000032",,"New Outpatient","Z9","d",30919,,7290,,50,,121,
"20171231","S08000032",,"New Outpatient","Z9","d",35730,,10349,,54,,169,
"20181231","S08000032",,"New Outpatient","Z9","d",34753,,6337,,42,,155,
"20191231","S08000032",,"New Outpatient","Z9","d",34763,,4610,,42,,96,
"20201231","S08000032",,"New Outpatient","Z9","d",23621,,8804,,50,,274,
"20211231","S08000032",,"New Outpatient","Z9","d",28724,,10137,,56,,215,
"20130630","SB0801",,"New Outpatient","Z9","d",448,,0,,20,,42,
"20140630","SB0801",,"New Outpatient","Z9","d",540,,0,,21,,46,
"20150630","SB0801",,"New Outpatient","Z9","d",457,,0,,19,,49,
"20160630","SB0801",,"New Outpatient","Z9","d",551,,0,,21,,52,
"20170630","SB0801",,"New Outpatient","Z9","d",533,,0,,25,,57,
"20180630","SB0801",,"New Outpatient","Z9","d",623,,0,,24,,51.8000000000001,
"20190630","SB0801",,"New Outpatient","Z9","d",601,,14,,28,,61,
"20200630","SB0801",,"New Outpatient","Z9","d",399,,49,,21,,114,
"20210630","SB0801",,"New Outpatient","Z9","d",640,,10,,14,,42,
"20220630","SB0801",,"New Outpatient","Z9","d",612,,21,,20,,56,
"20130930","SB0801",,"New Outpatient","Z9","d",490,,1,,20,,42,
"20140930","SB0801",,"New Outpatient","Z9","d",603,,0,,25,,54.8000000000001,
"20150930","SB0801",,"New Outpatient","Z9","d",529,,0,,21,,49,
"20160930","SB0801",,"New Outpatient","Z9","d",487,,0,,22,,54,
"20170930","SB0801",,"New Outpatient","Z9","d",537,,0,,26,,62,
"20180930","SB0801",,"New Outpatient","Z9","d",580,,1,,22,,57,
"20190930","SB0801",,"New Outpatient","Z9","d",612,,8,,26,,62.9,
"20200930","SB0801",,"New Outpatient","Z9","d",433,,55,,18,,101.6,
"20210930","SB0801",,"New Outpatient","Z9","d",556,,4,,16,,49,
"20220930","SB0801",,"New Outpatient","Z9","d",613,,22,,21,,62.8000000000001,
"20130331","SB0801",,"New Outpatient","Z9","d",530,,0,,21,,48,
"20140331","SB0801",,"New Outpatient","Z9","d",486,,0,,20,,39.5,
"20150331","SB0801",,"New Outpatient","Z9","d",509,,0,,20,,47,
"20160331","SB0801",,"New Outpatient","Z9","d",562,,0,,20.5,,50.9,
"20170331","SB0801",,"New Outpatient","Z9","d",461,,0,,27,,57,
"20180331","SB0801",,"New Outpatient","Z9","d",578,,0,,22,,53.3000000000001,
"20190331","SB0801",,"New Outpatient","Z9","d",647,,15,,22,,57,
