_id,WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
366,20200119,S08000030,"",All,d,Medical (incl. Cardiology & Cancer),"",616,627,-1.8
367,20200119,S08000030,"",All,d,Paediatrics (medical & surgical),"",149,141.5,5.3
368,20200119,S08000030,"",All,d,Paediatrics (medical),"",146,137,6.6
369,20200119,S08000030,"",All,d,Surgery,"",416,413,0.7
370,20200119,S08000031,"",All,d,Accident & Emergency,"",31,34,-8.8
371,20200119,S08000031,"",All,d,All,d,4082,4143,-1.5
372,20200119,S08000031,"",All,d,Cancer,"",91,85,7.1
373,20200119,S08000031,"",All,d,Cardiology,"",138,133,3.8
374,20200119,S08000031,"",All,d,Gynaecology,"",142,154.5,-8.1
375,20200119,S08000031,"",All,d,Medical (excl. Cardiology & Cancer),"",1955,2031,-3.7
376,20200119,S08000031,"",All,d,Medical (incl. Cardiology & Cancer),"",2184,2249,-2.9
377,20200119,S08000031,"",All,d,Paediatrics (medical & surgical),"",274,300.5,-8.8
378,20200119,S08000031,"",All,d,Paediatrics (medical),"",238,262.5,-9.3
379,20200119,S08000031,"",All,d,Paediatrics (surgical),"",36,38,-5.3
380,20200119,S08000031,"",All,d,Surgery,"",1445,1396.5,3.5
381,20200119,S08000031,"",All,d,NA,NA,6,7,-14.3
382,20200119,S08000032,"",All,d,Accident & Emergency,"",7,3.5,100
383,20200119,S08000032,"",All,d,All,d,1655,1708.5,-3.1
384,20200119,S08000032,"",All,d,Cardiology,"",75,82,-8.5
385,20200119,S08000032,"",All,d,Gynaecology,"",44,31,41.9
386,20200119,S08000032,"",All,d,Medical (excl. Cardiology & Cancer),"",872,912,-4.4
387,20200119,S08000032,"",All,d,Medical (incl. Cardiology & Cancer),"",947,994,-4.7
388,20200119,S08000032,"",All,d,Paediatrics (medical & surgical),"",186,231.5,-19.7
389,20200119,S08000032,"",All,d,Paediatrics (medical),"",186,231,-19.5
390,20200119,S08000032,"",All,d,Surgery,"",471,448.5,5
391,20200119,S92000003,d,All,d,Accident & Emergency,"",540,264.5,104.2
392,20200119,S92000003,d,All,d,All,d,15419,15528,-0.7
393,20200119,S92000003,d,All,d,Cancer,"",290,243,19.3
394,20200119,S92000003,d,All,d,Cardiology,"",498,516,-3.5
395,20200119,S92000003,d,All,d,Community,"",252,269.5,-6.5
396,20200119,S92000003,d,All,d,Gynaecology,"",428,410,4.4
397,20200119,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),"",7162,7480.5,-4.3
398,20200119,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),"",7950,8239.5,-3.5
399,20200119,S92000003,d,All,d,Paediatrics (medical & surgical),"",1329,1456.5,-8.8
400,20200119,S92000003,d,All,d,Paediatrics (medical),"",1256,1372.5,-8.5
401,20200119,S92000003,d,All,d,Paediatrics (surgical),"",73,84,-13.1
402,20200119,S92000003,d,All,d,Surgery,"",4911,4875.5,0.7
403,20200119,S92000003,d,All,d,NA,NA,8,8.5,-5.9
404,20200119,NA,NA,All,d,All,d,227,229,-0.9
405,20200119,NA,NA,All,d,Cardiology,"",74,75.5,-2
406,20200119,NA,NA,All,d,Medical (incl. Cardiology & Cancer),"",78,79.5,-1.9
407,20200119,NA,NA,All,d,Surgery,"",149,149.5,-0.3
408,20200126,S08000015,"",All,d,Accident & Emergency,"",9,13.5,-33.3
409,20200126,S08000015,"",All,d,All,d,1045,1175,-11.1
410,20200126,S08000015,"",All,d,Cardiology,"",16,16.5,-3
411,20200126,S08000015,"",All,d,Medical (excl. Cardiology & Cancer),"",596,652.5,-8.7
412,20200126,S08000015,"",All,d,Medical (incl. Cardiology & Cancer),"",612,669,-8.5
413,20200126,S08000015,"",All,d,Paediatrics (medical & surgical),"",147,148,-0.7
414,20200126,S08000015,"",All,d,Paediatrics (medical),"",147,148,-0.7
415,20200126,S08000015,"",All,d,Surgery,"",271,340.5,-20.4
416,20200126,S08000015,"",All,d,NA,NA,6,4,50
417,20200126,S08000016,"",All,d,All,d,247,249.5,-1
418,20200126,S08000016,"",All,d,Cardiology,"",7,9.5,-26.3
419,20200126,S08000016,"",All,d,Community,"",15,20.5,-26.8
420,20200126,S08000016,"",All,d,Medical (excl. Cardiology & Cancer),"",135,129,4.7
421,20200126,S08000016,"",All,d,Medical (incl. Cardiology & Cancer),"",142,138.5,2.5
422,20200126,S08000016,"",All,d,Paediatrics (medical & surgical),"",37,28,32.1
423,20200126,S08000016,"",All,d,Paediatrics (medical),"",37,28,32.1
424,20200126,S08000016,"",All,d,Surgery,"",53,62,-14.5
425,20200126,S08000017,"",All,d,All,d,422,445,-5.2
426,20200126,S08000017,"",All,d,Cardiology,"",5,5,0
427,20200126,S08000017,"",All,d,Community,"",34,34.5,-1.4
428,20200126,S08000017,"",All,d,Gynaecology,"",14,12.5,12
429,20200126,S08000017,"",All,d,Medical (excl. Cardiology & Cancer),"",204,232,-12.1
430,20200126,S08000017,"",All,d,Medical (incl. Cardiology & Cancer),"",209,237,-11.8
431,20200126,S08000017,"",All,d,Paediatrics (medical & surgical),"",49,48.5,1
432,20200126,S08000017,"",All,d,Paediatrics (medical),"",49,48.5,1
433,20200126,S08000017,"",All,d,Surgery,"",116,112.5,3.1
434,20200126,S08000019,"",All,d,All,d,782,1045,-25.2
435,20200126,S08000019,"",All,d,Cardiology,"",5,5,0
436,20200126,S08000019,"",All,d,Gynaecology,"",32,34,-5.9
437,20200126,S08000019,"",All,d,Medical (excl. Cardiology & Cancer),"",464,648.5,-28.5
438,20200126,S08000019,"",All,d,Medical (incl. Cardiology & Cancer),"",469,653.5,-28.2
439,20200126,S08000019,"",All,d,Paediatrics (medical & surgical),"",52,96.5,-46.1
440,20200126,S08000019,"",All,d,Paediatrics (medical),"",52,96.5,-46.1
441,20200126,S08000019,"",All,d,Surgery,"",226,247.5,-8.7
442,20200126,S08000020,"",All,d,Accident & Emergency,"",63,44.5,41.6
443,20200126,S08000020,"",All,d,All,d,1335,1372,-2.7
444,20200126,S08000020,"",All,d,Cancer,"",30,31.5,-4.8
445,20200126,S08000020,"",All,d,Cardiology,"",36,40.5,-11.1
446,20200126,S08000020,"",All,d,Community,"",53,59.5,-10.9
447,20200126,S08000020,"",All,d,Gynaecology,"",33,33,0
448,20200126,S08000020,"",All,d,Medical (excl. Cardiology & Cancer),"",504,550.5,-8.4
449,20200126,S08000020,"",All,d,Medical (incl. Cardiology & Cancer),"",570,622.5,-8.4
450,20200126,S08000020,"",All,d,Paediatrics (medical & surgical),"",140,121.5,15.2
451,20200126,S08000020,"",All,d,Paediatrics (medical),"",126,106,18.9
452,20200126,S08000020,"",All,d,Paediatrics (surgical),"",14,15.5,-9.7
453,20200126,S08000020,"",All,d,Surgery,"",476,489.5,-2.8
454,20200126,S08000022,"",All,d,All,d,775,792,-2.1
455,20200126,S08000022,"",All,d,Cardiology,"",9,15.5,-41.9
456,20200126,S08000022,"",All,d,Community,"",100,90.5,10.5
457,20200126,S08000022,"",All,d,Gynaecology,"",30,17.5,71.4
458,20200126,S08000022,"",All,d,Medical (excl. Cardiology & Cancer),"",293,356.5,-17.8
459,20200126,S08000022,"",All,d,Medical (incl. Cardiology & Cancer),"",305,379.5,-19.6
460,20200126,S08000022,"",All,d,Paediatrics (medical & surgical),"",87,81,7.4
461,20200126,S08000022,"",All,d,Paediatrics (medical),"",87,80,8.8
462,20200126,S08000022,"",All,d,Surgery,"",253,223.5,13.2
463,20200126,S08000024,"",All,d,Accident & Emergency,"",238,47.5,401.1
464,20200126,S08000024,"",All,d,All,d,2457,2152,14.2
465,20200126,S08000024,"",All,d,Cancer,"",111,77,44.2
466,20200126,S08000024,"",All,d,Cardiology,"",92,80.5,14.3
467,20200126,S08000024,"",All,d,Gynaecology,"",59,54,9.3
468,20200126,S08000024,"",All,d,Medical (excl. Cardiology & Cancer),"",980,945,3.7
469,20200126,S08000024,"",All,d,Medical (incl. Cardiology & Cancer),"",1183,1102.5,7.3
470,20200126,S08000024,"",All,d,Paediatrics (medical & surgical),"",222,193.5,14.7
471,20200126,S08000024,"",All,d,Paediatrics (medical),"",189,168.5,12.2
472,20200126,S08000024,"",All,d,Paediatrics (surgical),"",33,25,32
473,20200126,S08000024,"",All,d,Surgery,"",754,754.5,-0.1
474,20200126,S08000025,"",All,d,All,d,25,42,-40.5
475,20200126,S08000025,"",All,d,Medical (excl. Cardiology & Cancer),"",14,27.5,-49.1
476,20200126,S08000025,"",All,d,Medical (incl. Cardiology & Cancer),"",14,28,-50
477,20200126,S08000025,"",All,d,Surgery,"",11,14,-21.4
478,20200126,S08000026,"",All,d,All,d,45,38.5,16.9
479,20200126,S08000026,"",All,d,Medical (excl. Cardiology & Cancer),"",19,25,-24
480,20200126,S08000026,"",All,d,Medical (incl. Cardiology & Cancer),"",19,25,-24
481,20200126,S08000026,"",All,d,Surgery,"",25,12,108.3
482,20200126,S08000028,"",All,d,All,d,65,79.5,-18.2
483,20200126,S08000028,"",All,d,Community,"",7,13.5,-48.1
484,20200126,S08000028,"",All,d,Medical (excl. Cardiology & Cancer),"",32,34,-5.9
485,20200126,S08000028,"",All,d,Medical (incl. Cardiology & Cancer),"",32,34,-5.9
486,20200126,S08000028,"",All,d,Surgery,"",21,26.5,-20.8
487,20200126,S08000029,"",All,d,Accident & Emergency,"",63,54.5,15.6
488,20200126,S08000029,"",All,d,All,d,940,917,2.5
489,20200126,S08000029,"",All,d,Cardiology,"",40,26,53.8
490,20200126,S08000029,"",All,d,Community,"",18,11.5,56.5
491,20200126,S08000029,"",All,d,Gynaecology,"",22,35.5,-38
492,20200126,S08000029,"",All,d,Medical (excl. Cardiology & Cancer),"",453,453,0
493,20200126,S08000029,"",All,d,Medical (incl. Cardiology & Cancer),"",493,479,2.9
494,20200126,S08000029,"",All,d,Paediatrics (medical & surgical),"",96,81,18.5
495,20200126,S08000029,"",All,d,Paediatrics (medical),"",96,81,18.5
496,20200126,S08000029,"",All,d,Surgery,"",248,254,-2.4
497,20200126,S08000030,"",All,d,Accident & Emergency,"",67,56,19.6
498,20200126,S08000030,"",All,d,All,d,1292,1308.5,-1.3
499,20200126,S08000030,"",All,d,Cancer,"",28,27.5,1.8
500,20200126,S08000030,"",All,d,Cardiology,"",39,43,-9.3
501,20200126,S08000030,"",All,d,Community,"",13,23,-43.5
502,20200126,S08000030,"",All,d,Gynaecology,"",35,38.5,-9.1
503,20200126,S08000030,"",All,d,Medical (excl. Cardiology & Cancer),"",543,551,-1.5
504,20200126,S08000030,"",All,d,Medical (incl. Cardiology & Cancer),"",610,621.5,-1.9
505,20200126,S08000030,"",All,d,Paediatrics (medical & surgical),"",141,171.5,-17.8
506,20200126,S08000030,"",All,d,Paediatrics (medical),"",141,169.5,-16.8
507,20200126,S08000030,"",All,d,Surgery,"",424,397,6.8
508,20200126,S08000031,"",All,d,Accident & Emergency,"",29,45.5,-36.3
509,20200126,S08000031,"",All,d,All,d,4170,4126.5,1.1
510,20200126,S08000031,"",All,d,Cancer,"",87,86.5,0.6
511,20200126,S08000031,"",All,d,Cardiology,"",142,151,-6
512,20200126,S08000031,"",All,d,Gynaecology,"",148,147.5,0.3
513,20200126,S08000031,"",All,d,Medical (excl. Cardiology & Cancer),"",1981,1952,1.5
514,20200126,S08000031,"",All,d,Medical (incl. Cardiology & Cancer),"",2210,2189.5,0.9
515,20200126,S08000031,"",All,d,Paediatrics (medical & surgical),"",334,296,12.8
516,20200126,S08000031,"",All,d,Paediatrics (medical),"",292,263,11
517,20200126,S08000031,"",All,d,Paediatrics (surgical),"",42,33,27.3
518,20200126,S08000031,"",All,d,Surgery,"",1437,1441,-0.3
519,20200126,S08000031,"",All,d,NA,NA,8,6,33.3
520,20200126,S08000032,"",All,d,All,d,1625,1831.5,-11.3
521,20200126,S08000032,"",All,d,Cardiology,"",74,73,1.4
522,20200126,S08000032,"",All,d,Gynaecology,"",33,43.5,-24.1
523,20200126,S08000032,"",All,d,Medical (excl. Cardiology & Cancer),"",870,968,-10.1
524,20200126,S08000032,"",All,d,Medical (incl. Cardiology & Cancer),"",944,1041.5,-9.4
525,20200126,S08000032,"",All,d,Paediatrics (medical & surgical),"",179,259.5,-31
526,20200126,S08000032,"",All,d,Paediatrics (medical),"",179,257,-30.4
527,20200126,S08000032,"",All,d,Surgery,"",465,480,-3.1
528,20200126,S92000003,d,All,d,Accident & Emergency,"",475,282,68.4
529,20200126,S92000003,d,All,d,All,d,15445,15822.5,-2.4
530,20200126,S92000003,d,All,d,Cancer,"",259,231,12.1
531,20200126,S92000003,d,All,d,Cardiology,"",530,545,-2.8
532,20200126,S92000003,d,All,d,Community,"",240,253,-5.1
533,20200126,S92000003,d,All,d,Gynaecology,"",408,418.5,-2.5
534,20200126,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),"",7092,7528.5,-5.8
535,20200126,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),"",7881,8304.5,-5.1
536,20200126,S92000003,d,All,d,Paediatrics (medical & surgical),"",1488,1529.5,-2.7
537,20200126,S92000003,d,All,d,Paediatrics (medical),"",1399,1450.5,-3.6
538,20200126,S92000003,d,All,d,Paediatrics (surgical),"",89,79,12.7
539,20200126,S92000003,d,All,d,Surgery,"",4931,5019.5,-1.8
540,20200126,S92000003,d,All,d,NA,NA,14,10,40
541,20200126,NA,NA,All,d,All,d,220,248.5,-11.5
542,20200126,NA,NA,All,d,Cardiology,"",65,79.5,-18.2
543,20200126,NA,NA,All,d,Medical (incl. Cardiology & Cancer),"",69,83.5,-17.4
544,20200126,NA,NA,All,d,Surgery,"",151,165,-8.5
545,20200202,S08000015,"",All,d,Accident & Emergency,"",8,28,-71.4
546,20200202,S08000015,"",All,d,All,d,1052,1153.5,-8.8
547,20200202,S08000015,"",All,d,Cardiology,"",14,18,-22.2
548,20200202,S08000015,"",All,d,Medical (excl. Cardiology & Cancer),"",577,657.5,-12.2
549,20200202,S08000015,"",All,d,Medical (incl. Cardiology & Cancer),"",592,675.5,-12.4
550,20200202,S08000015,"",All,d,Paediatrics (medical & surgical),"",153,159,-3.8
551,20200202,S08000015,"",All,d,Paediatrics (medical),"",153,159,-3.8
552,20200202,S08000015,"",All,d,Surgery,"",295,290.5,1.5
553,20200202,S08000016,"",All,d,All,d,261,256,2
554,20200202,S08000016,"",All,d,Cardiology,"",11,6.5,69.2
555,20200202,S08000016,"",All,d,Community,"",10,20.5,-51.2
556,20200202,S08000016,"",All,d,Medical (excl. Cardiology & Cancer),"",142,130.5,8.8
557,20200202,S08000016,"",All,d,Medical (incl. Cardiology & Cancer),"",153,137,11.7
558,20200202,S08000016,"",All,d,Paediatrics (medical & surgical),"",37,34.5,7.2
559,20200202,S08000016,"",All,d,Paediatrics (medical),"",37,34.5,7.2
560,20200202,S08000016,"",All,d,Surgery,"",61,64,-4.7
561,20200202,S08000017,"",All,d,All,d,433,455,-4.8
562,20200202,S08000017,"",All,d,Community,"",30,33.5,-10.4
563,20200202,S08000017,"",All,d,Gynaecology,"",24,19,26.3
564,20200202,S08000017,"",All,d,Medical (excl. Cardiology & Cancer),"",202,221,-8.6
565,20200202,S08000017,"",All,d,Medical (incl. Cardiology & Cancer),"",204,224.5,-9.1
566,20200202,S08000017,"",All,d,Paediatrics (medical & surgical),"",52,51,2
567,20200202,S08000017,"",All,d,Paediatrics (medical),"",52,51,2
568,20200202,S08000017,"",All,d,Surgery,"",123,126.5,-2.8
569,20200202,S08000019,"",All,d,All,d,786,1010.5,-22.2
570,20200202,S08000019,"",All,d,Cardiology,"",6,12,-50
571,20200202,S08000019,"",All,d,Gynaecology,"",27,35,-22.9
572,20200202,S08000019,"",All,d,Medical (excl. Cardiology & Cancer),"",473,602,-21.4
573,20200202,S08000019,"",All,d,Medical (incl. Cardiology & Cancer),"",479,614,-22
574,20200202,S08000019,"",All,d,Paediatrics (medical & surgical),"",92,82.5,11.5
575,20200202,S08000019,"",All,d,Paediatrics (medical),"",92,82.5,11.5
576,20200202,S08000019,"",All,d,Surgery,"",185,268,-31
577,20200202,S08000020,"",All,d,Accident & Emergency,"",66,39,69.2
578,20200202,S08000020,"",All,d,All,d,1373,1325,3.6
579,20200202,S08000020,"",All,d,Cancer,"",42,28,50
580,20200202,S08000020,"",All,d,Cardiology,"",32,39.5,-19
581,20200202,S08000020,"",All,d,Community,"",44,56,-21.4
582,20200202,S08000020,"",All,d,Gynaecology,"",33,32.5,1.5
583,20200202,S08000020,"",All,d,Medical (excl. Cardiology & Cancer),"",504,511,-1.4
584,20200202,S08000020,"",All,d,Medical (incl. Cardiology & Cancer),"",578,578.5,-0.1
585,20200202,S08000020,"",All,d,Paediatrics (medical & surgical),"",142,141.5,0.4
586,20200202,S08000020,"",All,d,Paediatrics (medical),"",120,126.5,-5.1
587,20200202,S08000020,"",All,d,Paediatrics (surgical),"",22,15,46.7
588,20200202,S08000020,"",All,d,Surgery,"",510,474.5,7.5
589,20200202,S08000022,"",All,d,All,d,770,804,-4.2
590,20200202,S08000022,"",All,d,Cancer,"",7,7,0
591,20200202,S08000022,"",All,d,Cardiology,"",10,14,-28.6
592,20200202,S08000022,"",All,d,Community,"",81,98.5,-17.8
593,20200202,S08000022,"",All,d,Gynaecology,"",24,27.5,-12.7
594,20200202,S08000022,"",All,d,Medical (excl. Cardiology & Cancer),"",333,351.5,-5.3
595,20200202,S08000022,"",All,d,Medical (incl. Cardiology & Cancer),"",350,372.5,-6
596,20200202,S08000022,"",All,d,Paediatrics (medical & surgical),"",73,75.5,-3.3
597,20200202,S08000022,"",All,d,Paediatrics (medical),"",73,75.5,-3.3
598,20200202,S08000022,"",All,d,Surgery,"",242,230,5.2
599,20200202,S08000024,"",All,d,Accident & Emergency,"",266,50,432
600,20200202,S08000024,"",All,d,All,d,2423,2211,9.6
601,20200202,S08000024,"",All,d,Cancer,"",114,69,65.2
602,20200202,S08000024,"",All,d,Cardiology,"",69,76.5,-9.8
603,20200202,S08000024,"",All,d,Gynaecology,"",62,57.5,7.8
604,20200202,S08000024,"",All,d,Medical (excl. Cardiology & Cancer),"",939,989,-5.1
605,20200202,S08000024,"",All,d,Medical (incl. Cardiology & Cancer),"",1122,1134.5,-1.1
606,20200202,S08000024,"",All,d,Paediatrics (medical & surgical),"",180,198,-9.1
607,20200202,S08000024,"",All,d,Paediatrics (medical),"",155,170.5,-9.1
608,20200202,S08000024,"",All,d,Paediatrics (surgical),"",25,27.5,-9.1
609,20200202,S08000024,"",All,d,Surgery,"",793,770.5,2.9
610,20200202,S08000025,"",All,d,All,d,37,39.5,-6.3
611,20200202,S08000025,"",All,d,Medical (excl. Cardiology & Cancer),"",21,22,-4.5
612,20200202,S08000025,"",All,d,Medical (incl. Cardiology & Cancer),"",21,23,-8.7
613,20200202,S08000025,"",All,d,Surgery,"",15,15,0
614,20200202,S08000026,"",All,d,All,d,39,48,-18.8
615,20200202,S08000026,"",All,d,Medical (excl. Cardiology & Cancer),"",24,24,0
616,20200202,S08000026,"",All,d,Medical (incl. Cardiology & Cancer),"",24,24,0
617,20200202,S08000026,"",All,d,Surgery,"",15,24,-37.5
618,20200202,S08000028,"",All,d,All,d,76,87.5,-13.1
619,20200202,S08000028,"",All,d,Community,"",6,14.5,-58.6
620,20200202,S08000028,"",All,d,Medical (excl. Cardiology & Cancer),"",38,38,0
621,20200202,S08000028,"",All,d,Medical (incl. Cardiology & Cancer),"",38,39,-2.6
622,20200202,S08000028,"",All,d,Surgery,"",28,24,16.7
623,20200202,S08000029,"",All,d,Accident & Emergency,"",55,59.5,-7.6
624,20200202,S08000029,"",All,d,All,d,940,919.5,2.2
625,20200202,S08000029,"",All,d,Cardiology,"",38,34.5,10.1
626,20200202,S08000029,"",All,d,Community,"",11,10,10
627,20200202,S08000029,"",All,d,Gynaecology,"",32,35.5,-9.9
628,20200202,S08000029,"",All,d,Medical (excl. Cardiology & Cancer),"",449,442.5,1.5
629,20200202,S08000029,"",All,d,Medical (incl. Cardiology & Cancer),"",487,477,2.1
630,20200202,S08000029,"",All,d,Paediatrics (medical & surgical),"",113,99,14.1
631,20200202,S08000029,"",All,d,Paediatrics (medical),"",113,98,15.3
632,20200202,S08000029,"",All,d,Surgery,"",242,236,2.5
633,20200202,S08000030,"",All,d,Accident & Emergency,"",66,70.5,-6.4
634,20200202,S08000030,"",All,d,All,d,1297,1285.5,0.9
635,20200202,S08000030,"",All,d,Cancer,"",19,18,5.6
636,20200202,S08000030,"",All,d,Cardiology,"",40,35,14.3
637,20200202,S08000030,"",All,d,Community,"",9,23,-60.9
638,20200202,S08000030,"",All,d,Gynaecology,"",35,34.5,1.4
639,20200202,S08000030,"",All,d,Medical (excl. Cardiology & Cancer),"",547,538.5,1.6
640,20200202,S08000030,"",All,d,Medical (incl. Cardiology & Cancer),"",606,591.5,2.5
641,20200202,S08000030,"",All,d,Paediatrics (medical & surgical),"",146,158,-7.6
642,20200202,S08000030,"",All,d,Paediatrics (medical),"",146,155,-5.8
643,20200202,S08000030,"",All,d,Surgery,"",435,408,6.6
644,20200202,S08000031,"",All,d,Accident & Emergency,"",26,29,-10.3
645,20200202,S08000031,"",All,d,All,d,4202,4194.5,0.2
646,20200202,S08000031,"",All,d,Cancer,"",96,78.5,22.3
647,20200202,S08000031,"",All,d,Cardiology,"",133,153.5,-13.4
648,20200202,S08000031,"",All,d,Gynaecology,"",145,158.5,-8.5
649,20200202,S08000031,"",All,d,Medical (excl. Cardiology & Cancer),"",2013,1926,4.5
650,20200202,S08000031,"",All,d,Medical (incl. Cardiology & Cancer),"",2242,2158,3.9
651,20200202,S08000031,"",All,d,Paediatrics (medical & surgical),"",322,312,3.2
652,20200202,S08000031,"",All,d,Paediatrics (medical),"",284,279.5,1.6
653,20200202,S08000031,"",All,d,Paediatrics (surgical),"",38,32.5,16.9
654,20200202,S08000031,"",All,d,Surgery,"",1452,1523.5,-4.7
655,20200202,S08000031,"",All,d,NA,NA,12,11,9.1
656,20200202,S08000032,"",All,d,Accident & Emergency,"",12,9.5,26.3
657,20200202,S08000032,"",All,d,All,d,1811,1787,1.3
658,20200202,S08000032,"",All,d,Cardiology,"",85,77,10.4
659,20200202,S08000032,"",All,d,Gynaecology,"",44,41,7.3
660,20200202,S08000032,"",All,d,Medical (excl. Cardiology & Cancer),"",945,962,-1.8
661,20200202,S08000032,"",All,d,Medical (incl. Cardiology & Cancer),"",1032,1039.5,-0.7
662,20200202,S08000032,"",All,d,Paediatrics (medical & surgical),"",189,218,-13.3
663,20200202,S08000032,"",All,d,Paediatrics (medical),"",189,218,-13.3
664,20200202,S08000032,"",All,d,Surgery,"",534,478.5,11.6
665,20200202,S92000003,d,All,d,Accident & Emergency,"",502,296.5,69.3
666,20200202,S92000003,d,All,d,All,d,15726,15800.5,-0.5
667,20200202,S92000003,d,All,d,Cancer,"",281,203,38.4
668,20200202,S92000003,d,All,d,Cardiology,"",511,547,-6.6
669,20200202,S92000003,d,All,d,Community,"",191,256,-25.4
670,20200202,S92000003,d,All,d,Gynaecology,"",427,447,-4.5
671,20200202,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),"",7211,7419,-2.8
672,20200202,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),"",8003,8169,-2
673,20200202,S92000003,d,All,d,Paediatrics (medical & surgical),"",1503,1534.5,-2.1
