_id,MonthOfDelay,CA,CAQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
394,201607,S12000042,"",18plus,d,Code 9 AWI,"",259,8
395,201607,S12000042,"",18plus,d,Code 9 Non-AWI,"",172,6
396,201607,S12000042,"",18-74,"",All Delay Reasons,d,345,11
397,201607,S12000042,"",18-74,"",Health and Social Care Reasons,"",123,4
398,201607,S12000042,"",18-74,"",Patient and Family Related Reasons,"",26,1
399,201607,S12000042,"",18-74,"",Code 9 AWI,"",27,1
400,201607,S12000042,"",18-74,"",Code 9 Non-AWI,"",169,5
401,201607,S12000042,"",75plus,"",All Delay Reasons,d,674,22
402,201607,S12000042,"",75plus,"",Health and Social Care Reasons,"",348,11
403,201607,S12000042,"",75plus,"",Patient and Family Related Reasons,"",91,3
404,201607,S12000042,"",75plus,"",Code 9 AWI,"",232,7
405,201607,S12000042,"",75plus,"",Code 9 Non-AWI,"",3,0
406,201607,S12000045,"",18plus,d,All Delay Reasons,d,229,7
407,201607,S12000045,"",18plus,d,Health and Social Care Reasons,"",171,6
408,201607,S12000045,"",18plus,d,Patient and Family Related Reasons,"",0,0
409,201607,S12000045,"",18plus,d,Code 9 AWI,"",0,0
410,201607,S12000045,"",18plus,d,Code 9 Non-AWI,"",58,2
411,201607,S12000045,"",18-74,"",All Delay Reasons,d,85,3
412,201607,S12000045,"",18-74,"",Health and Social Care Reasons,"",27,1
413,201607,S12000045,"",18-74,"",Patient and Family Related Reasons,"",0,0
414,201607,S12000045,"",18-74,"",Code 9 AWI,"",0,0
415,201607,S12000045,"",18-74,"",Code 9 Non-AWI,"",58,2
416,201607,S12000045,"",75plus,"",All Delay Reasons,d,144,5
417,201607,S12000045,"",75plus,"",Health and Social Care Reasons,"",144,5
418,201607,S12000045,"",75plus,"",Patient and Family Related Reasons,"",0,0
419,201607,S12000045,"",75plus,"",Code 9 AWI,"",0,0
420,201607,S12000045,"",75plus,"",Code 9 Non-AWI,"",0,0
421,201607,S12000047,"",18plus,d,All Delay Reasons,d,3635,117
422,201607,S12000047,"",18plus,d,Health and Social Care Reasons,"",2888,93
423,201607,S12000047,"",18plus,d,Patient and Family Related Reasons,"",35,1
424,201607,S12000047,"",18plus,d,Code 9 AWI,"",580,19
425,201607,S12000047,"",18plus,d,Code 9 Non-AWI,"",132,4
426,201607,S12000047,"",18-74,"",All Delay Reasons,d,1241,40
427,201607,S12000047,"",18-74,"",Health and Social Care Reasons,"",975,31
428,201607,S12000047,"",18-74,"",Patient and Family Related Reasons,"",31,1
429,201607,S12000047,"",18-74,"",Code 9 AWI,"",103,3
430,201607,S12000047,"",18-74,"",Code 9 Non-AWI,"",132,4
431,201607,S12000047,"",75plus,"",All Delay Reasons,d,2394,77
432,201607,S12000047,"",75plus,"",Health and Social Care Reasons,"",1913,62
433,201607,S12000047,"",75plus,"",Patient and Family Related Reasons,"",4,0
434,201607,S12000047,"",75plus,"",Code 9 AWI,"",477,15
435,201607,S12000047,"",75plus,"",Code 9 Non-AWI,"",0,0
436,201607,S12000048,"",18plus,d,All Delay Reasons,d,1169,38
437,201607,S12000048,"",18plus,d,Health and Social Care Reasons,"",904,29
438,201607,S12000048,"",18plus,d,Patient and Family Related Reasons,"",0,0
439,201607,S12000048,"",18plus,d,Code 9 AWI,"",141,5
440,201607,S12000048,"",18plus,d,Code 9 Non-AWI,"",124,4
441,201607,S12000048,"",18-74,"",All Delay Reasons,d,314,10
442,201607,S12000048,"",18-74,"",Health and Social Care Reasons,"",190,6
443,201607,S12000048,"",18-74,"",Patient and Family Related Reasons,"",0,0
444,201607,S12000048,"",18-74,"",Code 9 AWI,"",0,0
445,201607,S12000048,"",18-74,"",Code 9 Non-AWI,"",124,4
446,201607,S12000048,"",75plus,"",All Delay Reasons,d,855,28
447,201607,S12000048,"",75plus,"",Health and Social Care Reasons,"",714,23
448,201607,S12000048,"",75plus,"",Patient and Family Related Reasons,"",0,0
449,201607,S12000048,"",75plus,"",Code 9 AWI,"",141,5
450,201607,S12000048,"",75plus,"",Code 9 Non-AWI,"",0,0
451,201607,S12000049,"",18plus,d,All Delay Reasons,d,2746,89
452,201607,S12000049,"",18plus,d,Health and Social Care Reasons,"",1753,57
453,201607,S12000049,"",18plus,d,Patient and Family Related Reasons,"",124,4
454,201607,S12000049,"",18plus,d,Code 9 AWI,"",559,18
455,201607,S12000049,"",18plus,d,Code 9 Non-AWI,"",310,10
456,201607,S12000049,"",18-74,"",All Delay Reasons,d,1497,48
457,201607,S12000049,"",18-74,"",Health and Social Care Reasons,"",807,26
458,201607,S12000049,"",18-74,"",Patient and Family Related Reasons,"",37,1
459,201607,S12000049,"",18-74,"",Code 9 AWI,"",374,12
460,201607,S12000049,"",18-74,"",Code 9 Non-AWI,"",279,9
461,201607,S12000049,"",75plus,"",All Delay Reasons,d,1249,40
462,201607,S12000049,"",75plus,"",Health and Social Care Reasons,"",946,31
463,201607,S12000049,"",75plus,"",Patient and Family Related Reasons,"",87,3
464,201607,S12000049,"",75plus,"",Code 9 AWI,"",185,6
465,201607,S12000049,"",75plus,"",Code 9 Non-AWI,"",31,1
466,201607,S12000050,"",18plus,d,All Delay Reasons,d,3279,106
467,201607,S12000050,"",18plus,d,Health and Social Care Reasons,"",2600,84
468,201607,S12000050,"",18plus,d,Patient and Family Related Reasons,"",263,8
469,201607,S12000050,"",18plus,d,Code 9 AWI,"",279,9
470,201607,S12000050,"",18plus,d,Code 9 Non-AWI,"",137,4
471,201607,S12000050,"",18-74,"",All Delay Reasons,d,1152,37
472,201607,S12000050,"",18-74,"",Health and Social Care Reasons,"",854,28
473,201607,S12000050,"",18-74,"",Patient and Family Related Reasons,"",0,0
474,201607,S12000050,"",18-74,"",Code 9 AWI,"",186,6
475,201607,S12000050,"",18-74,"",Code 9 Non-AWI,"",112,4
476,201607,S12000050,"",75plus,"",All Delay Reasons,d,2127,69
477,201607,S12000050,"",75plus,"",Health and Social Care Reasons,"",1746,56
478,201607,S12000050,"",75plus,"",Patient and Family Related Reasons,"",263,8
479,201607,S12000050,"",75plus,"",Code 9 AWI,"",93,3
480,201607,S12000050,"",75plus,"",Code 9 Non-AWI,"",25,1
481,201607,"",:,18plus,d,All Delay Reasons,d,0,0
482,201607,"",:,18plus,d,Health and Social Care Reasons,"",0,0
483,201607,"",:,18plus,d,Patient and Family Related Reasons,"",0,0
484,201607,"",:,18plus,d,Code 9 AWI,"",0,0
485,201607,"",:,18plus,d,Code 9 Non-AWI,"",0,0
486,201607,"",:,18-74,"",All Delay Reasons,d,0,0
487,201607,"",:,18-74,"",Health and Social Care Reasons,"",0,0
488,201607,"",:,18-74,"",Patient and Family Related Reasons,"",0,0
489,201607,"",:,18-74,"",Code 9 AWI,"",0,0
490,201607,"",:,18-74,"",Code 9 Non-AWI,"",0,0
491,201607,"",:,75plus,"",All Delay Reasons,d,0,0
492,201607,"",:,75plus,"",Health and Social Care Reasons,"",0,0
493,201607,"",:,75plus,"",Patient and Family Related Reasons,"",0,0
494,201607,"",:,75plus,"",Code 9 AWI,"",0,0
495,201607,"",:,75plus,"",Code 9 Non-AWI,"",0,0
496,201607,S92000003,d,18plus,d,All Delay Reasons,d,43919,1417
497,201607,S92000003,d,18plus,d,Health and Social Care Reasons,"",32713,1055
498,201607,S92000003,d,18plus,d,Patient and Family Related Reasons,"",1877,61
499,201607,S92000003,d,18plus,d,Code 9 AWI,"",5990,193
500,201607,S92000003,d,18plus,d,Code 9 Non-AWI,"",3339,108
501,201607,S92000003,d,18-74,"",All Delay Reasons,d,13145,424
502,201607,S92000003,d,18-74,"",Health and Social Care Reasons,"",9114,294
503,201607,S92000003,d,18-74,"",Patient and Family Related Reasons,"",214,7
504,201607,S92000003,d,18-74,"",Code 9 AWI,"",1761,57
505,201607,S92000003,d,18-74,"",Code 9 Non-AWI,"",2056,66
506,201607,S92000003,d,75plus,"",All Delay Reasons,d,30774,993
507,201607,S92000003,d,75plus,"",Health and Social Care Reasons,"",23599,761
508,201607,S92000003,d,75plus,"",Patient and Family Related Reasons,"",1663,54
509,201607,S92000003,d,75plus,"",Code 9 AWI,"",4229,136
510,201607,S92000003,d,75plus,"",Code 9 Non-AWI,"",1283,41
511,201608,S12000005,"",18plus,d,All Delay Reasons,d,400,13
512,201608,S12000005,"",18plus,d,Health and Social Care Reasons,"",254,8
513,201608,S12000005,"",18plus,d,Patient and Family Related Reasons,"",0,0
514,201608,S12000005,"",18plus,d,Code 9 AWI,"",62,2
515,201608,S12000005,"",18plus,d,Code 9 Non-AWI,"",84,3
516,201608,S12000005,"",18-74,"",All Delay Reasons,d,91,3
517,201608,S12000005,"",18-74,"",Health and Social Care Reasons,"",7,0
518,201608,S12000005,"",18-74,"",Patient and Family Related Reasons,"",0,0
519,201608,S12000005,"",18-74,"",Code 9 AWI,"",0,0
520,201608,S12000005,"",18-74,"",Code 9 Non-AWI,"",84,3
521,201608,S12000005,"",75plus,"",All Delay Reasons,d,309,10
522,201608,S12000005,"",75plus,"",Health and Social Care Reasons,"",247,8
523,201608,S12000005,"",75plus,"",Patient and Family Related Reasons,"",0,0
524,201608,S12000005,"",75plus,"",Code 9 AWI,"",62,2
525,201608,S12000005,"",75plus,"",Code 9 Non-AWI,"",0,0
526,201608,S12000006,"",18plus,d,All Delay Reasons,d,929,30
527,201608,S12000006,"",18plus,d,Health and Social Care Reasons,"",665,21
528,201608,S12000006,"",18plus,d,Patient and Family Related Reasons,"",13,0
529,201608,S12000006,"",18plus,d,Code 9 AWI,"",251,8
530,201608,S12000006,"",18plus,d,Code 9 Non-AWI,"",0,0
531,201608,S12000006,"",18-74,"",All Delay Reasons,d,204,7
532,201608,S12000006,"",18-74,"",Health and Social Care Reasons,"",154,5
533,201608,S12000006,"",18-74,"",Patient and Family Related Reasons,"",13,0
534,201608,S12000006,"",18-74,"",Code 9 AWI,"",37,1
535,201608,S12000006,"",18-74,"",Code 9 Non-AWI,"",0,0
536,201608,S12000006,"",75plus,"",All Delay Reasons,d,725,23
537,201608,S12000006,"",75plus,"",Health and Social Care Reasons,"",511,16
538,201608,S12000006,"",75plus,"",Patient and Family Related Reasons,"",0,0
539,201608,S12000006,"",75plus,"",Code 9 AWI,"",214,7
540,201608,S12000006,"",75plus,"",Code 9 Non-AWI,"",0,0
541,201608,S12000008,"",18plus,d,All Delay Reasons,d,537,17
542,201608,S12000008,"",18plus,d,Health and Social Care Reasons,"",118,4
543,201608,S12000008,"",18plus,d,Patient and Family Related Reasons,"",0,0
544,201608,S12000008,"",18plus,d,Code 9 AWI,"",195,6
545,201608,S12000008,"",18plus,d,Code 9 Non-AWI,"",224,7
546,201608,S12000008,"",18-74,"",All Delay Reasons,d,109,4
547,201608,S12000008,"",18-74,"",Health and Social Care Reasons,"",24,1
548,201608,S12000008,"",18-74,"",Patient and Family Related Reasons,"",0,0
549,201608,S12000008,"",18-74,"",Code 9 AWI,"",31,1
550,201608,S12000008,"",18-74,"",Code 9 Non-AWI,"",54,2
551,201608,S12000008,"",75plus,"",All Delay Reasons,d,428,14
552,201608,S12000008,"",75plus,"",Health and Social Care Reasons,"",94,3
553,201608,S12000008,"",75plus,"",Patient and Family Related Reasons,"",0,0
554,201608,S12000008,"",75plus,"",Code 9 AWI,"",164,5
555,201608,S12000008,"",75plus,"",Code 9 Non-AWI,"",170,5
556,201608,S12000010,"",18plus,d,All Delay Reasons,d,1625,52
557,201608,S12000010,"",18plus,d,Health and Social Care Reasons,"",1532,49
558,201608,S12000010,"",18plus,d,Patient and Family Related Reasons,"",0,0
559,201608,S12000010,"",18plus,d,Code 9 AWI,"",62,2
560,201608,S12000010,"",18plus,d,Code 9 Non-AWI,"",31,1
561,201608,S12000010,"",18-74,"",All Delay Reasons,d,477,15
562,201608,S12000010,"",18-74,"",Health and Social Care Reasons,"",415,13
563,201608,S12000010,"",18-74,"",Patient and Family Related Reasons,"",0,0
564,201608,S12000010,"",18-74,"",Code 9 AWI,"",31,1
565,201608,S12000010,"",18-74,"",Code 9 Non-AWI,"",31,1
566,201608,S12000010,"",75plus,"",All Delay Reasons,d,1148,37
567,201608,S12000010,"",75plus,"",Health and Social Care Reasons,"",1117,36
568,201608,S12000010,"",75plus,"",Patient and Family Related Reasons,"",0,0
569,201608,S12000010,"",75plus,"",Code 9 AWI,"",31,1
570,201608,S12000010,"",75plus,"",Code 9 Non-AWI,"",0,0
571,201608,S12000011,"",18plus,d,All Delay Reasons,d,143,5
572,201608,S12000011,"",18plus,d,Health and Social Care Reasons,"",99,3
573,201608,S12000011,"",18plus,d,Patient and Family Related Reasons,"",13,0
574,201608,S12000011,"",18plus,d,Code 9 AWI,"",31,1
575,201608,S12000011,"",18plus,d,Code 9 Non-AWI,"",0,0
576,201608,S12000011,"",18-74,"",All Delay Reasons,d,8,0
577,201608,S12000011,"",18-74,"",Health and Social Care Reasons,"",8,0
578,201608,S12000011,"",18-74,"",Patient and Family Related Reasons,"",0,0
579,201608,S12000011,"",18-74,"",Code 9 AWI,"",0,0
580,201608,S12000011,"",18-74,"",Code 9 Non-AWI,"",0,0
581,201608,S12000011,"",75plus,"",All Delay Reasons,d,135,4
582,201608,S12000011,"",75plus,"",Health and Social Care Reasons,"",91,3
583,201608,S12000011,"",75plus,"",Patient and Family Related Reasons,"",13,0
584,201608,S12000011,"",75plus,"",Code 9 AWI,"",31,1
585,201608,S12000011,"",75plus,"",Code 9 Non-AWI,"",0,0
586,201608,S12000013,"",18plus,d,All Delay Reasons,d,904,29
587,201608,S12000013,"",18plus,d,Health and Social Care Reasons,"",283,9
588,201608,S12000013,"",18plus,d,Patient and Family Related Reasons,"",0,0
589,201608,S12000013,"",18plus,d,Code 9 AWI,"",120,4
590,201608,S12000013,"",18plus,d,Code 9 Non-AWI,"",501,16
591,201608,S12000013,"",18-74,"",All Delay Reasons,d,192,6
592,201608,S12000013,"",18-74,"",Health and Social Care Reasons,"",134,4
593,201608,S12000013,"",18-74,"",Patient and Family Related Reasons,"",0,0
594,201608,S12000013,"",18-74,"",Code 9 AWI,"",58,2
595,201608,S12000013,"",18-74,"",Code 9 Non-AWI,"",0,0
596,201608,S12000013,"",75plus,"",All Delay Reasons,d,712,23
597,201608,S12000013,"",75plus,"",Health and Social Care Reasons,"",149,5
598,201608,S12000013,"",75plus,"",Patient and Family Related Reasons,"",0,0
599,201608,S12000013,"",75plus,"",Code 9 AWI,"",62,2
600,201608,S12000013,"",75plus,"",Code 9 Non-AWI,"",501,16
601,201608,S12000014,"",18plus,d,All Delay Reasons,d,1848,60
602,201608,S12000014,"",18plus,d,Health and Social Care Reasons,"",1446,47
603,201608,S12000014,"",18plus,d,Patient and Family Related Reasons,"",118,4
604,201608,S12000014,"",18plus,d,Code 9 AWI,"",190,6
605,201608,S12000014,"",18plus,d,Code 9 Non-AWI,"",94,3
606,201608,S12000014,"",18-74,"",All Delay Reasons,d,636,21
607,201608,S12000014,"",18-74,"",Health and Social Care Reasons,"",504,16
608,201608,S12000014,"",18-74,"",Patient and Family Related Reasons,"",31,1
609,201608,S12000014,"",18-74,"",Code 9 AWI,"",19,1
610,201608,S12000014,"",18-74,"",Code 9 Non-AWI,"",82,3
611,201608,S12000014,"",75plus,"",All Delay Reasons,d,1212,39
612,201608,S12000014,"",75plus,"",Health and Social Care Reasons,"",942,30
613,201608,S12000014,"",75plus,"",Patient and Family Related Reasons,"",87,3
614,201608,S12000014,"",75plus,"",Code 9 AWI,"",171,6
615,201608,S12000014,"",75plus,"",Code 9 Non-AWI,"",12,0
616,201608,S12000017,"",18plus,d,All Delay Reasons,d,3687,119
617,201608,S12000017,"",18plus,d,Health and Social Care Reasons,"",1940,63
618,201608,S12000017,"",18plus,d,Patient and Family Related Reasons,"",378,12
619,201608,S12000017,"",18plus,d,Code 9 AWI,"",530,17
620,201608,S12000017,"",18plus,d,Code 9 Non-AWI,"",839,27
621,201608,S12000017,"",18-74,"",All Delay Reasons,d,758,24
622,201608,S12000017,"",18-74,"",Health and Social Care Reasons,"",268,9
623,201608,S12000017,"",18-74,"",Patient and Family Related Reasons,"",61,2
624,201608,S12000017,"",18-74,"",Code 9 AWI,"",84,3
625,201608,S12000017,"",18-74,"",Code 9 Non-AWI,"",345,11
626,201608,S12000017,"",75plus,"",All Delay Reasons,d,2929,94
627,201608,S12000017,"",75plus,"",Health and Social Care Reasons,"",1672,54
628,201608,S12000017,"",75plus,"",Patient and Family Related Reasons,"",317,10
629,201608,S12000017,"",75plus,"",Code 9 AWI,"",446,14
630,201608,S12000017,"",75plus,"",Code 9 Non-AWI,"",494,16
631,201608,S12000018,"",18plus,d,All Delay Reasons,d,280,9
632,201608,S12000018,"",18plus,d,Health and Social Care Reasons,"",207,7
633,201608,S12000018,"",18plus,d,Patient and Family Related Reasons,"",0,0
634,201608,S12000018,"",18plus,d,Code 9 AWI,"",0,0
635,201608,S12000018,"",18plus,d,Code 9 Non-AWI,"",73,2
636,201608,S12000018,"",18-74,"",All Delay Reasons,d,75,2
637,201608,S12000018,"",18-74,"",Health and Social Care Reasons,"",13,0
638,201608,S12000018,"",18-74,"",Patient and Family Related Reasons,"",0,0
639,201608,S12000018,"",18-74,"",Code 9 AWI,"",0,0
640,201608,S12000018,"",18-74,"",Code 9 Non-AWI,"",62,2
641,201608,S12000018,"",75plus,"",All Delay Reasons,d,205,7
642,201608,S12000018,"",75plus,"",Health and Social Care Reasons,"",194,6
643,201608,S12000018,"",75plus,"",Patient and Family Related Reasons,"",0,0
644,201608,S12000018,"",75plus,"",Code 9 AWI,"",0,0
645,201608,S12000018,"",75plus,"",Code 9 Non-AWI,"",11,0
646,201608,S12000019,"",18plus,d,All Delay Reasons,d,824,27
647,201608,S12000019,"",18plus,d,Health and Social Care Reasons,"",622,20
648,201608,S12000019,"",18plus,d,Patient and Family Related Reasons,"",0,0
649,201608,S12000019,"",18plus,d,Code 9 AWI,"",131,4
650,201608,S12000019,"",18plus,d,Code 9 Non-AWI,"",71,2
651,201608,S12000019,"",18-74,"",All Delay Reasons,d,271,9
652,201608,S12000019,"",18-74,"",Health and Social Care Reasons,"",229,7
653,201608,S12000019,"",18-74,"",Patient and Family Related Reasons,"",0,0
654,201608,S12000019,"",18-74,"",Code 9 AWI,"",42,1
655,201608,S12000019,"",18-74,"",Code 9 Non-AWI,"",0,0
656,201608,S12000019,"",75plus,"",All Delay Reasons,d,553,18
657,201608,S12000019,"",75plus,"",Health and Social Care Reasons,"",393,13
658,201608,S12000019,"",75plus,"",Patient and Family Related Reasons,"",0,0
659,201608,S12000019,"",75plus,"",Code 9 AWI,"",89,3
660,201608,S12000019,"",75plus,"",Code 9 Non-AWI,"",71,2
661,201608,S12000020,"",18plus,d,All Delay Reasons,d,960,31
662,201608,S12000020,"",18plus,d,Health and Social Care Reasons,"",752,24
663,201608,S12000020,"",18plus,d,Patient and Family Related Reasons,"",0,0
664,201608,S12000020,"",18plus,d,Code 9 AWI,"",208,7
665,201608,S12000020,"",18plus,d,Code 9 Non-AWI,"",0,0
666,201608,S12000020,"",18-74,"",All Delay Reasons,d,276,9
667,201608,S12000020,"",18-74,"",Health and Social Care Reasons,"",276,9
668,201608,S12000020,"",18-74,"",Patient and Family Related Reasons,"",0,0
669,201608,S12000020,"",18-74,"",Code 9 AWI,"",0,0
670,201608,S12000020,"",18-74,"",Code 9 Non-AWI,"",0,0
671,201608,S12000020,"",75plus,"",All Delay Reasons,d,684,22
672,201608,S12000020,"",75plus,"",Health and Social Care Reasons,"",476,15
673,201608,S12000020,"",75plus,"",Patient and Family Related Reasons,"",0,0
674,201608,S12000020,"",75plus,"",Code 9 AWI,"",208,7
675,201608,S12000020,"",75plus,"",Code 9 Non-AWI,"",0,0
676,201608,S12000021,"",18plus,d,All Delay Reasons,d,707,23
677,201608,S12000021,"",18plus,d,Health and Social Care Reasons,"",669,22
678,201608,S12000021,"",18plus,d,Patient and Family Related Reasons,"",0,0
679,201608,S12000021,"",18plus,d,Code 9 AWI,"",38,1
680,201608,S12000021,"",18plus,d,Code 9 Non-AWI,"",0,0
681,201608,S12000021,"",18-74,"",All Delay Reasons,d,75,2
682,201608,S12000021,"",18-74,"",Health and Social Care Reasons,"",75,2
683,201608,S12000021,"",18-74,"",Patient and Family Related Reasons,"",0,0
684,201608,S12000021,"",18-74,"",Code 9 AWI,"",0,0
685,201608,S12000021,"",18-74,"",Code 9 Non-AWI,"",0,0
686,201608,S12000021,"",75plus,"",All Delay Reasons,d,632,20
687,201608,S12000021,"",75plus,"",Health and Social Care Reasons,"",594,19
688,201608,S12000021,"",75plus,"",Patient and Family Related Reasons,"",0,0
689,201608,S12000021,"",75plus,"",Code 9 AWI,"",38,1
690,201608,S12000021,"",75plus,"",Code 9 Non-AWI,"",0,0
691,201608,S12000023,"",18plus,d,All Delay Reasons,d,174,6
692,201608,S12000023,"",18plus,d,Health and Social Care Reasons,"",89,3
693,201608,S12000023,"",18plus,d,Patient and Family Related Reasons,"",0,0
694,201608,S12000023,"",18plus,d,Code 9 AWI,"",85,3
695,201608,S12000023,"",18plus,d,Code 9 Non-AWI,"",0,0
696,201608,S12000023,"",18-74,"",All Delay Reasons,d,70,2
697,201608,S12000023,"",18-74,"",Health and Social Care Reasons,"",53,2
698,201608,S12000023,"",18-74,"",Patient and Family Related Reasons,"",0,0
699,201608,S12000023,"",18-74,"",Code 9 AWI,"",17,1
700,201608,S12000023,"",18-74,"",Code 9 Non-AWI,"",0,0
701,201608,S12000023,"",75plus,"",All Delay Reasons,d,104,3
702,201608,S12000023,"",75plus,"",Health and Social Care Reasons,"",36,1
703,201608,S12000023,"",75plus,"",Patient and Family Related Reasons,"",0,0
704,201608,S12000023,"",75plus,"",Code 9 AWI,"",68,2
705,201608,S12000023,"",75plus,"",Code 9 Non-AWI,"",0,0
706,201608,S12000026,"",18plus,d,All Delay Reasons,d,983,32
707,201608,S12000026,"",18plus,d,Health and Social Care Reasons,"",742,24
708,201608,S12000026,"",18plus,d,Patient and Family Related Reasons,"",75,2
