_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
390,2012Q3,S08000015,"",S08000015,Cervical,"",5,"",4,""
391,2012Q3,S08000015,"",S08000015,Colorectal,"",26,"",22,""
392,2012Q3,S08000015,"",S08000015,Head & Neck,"",3,"",3,""
393,2012Q3,S08000015,"",S08000015,Lung,"",33,"",33,""
394,2012Q3,S08000015,"",S08000015,Lymphoma,"",5,"",5,""
395,2012Q3,S08000015,"",S08000015,Melanoma,"",7,"",7,""
396,2012Q3,S08000015,"",S08000015,Ovarian,"",6,"",6,""
397,2012Q3,S08000015,"",S08000015,Upper GI,"",17,"",17,""
398,2012Q3,S08000015,"",S08000015,Urological,"",20,"",19,""
399,2012Q3,S08000015,"",S08000017,Breast,"",2,"",2,""
400,2012Q3,S08000015,"",S08000031,Breast,"",1,"",1,""
401,2012Q3,S08000015,"",S08000031,Colorectal,"",3,"",2,""
402,2012Q3,S08000015,"",S08000031,Head & Neck,"",3,"",2,""
403,2012Q3,S08000015,"",S08000031,Lung,"",14,"",14,""
404,2012Q3,S08000015,"",S08000031,Melanoma,"",1,"",1,""
405,2012Q3,S08000015,"",S08000031,Ovarian,"",6,"",6,""
406,2012Q3,S08000015,"",S08000031,Upper GI,"",5,"",4,""
407,2012Q3,S08000015,"",S08000031,Urological,"",1,"",1,""
408,2012Q3,S08000015,"",SB0801,Lung,"",2,"",1,""
409,2012Q3,S08000016,"",S08000016,Breast,"",11,"",11,""
410,2012Q3,S08000016,"",S08000016,Colorectal,"",12,"",12,""
411,2012Q3,S08000016,"",S08000016,Head & Neck,"",2,"",2,""
412,2012Q3,S08000016,"",S08000016,Lung,"",8,"",8,""
413,2012Q3,S08000016,"",S08000016,Lymphoma,"",6,"",6,""
414,2012Q3,S08000016,"",S08000016,Ovarian,"",3,"",3,""
415,2012Q3,S08000016,"",S08000016,Upper GI,"",6,"",6,""
416,2012Q3,S08000016,"",S08000016,Urological,"",18,"",18,""
417,2012Q3,S08000016,"",S08000024,Cervical,"",1,"",1,""
418,2012Q3,S08000016,"",S08000024,Colorectal,"",2,"",1,""
419,2012Q3,S08000016,"",S08000024,Head & Neck,"",2,"",2,""
420,2012Q3,S08000016,"",S08000024,Lung,"",1,"",1,""
421,2012Q3,S08000016,"",S08000024,Upper GI,"",1,"",1,""
422,2012Q3,S08000016,"",S08000024,Urological,"",1,"",1,""
423,2012Q3,S08000017,"",S08000017,Breast,"",23,"",23,""
424,2012Q3,S08000017,"",S08000017,Cervical,"",1,"",1,""
425,2012Q3,S08000017,"",S08000017,Colorectal,"",22,"",21,""
426,2012Q3,S08000017,"",S08000017,Head & Neck,"",1,"",1,""
427,2012Q3,S08000017,"",S08000017,Lung,"",8,"",7,""
428,2012Q3,S08000017,"",S08000017,Lymphoma,"",5,"",5,""
429,2012Q3,S08000017,"",S08000017,Melanoma,"",7,"",7,""
430,2012Q3,S08000017,"",S08000017,Ovarian,"",2,"",2,""
431,2012Q3,S08000017,"",S08000017,Upper GI,"",12,"",12,""
432,2012Q3,S08000017,"",S08000017,Urological,"",22,"",21,""
433,2012Q3,S08000017,"",S08000024,Cervical,"",1,"",0,""
434,2012Q3,S08000017,"",S08000024,Colorectal,"",1,"",1,""
435,2012Q3,S08000017,"",S08000024,Head & Neck,"",3,"",3,""
436,2012Q3,S08000017,"",S08000024,Lung,"",3,"",3,""
437,2012Q3,S08000017,"",S08000024,Ovarian,"",1,"",1,""
438,2012Q3,S08000017,"",S08000024,Upper GI,"",3,"",3,""
439,2012Q3,S08000017,"",S08000024,Urological,"",4,"",4,""
440,2012Q3,S08000017,"",S08000031,Lung,"",1,"",1,""
441,2012Q3,S08000017,"",SB0801,Lung,"",2,"",2,""
442,2012Q3,S08000019,"",S08000019,Breast,"",32,"",31,""
443,2012Q3,S08000019,"",S08000019,Cervical,"",1,"",1,""
444,2012Q3,S08000019,"",S08000019,Colorectal,"",18,"",16,""
445,2012Q3,S08000019,"",S08000019,Head & Neck,"",6,"",6,""
446,2012Q3,S08000019,"",S08000019,Lung,"",31,"",31,""
447,2012Q3,S08000019,"",S08000019,Lymphoma,"",4,"",4,""
448,2012Q3,S08000019,"",S08000019,Melanoma,"",8,"",8,""
449,2012Q3,S08000019,"",S08000019,Ovarian,"",1,"",1,""
450,2012Q3,S08000019,"",S08000019,Upper GI,"",25,"",25,""
451,2012Q3,S08000019,"",S08000019,Urological,"",29,"",25,""
452,2012Q3,S08000019,"",S08000030,Upper GI,"",1,"",1,""
453,2012Q3,S08000019,"",S08000031,Breast,"",2,"",1,""
454,2012Q3,S08000019,"",S08000031,Cervical,"",1,"",1,""
455,2012Q3,S08000019,"",S08000031,Colorectal,"",5,"",3,""
456,2012Q3,S08000019,"",S08000031,Head & Neck,"",3,"",1,""
457,2012Q3,S08000019,"",S08000031,Lung,"",11,"",10,""
458,2012Q3,S08000019,"",S08000031,Melanoma,"",1,"",1,""
459,2012Q3,S08000019,"",S08000031,Ovarian,"",2,"",2,""
460,2012Q3,S08000019,"",S08000031,Upper GI,"",3,"",3,""
461,2012Q3,S08000019,"",S08000031,Urological,"",1,"",1,""
462,2012Q3,S08000019,"",SB0801,Lung,"",4,"",4,""
463,2012Q3,S08000020,"",S08000020,Breast,"",86,"",85,""
464,2012Q3,S08000020,"",S08000020,Cervical,"",5,"",5,""
465,2012Q3,S08000020,"",S08000020,Colorectal,"",62,"",45,""
466,2012Q3,S08000020,"",S08000020,Head & Neck,"",8,"",7,""
467,2012Q3,S08000020,"",S08000020,Lung,"",65,"",58,""
468,2012Q3,S08000020,"",S08000020,Lymphoma,"",10,"",7,""
469,2012Q3,S08000020,"",S08000020,Melanoma,"",9,"",9,""
470,2012Q3,S08000020,"",S08000020,Ovarian,"",3,"",3,""
471,2012Q3,S08000020,"",S08000020,Upper GI,"",24,"",22,""
472,2012Q3,S08000020,"",S08000020,Urological,"",36,"",32,""
473,2012Q3,S08000020,"",S08000024,Urological,"",1,"",0,""
474,2012Q3,S08000020,"",S08000025,Breast,"",2,"",2,""
475,2012Q3,S08000022,"",S08000022,Breast,"",56,"",56,""
476,2012Q3,S08000022,"",S08000022,Colorectal,"",22,"",21,""
477,2012Q3,S08000022,"",S08000022,Head & Neck,"",8,"",8,""
478,2012Q3,S08000022,"",S08000022,Lung,"",32,"",32,""
479,2012Q3,S08000022,"",S08000022,Lymphoma,"",10,"",9,""
480,2012Q3,S08000022,"",S08000022,Melanoma,"",19,"",19,""
481,2012Q3,S08000022,"",S08000022,Ovarian,"",4,"",4,""
482,2012Q3,S08000022,"",S08000022,Upper GI,"",16,"",13,""
483,2012Q3,S08000022,"",S08000022,Urological,"",20,"",19,""
484,2012Q3,S08000022,"",S08000024,Urological,"",2,"",2,""
485,2012Q3,S08000022,"",S08000031,Lung,"",4,"",3,""
486,2012Q3,S08000022,"",S08000031,Lymphoma,"",2,"",2,""
487,2012Q3,S08000022,"",S08000031,Upper GI,"",1,"",1,""
488,2012Q3,S08000022,"",S08000031,Urological,"",2,"",2,""
489,2012Q3,S08000022,"",SB0801,Lung,"",1,"",1,""
490,2012Q3,S08000024,"",S08000019,Breast,"",1,"",1,""
491,2012Q3,S08000024,"",S08000024,Breast,"",142,"",142,""
492,2012Q3,S08000024,"",S08000024,Cervical,"",10,"",9,""
493,2012Q3,S08000024,"",S08000024,Colorectal,"",93,"",74,""
494,2012Q3,S08000024,"",S08000024,Head & Neck,"",18,"",14,""
495,2012Q3,S08000024,"",S08000024,Lung,"",83,"",79,""
496,2012Q3,S08000024,"",S08000024,Lymphoma,"",22,"",21,""
497,2012Q3,S08000024,"",S08000024,Melanoma,"",19,"",19,""
498,2012Q3,S08000024,"",S08000024,Ovarian,"",10,"",10,""
499,2012Q3,S08000024,"",S08000024,Upper GI,"",42,"",41,""
500,2012Q3,S08000024,"",S08000024,Urological,"",80,"",66,""
501,2012Q3,S08000025,"",S08000020,Lung,"",1,"",1,""
502,2012Q3,S08000025,"",S08000020,Lymphoma,"",1,"",0,""
503,2012Q3,S08000025,"",S08000020,Urological,"",2,"",2,""
504,2012Q3,S08000025,"",S08000025,Colorectal,"",1,"",1,""
505,2012Q3,S08000026,"",S08000020,Colorectal,"",1,"",1,""
506,2012Q3,S08000026,"",S08000020,Lung,"",3,"",3,""
507,2012Q3,S08000026,"",S08000020,Ovarian,"",1,"",1,""
508,2012Q3,S08000026,"",S08000020,Upper GI,"",1,"",1,""
509,2012Q3,S08000026,"",S08000026,Breast,"",5,"",5,""
510,2012Q3,S08000026,"",S08000026,Upper GI,"",1,"",1,""
511,2012Q3,S08000028,"",S08000022,Colorectal,"",2,"",2,""
512,2012Q3,S08000028,"",S08000022,Head & Neck,"",1,"",1,""
513,2012Q3,S08000028,"",S08000022,Lung,"",2,"",2,""
514,2012Q3,S08000028,"",S08000028,Colorectal,"",4,"",4,""
515,2012Q3,S08000028,"",S08000028,Lung,"",2,"",2,""
516,2012Q3,S08000028,"",S08000028,Urological,"",2,"",2,""
517,2012Q3,S08000028,"",S08000031,Cervical,"",1,"",1,""
518,2012Q3,S08000029,"",S08000024,Breast,"",2,"",2,""
519,2012Q3,S08000029,"",S08000024,Cervical,"",1,"",0,""
520,2012Q3,S08000029,"",S08000024,Colorectal,"",2,"",2,""
521,2012Q3,S08000029,"",S08000024,Head & Neck,"",3,"",2,""
522,2012Q3,S08000029,"",S08000024,Lung,"",19,"",12,""
523,2012Q3,S08000029,"",S08000024,Ovarian,"",3,"",3,""
524,2012Q3,S08000029,"",S08000024,Upper GI,"",5,"",4,""
525,2012Q3,S08000029,"",S08000024,Urological,"",1,"",1,""
526,2012Q3,S08000029,"",S08000029,Breast,"",22,"",22,""
527,2012Q3,S08000029,"",S08000029,Cervical,"",1,"",1,""
528,2012Q3,S08000029,"",S08000029,Colorectal,"",33,"",31,""
529,2012Q3,S08000029,"",S08000029,Head & Neck,"",1,"",1,""
530,2012Q3,S08000029,"",S08000029,Lung,"",45,"",43,""
531,2012Q3,S08000029,"",S08000029,Lymphoma,"",5,"",5,""
532,2012Q3,S08000029,"",S08000029,Melanoma,"",4,"",4,""
533,2012Q3,S08000029,"",S08000029,Ovarian,"",5,"",5,""
534,2012Q3,S08000029,"",S08000029,Upper GI,"",23,"",23,""
535,2012Q3,S08000029,"",S08000029,Urological,"",36,"",35,""
536,2012Q3,S08000029,"",S08000030,Lung,"",3,"",1,""
537,2012Q3,S08000029,"",S08000030,Melanoma,"",2,"",1,""
538,2012Q3,S08000030,"",S08000024,Lung,"",1,"",0,""
539,2012Q3,S08000030,"",S08000029,Lung,"",1,"",1,""
540,2012Q3,S08000030,"",S08000030,Breast,"",45,"",45,""
541,2012Q3,S08000030,"",S08000030,Colorectal,"",35,"",33,""
542,2012Q3,S08000030,"",S08000030,Head & Neck,"",5,"",5,""
543,2012Q3,S08000030,"",S08000030,Lung,"",42,"",39,""
544,2012Q3,S08000030,"",S08000030,Lymphoma,"",3,"",3,""
545,2012Q3,S08000030,"",S08000030,Melanoma,"",12,"",12,""
546,2012Q3,S08000030,"",S08000030,Ovarian,"",7,"",7,""
547,2012Q3,S08000030,"",S08000030,Upper GI,"",23,"",23,""
548,2012Q3,S08000030,"",S08000030,Urological,"",32,"",30,""
549,2012Q3,S08000031,"",S08000024,Upper GI,"",1,"",1,""
550,2012Q3,S08000031,"",S08000024,Urological,"",1,"",1,""
551,2012Q3,S08000031,"",S08000031,Breast,"",204,"",204,""
552,2012Q3,S08000031,"",S08000031,Cervical,"",3,"",3,""
553,2012Q3,S08000031,"",S08000031,Colorectal,"",105,"",98,""
554,2012Q3,S08000031,"",S08000031,Head & Neck,"",43,"",40,""
555,2012Q3,S08000031,"",S08000031,Lung,"",119,"",115,""
556,2012Q3,S08000031,"",S08000031,Lymphoma,"",16,"",16,""
557,2012Q3,S08000031,"",S08000031,Melanoma,"",28,"",26,""
558,2012Q3,S08000031,"",S08000031,Ovarian,"",3,"",3,""
559,2012Q3,S08000031,"",S08000031,Upper GI,"",78,"",73,""
560,2012Q3,S08000031,"",S08000031,Urological,"",106,"",96,""
561,2012Q3,S08000031,"",S08000032,Breast,"",3,"",3,""
562,2012Q3,S08000031,"",SB0801,Lung,"",18,"",13,""
563,2012Q3,S08000032,"",S08000031,Cervical,"",2,"",2,""
564,2012Q3,S08000032,"",S08000031,Colorectal,"",4,"",3,""
565,2012Q3,S08000032,"",S08000031,Head & Neck,"",2,"",2,""
566,2012Q3,S08000032,"",S08000031,Lung,"",10,"",10,""
567,2012Q3,S08000032,"",S08000031,Melanoma,"",2,"",1,""
568,2012Q3,S08000032,"",S08000031,Ovarian,"",2,"",2,""
569,2012Q3,S08000032,"",S08000031,Upper GI,"",7,"",4,""
570,2012Q3,S08000032,"",S08000032,Breast,"",42,"",42,""
571,2012Q3,S08000032,"",S08000032,Cervical,"",4,"",4,""
572,2012Q3,S08000032,"",S08000032,Colorectal,"",39,"",39,""
573,2012Q3,S08000032,"",S08000032,Head & Neck,"",5,"",5,""
574,2012Q3,S08000032,"",S08000032,Lung,"",30,"",30,""
575,2012Q3,S08000032,"",S08000032,Lymphoma,"",8,"",8,""
576,2012Q3,S08000032,"",S08000032,Melanoma,"",12,"",11,""
577,2012Q3,S08000032,"",S08000032,Ovarian,"",5,"",5,""
578,2012Q3,S08000032,"",S08000032,Upper GI,"",30,"",30,""
579,2012Q3,S08000032,"",S08000032,Urological,"",29,"",28,""
580,2012Q3,S08000032,"",SB0801,Lung,"",7,"",7,""
581,2012Q4,S08000015,"",S08000015,Breast,"",70,"",70,""
582,2012Q4,S08000015,"",S08000015,Cervical,"",1,"",1,""
583,2012Q4,S08000015,"",S08000015,Colorectal,"",50,"",45,""
584,2012Q4,S08000015,"",S08000015,Head & Neck,"",6,"",6,""
585,2012Q4,S08000015,"",S08000015,Lung,"",40,"",39,""
586,2012Q4,S08000015,"",S08000015,Lymphoma,"",4,"",3,""
587,2012Q4,S08000015,"",S08000015,Melanoma,"",6,"",6,""
588,2012Q4,S08000015,"",S08000015,Ovarian,"",2,"",2,""
589,2012Q4,S08000015,"",S08000015,Upper GI,"",17,"",17,""
590,2012Q4,S08000015,"",S08000015,Urological,"",24,"",23,""
591,2012Q4,S08000015,"",S08000017,Breast,"",4,"",4,""
592,2012Q4,S08000015,"",S08000031,Breast,"",1,"",1,""
593,2012Q4,S08000015,"",S08000031,Colorectal,"",4,"",2,""
594,2012Q4,S08000015,"",S08000031,Head & Neck,"",2,"",2,""
595,2012Q4,S08000015,"",S08000031,Lung,"",13,"",13,""
596,2012Q4,S08000015,"",S08000031,Melanoma,"",1,"",1,""
597,2012Q4,S08000015,"",S08000031,Ovarian,"",1,"",1,""
598,2012Q4,S08000015,"",S08000031,Upper GI,"",6,"",5,""
599,2012Q4,S08000015,"",SB0801,Lung,"",6,"",4,""
600,2012Q4,S08000016,"",S08000016,Breast,"",15,"",15,""
601,2012Q4,S08000016,"",S08000016,Cervical,"",1,"",1,""
602,2012Q4,S08000016,"",S08000016,Colorectal,"",7,"",7,""
603,2012Q4,S08000016,"",S08000016,Lung,"",8,"",8,""
604,2012Q4,S08000016,"",S08000016,Lymphoma,"",4,"",4,""
605,2012Q4,S08000016,"",S08000016,Melanoma,"",5,"",5,""
606,2012Q4,S08000016,"",S08000016,Ovarian,"",5,"",5,""
607,2012Q4,S08000016,"",S08000016,Upper GI,"",8,"",8,""
608,2012Q4,S08000016,"",S08000016,Urological,"",11,"",11,""
609,2012Q4,S08000016,"",S08000024,Lung,"",2,"",2,""
610,2012Q4,S08000016,"",S08000024,Upper GI,"",2,"",2,""
611,2012Q4,S08000016,"",S08000024,Urological,"",1,"",1,""
612,2012Q4,S08000017,"",S08000017,Breast,"",13,"",13,""
613,2012Q4,S08000017,"",S08000017,Cervical,"",1,"",1,""
614,2012Q4,S08000017,"",S08000017,Colorectal,"",15,"",14,""
615,2012Q4,S08000017,"",S08000017,Head & Neck,"",2,"",2,""
616,2012Q4,S08000017,"",S08000017,Lung,"",10,"",10,""
617,2012Q4,S08000017,"",S08000017,Lymphoma,"",2,"",2,""
618,2012Q4,S08000017,"",S08000017,Melanoma,"",3,"",3,""
619,2012Q4,S08000017,"",S08000017,Ovarian,"",1,"",1,""
620,2012Q4,S08000017,"",S08000017,Upper GI,"",6,"",6,""
621,2012Q4,S08000017,"",S08000017,Urological,"",14,"",14,""
622,2012Q4,S08000017,"",S08000024,Breast,"",2,"",2,""
623,2012Q4,S08000017,"",S08000024,Colorectal,"",2,"",1,""
624,2012Q4,S08000017,"",S08000024,Lung,"",1,"",1,""
625,2012Q4,S08000017,"",S08000024,Ovarian,"",2,"",2,""
626,2012Q4,S08000017,"",S08000024,Upper GI,"",1,"",1,""
627,2012Q4,S08000017,"",S08000024,Urological,"",3,"",1,""
628,2012Q4,S08000017,"",S08000031,Head & Neck,"",2,"",2,""
629,2012Q4,S08000017,"",SB0801,Lung,"",1,"",1,""
630,2012Q4,S08000019,"",S08000019,Breast,"",32,"",32,""
631,2012Q4,S08000019,"",S08000019,Colorectal,"",32,"",31,""
632,2012Q4,S08000019,"",S08000019,Head & Neck,"",3,"",3,""
633,2012Q4,S08000019,"",S08000019,Lung,"",20,"",20,""
634,2012Q4,S08000019,"",S08000019,Lymphoma,"",7,"",7,""
635,2012Q4,S08000019,"",S08000019,Melanoma,"",8,"",7,""
636,2012Q4,S08000019,"",S08000019,Ovarian,"",2,"",2,""
637,2012Q4,S08000019,"",S08000019,Upper GI,"",19,"",19,""
638,2012Q4,S08000019,"",S08000019,Urological,"",26,"",25,""
639,2012Q4,S08000019,"",S08000024,Upper GI,"",1,"",1,""
640,2012Q4,S08000019,"",S08000031,Cervical,"",1,"",1,""
641,2012Q4,S08000019,"",S08000031,Colorectal,"",4,"",2,""
642,2012Q4,S08000019,"",S08000031,Head & Neck,"",6,"",5,""
643,2012Q4,S08000019,"",S08000031,Lung,"",16,"",15,""
644,2012Q4,S08000019,"",S08000031,Ovarian,"",1,"",1,""
645,2012Q4,S08000019,"",S08000031,Upper GI,"",4,"",4,""
646,2012Q4,S08000019,"",SB0801,Lung,"",6,"",6,""
647,2012Q4,S08000020,"",S08000020,Breast,"",87,"",87,""
648,2012Q4,S08000020,"",S08000020,Cervical,"",4,"",4,""
649,2012Q4,S08000020,"",S08000020,Colorectal,"",58,"",54,""
650,2012Q4,S08000020,"",S08000020,Head & Neck,"",5,"",4,""
651,2012Q4,S08000020,"",S08000020,Lung,"",50,"",48,""
652,2012Q4,S08000020,"",S08000020,Lymphoma,"",10,"",10,""
653,2012Q4,S08000020,"",S08000020,Melanoma,"",6,"",5,""
654,2012Q4,S08000020,"",S08000020,Ovarian,"",6,"",6,""
655,2012Q4,S08000020,"",S08000020,Upper GI,"",36,"",36,""
656,2012Q4,S08000020,"",S08000020,Urological,"",41,"",35,""
657,2012Q4,S08000020,"",S08000024,Breast,"",1,"",1,""
658,2012Q4,S08000020,"",S08000030,Upper GI,"",1,"",1,""
659,2012Q4,S08000022,"",S08000020,Cervical,"",1,"",1,""
660,2012Q4,S08000022,"",S08000020,Lung,"",1,"",1,""
661,2012Q4,S08000022,"",S08000020,Lymphoma,"",1,"",1,""
662,2012Q4,S08000022,"",S08000022,Breast,"",47,"",47,""
663,2012Q4,S08000022,"",S08000022,Colorectal,"",29,"",26,""
664,2012Q4,S08000022,"",S08000022,Head & Neck,"",9,"",6,""
665,2012Q4,S08000022,"",S08000022,Lung,"",38,"",34,""
666,2012Q4,S08000022,"",S08000022,Lymphoma,"",9,"",9,""
667,2012Q4,S08000022,"",S08000022,Melanoma,"",11,"",11,""
668,2012Q4,S08000022,"",S08000022,Ovarian,"",3,"",3,""
669,2012Q4,S08000022,"",S08000022,Upper GI,"",13,"",13,""
670,2012Q4,S08000022,"",S08000022,Urological,"",14,"",12,""
671,2012Q4,S08000022,"",S08000031,Colorectal,"",1,"",1,""
672,2012Q4,S08000022,"",S08000031,Lung,"",2,"",2,""
673,2012Q4,S08000022,"",S08000031,Lymphoma,"",1,"",1,""
674,2012Q4,S08000022,"",S08000031,Upper GI,"",1,"",1,""
675,2012Q4,S08000022,"",S08000031,Urological,"",1,"",1,""
676,2012Q4,S08000024,"",S08000019,Breast,"",1,"",1,""
677,2012Q4,S08000024,"",S08000024,Breast,"",167,"",167,""
678,2012Q4,S08000024,"",S08000024,Cervical,"",4,"",4,""
679,2012Q4,S08000024,"",S08000024,Colorectal,"",108,"",102,""
680,2012Q4,S08000024,"",S08000024,Head & Neck,"",14,"",14,""
681,2012Q4,S08000024,"",S08000024,Lung,"",80,"",78,""
682,2012Q4,S08000024,"",S08000024,Lymphoma,"",17,"",16,""
683,2012Q4,S08000024,"",S08000024,Melanoma,"",20,"",20,""
684,2012Q4,S08000024,"",S08000024,Ovarian,"",6,"",6,""
685,2012Q4,S08000024,"",S08000024,Upper GI,"",69,"",68,""
686,2012Q4,S08000024,"",S08000024,Urological,"",72,"",65,""
687,2012Q4,S08000024,"",S08000029,Breast,"",5,"",5,""
688,2012Q4,S08000025,"",S08000020,Lung,"",1,"",1,""
689,2012Q4,S08000025,"",S08000020,Ovarian,"",1,"",1,""
690,2012Q4,S08000025,"",S08000020,Upper GI,"",2,"",2,""
691,2012Q4,S08000025,"",S08000025,Breast,"",2,"",2,""
692,2012Q4,S08000025,"",S08000025,Colorectal,"",1,"",1,""
693,2012Q4,S08000025,"",S08000025,Melanoma,"",1,"",1,""
694,2012Q4,S08000026,"",S08000020,Colorectal,"",1,"",1,""
695,2012Q4,S08000026,"",S08000020,Head & Neck,"",1,"",1,""
696,2012Q4,S08000026,"",S08000020,Lung,"",1,"",1,""
697,2012Q4,S08000026,"",S08000020,Lymphoma,"",1,"",1,""
698,2012Q4,S08000026,"",S08000020,Upper GI,"",3,"",3,""
699,2012Q4,S08000026,"",S08000026,Colorectal,"",7,"",7,""
700,2012Q4,S08000026,"",S08000026,Melanoma,"",1,"",1,""
701,2012Q4,S08000026,"",S08000026,Upper GI,"",1,"",1,""
702,2012Q4,S08000026,"",S08000026,Urological,"",2,"",2,""
703,2012Q4,S08000028,"",S08000022,Colorectal,"",1,"",1,""
704,2012Q4,S08000028,"",S08000022,Lung,"",2,"",2,""
705,2012Q4,S08000028,"",S08000022,Lymphoma,"",1,"",1,""
706,2012Q4,S08000028,"",S08000022,Upper GI,"",1,"",1,""
707,2012Q4,S08000028,"",S08000022,Urological,"",2,"",2,""
708,2012Q4,S08000028,"",S08000028,Colorectal,"",1,"",1,""
709,2012Q4,S08000028,"",S08000028,Lung,"",2,"",2,""
710,2012Q4,S08000028,"",S08000028,Melanoma,"",2,"",2,""
711,2012Q4,S08000028,"",S08000028,Upper GI,"",1,"",1,""
712,2012Q4,S08000028,"",S08000031,Ovarian,"",1,"",1,""
713,2012Q4,S08000029,"",S08000024,Colorectal,"",2,"",1,""
714,2012Q4,S08000029,"",S08000024,Head & Neck,"",4,"",4,""
715,2012Q4,S08000029,"",S08000024,Lung,"",17,"",12,""
716,2012Q4,S08000029,"",S08000024,Melanoma,"",2,"",2,""
717,2012Q4,S08000029,"",S08000024,Ovarian,"",3,"",3,""
718,2012Q4,S08000029,"",S08000024,Upper GI,"",3,"",3,""
719,2012Q4,S08000029,"",S08000029,Breast,"",22,"",22,""
720,2012Q4,S08000029,"",S08000029,Cervical,"",3,"",3,""
721,2012Q4,S08000029,"",S08000029,Colorectal,"",32,"",32,""
722,2012Q4,S08000029,"",S08000029,Lung,"",26,"",26,""
723,2012Q4,S08000029,"",S08000029,Lymphoma,"",5,"",4,""
724,2012Q4,S08000029,"",S08000029,Melanoma,"",3,"",3,""
725,2012Q4,S08000029,"",S08000029,Ovarian,"",8,"",7,""
726,2012Q4,S08000029,"",S08000029,Upper GI,"",11,"",11,""
727,2012Q4,S08000029,"",S08000029,Urological,"",31,"",31,""
728,2012Q4,S08000030,"",S08000020,Lung,"",1,"",1,""
729,2012Q4,S08000030,"",S08000024,Lung,"",6,"",5,""
730,2012Q4,S08000030,"",S08000030,Breast,"",62,"",61,""
731,2012Q4,S08000030,"",S08000030,Cervical,"",4,"",4,""
732,2012Q4,S08000030,"",S08000030,Colorectal,"",30,"",28,""
733,2012Q4,S08000030,"",S08000030,Head & Neck,"",6,"",5,""
734,2012Q4,S08000030,"",S08000030,Lung,"",41,"",38,""
735,2012Q4,S08000030,"",S08000030,Melanoma,"",6,"",6,""
736,2012Q4,S08000030,"",S08000030,Ovarian,"",6,"",6,""
737,2012Q4,S08000030,"",S08000030,Upper GI,"",15,"",15,""
738,2012Q4,S08000030,"",S08000030,Urological,"",31,"",29,""
739,2012Q4,S08000031,"",S08000022,Colorectal,"",3,"",3,""
740,2012Q4,S08000031,"",S08000031,Breast,"",263,"",262,""
741,2012Q4,S08000031,"",S08000031,Cervical,"",4,"",3,""
742,2012Q4,S08000031,"",S08000031,Colorectal,"",99,"",97,""
743,2012Q4,S08000031,"",S08000031,Head & Neck,"",41,"",39,""
744,2012Q4,S08000031,"",S08000031,Lung,"",142,"",131,""
745,2012Q4,S08000031,"",S08000031,Lymphoma,"",16,"",15,""
746,2012Q4,S08000031,"",S08000031,Melanoma,"",17,"",17,""
747,2012Q4,S08000031,"",S08000031,Ovarian,"",7,"",7,""
748,2012Q4,S08000031,"",S08000031,Upper GI,"",85,"",77,""
749,2012Q4,S08000031,"",S08000031,Urological,"",98,"",87,""
750,2012Q4,S08000031,"",S08000032,Breast,"",14,"",14,""
751,2012Q4,S08000031,"",SB0801,Lung,"",14,"",11,""
752,2012Q4,S08000032,"",S08000024,Upper GI,"",1,"",1,""
753,2012Q4,S08000032,"",S08000031,Cervical,"",6,"",6,""
754,2012Q4,S08000032,"",S08000031,Colorectal,"",3,"",3,""
755,2012Q4,S08000032,"",S08000031,Head & Neck,"",5,"",5,""
756,2012Q4,S08000032,"",S08000031,Lung,"",14,"",14,""
757,2012Q4,S08000032,"",S08000031,Melanoma,"",2,"",2,""
758,2012Q4,S08000032,"",S08000031,Ovarian,"",7,"",7,""
759,2012Q4,S08000032,"",S08000031,Upper GI,"",4,"",3,""
760,2012Q4,S08000032,"",S08000031,Urological,"",1,"",1,""
761,2012Q4,S08000032,"",S08000032,Breast,"",51,"",51,""
762,2012Q4,S08000032,"",S08000032,Cervical,"",4,"",4,""
763,2012Q4,S08000032,"",S08000032,Colorectal,"",40,"",38,""
764,2012Q4,S08000032,"",S08000032,Head & Neck,"",5,"",5,""
765,2012Q4,S08000032,"",S08000032,Lung,"",33,"",33,""
766,2012Q4,S08000032,"",S08000032,Lymphoma,"",10,"",10,""
767,2012Q4,S08000032,"",S08000032,Melanoma,"",10,"",8,""
768,2012Q4,S08000032,"",S08000032,Ovarian,"",3,"",3,""
769,2012Q4,S08000032,"",S08000032,Upper GI,"",25,"",25,""
770,2012Q4,S08000032,"",S08000032,Urological,"",41,"",40,""
771,2012Q4,S08000032,"",SB0801,Lung,"",10,"",10,""
772,2013Q1,S08000015,"",S08000015,Breast,"",72,"",72,""
773,2013Q1,S08000015,"",S08000015,Cervical,"",2,"",2,""
774,2013Q1,S08000015,"",S08000015,Colorectal,"",31,"",28,""
775,2013Q1,S08000015,"",S08000015,Head & Neck,"",11,"",11,""
776,2013Q1,S08000015,"",S08000015,Lung,"",37,"",37,""
777,2013Q1,S08000015,"",S08000015,Lymphoma,"",6,"",6,""
778,2013Q1,S08000015,"",S08000015,Melanoma,"",9,"",9,""
779,2013Q1,S08000015,"",S08000015,Ovarian,"",3,"",3,""
780,2013Q1,S08000015,"",S08000015,Upper GI,"",26,"",26,""
781,2013Q1,S08000015,"",S08000015,Urological,"",35,"",34,""
