_id,MonthOfDelay,HBT,HBTQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
393,201608,S08000030,"",18plus,d,Patient and Family Related Reasons,"",73,2
394,201608,S08000030,"",18plus,d,Code 9 AWI,"",552,18
395,201608,S08000030,"",18plus,d,Code 9 Non-AWI,"",410,13
396,201608,S08000030,"",18-74,"",All Delay Reasons,d,913,29
397,201608,S08000030,"",18-74,"",Health and Social Care Reasons,"",395,13
398,201608,S08000030,"",18-74,"",Patient and Family Related Reasons,"",37,1
399,201608,S08000030,"",18-74,"",Code 9 AWI,"",122,4
400,201608,S08000030,"",18-74,"",Code 9 Non-AWI,"",359,12
401,201608,S08000030,"",75plus,"",All Delay Reasons,d,2232,72
402,201608,S08000030,"",75plus,"",Health and Social Care Reasons,"",1715,55
403,201608,S08000030,"",75plus,"",Patient and Family Related Reasons,"",36,1
404,201608,S08000030,"",75plus,"",Code 9 AWI,"",430,14
405,201608,S08000030,"",75plus,"",Code 9 Non-AWI,"",51,2
406,201608,S08000031,"",18plus,d,All Delay Reasons,d,4747,153
407,201608,S08000031,"",18plus,d,Health and Social Care Reasons,"",3131,101
408,201608,S08000031,"",18plus,d,Patient and Family Related Reasons,"",163,5
409,201608,S08000031,"",18plus,d,Code 9 AWI,"",992,32
410,201608,S08000031,"",18plus,d,Code 9 Non-AWI,"",461,15
411,201608,S08000031,"",18-74,"",All Delay Reasons,d,2144,69
412,201608,S08000031,"",18-74,"",Health and Social Care Reasons,"",1048,34
413,201608,S08000031,"",18-74,"",Patient and Family Related Reasons,"",77,2
414,201608,S08000031,"",18-74,"",Code 9 AWI,"",570,18
415,201608,S08000031,"",18-74,"",Code 9 Non-AWI,"",449,14
416,201608,S08000031,"",75plus,"",All Delay Reasons,d,2603,84
417,201608,S08000031,"",75plus,"",Health and Social Care Reasons,"",2083,67
418,201608,S08000031,"",75plus,"",Patient and Family Related Reasons,"",86,3
419,201608,S08000031,"",75plus,"",Code 9 AWI,"",422,14
420,201608,S08000031,"",75plus,"",Code 9 Non-AWI,"",12,0
421,201608,S08000032,"",18plus,d,All Delay Reasons,d,5945,192
422,201608,S08000032,"",18plus,d,Health and Social Care Reasons,"",4510,145
423,201608,S08000032,"",18plus,d,Patient and Family Related Reasons,"",637,21
424,201608,S08000032,"",18plus,d,Code 9 AWI,"",632,20
425,201608,S08000032,"",18plus,d,Code 9 Non-AWI,"",166,5
426,201608,S08000032,"",18-74,"",All Delay Reasons,d,1630,53
427,201608,S08000032,"",18-74,"",Health and Social Care Reasons,"",1178,38
428,201608,S08000032,"",18-74,"",Patient and Family Related Reasons,"",93,3
429,201608,S08000032,"",18-74,"",Code 9 AWI,"",322,10
430,201608,S08000032,"",18-74,"",Code 9 Non-AWI,"",37,1
431,201608,S08000032,"",75plus,"",All Delay Reasons,d,4315,139
432,201608,S08000032,"",75plus,"",Health and Social Care Reasons,"",3332,107
433,201608,S08000032,"",75plus,"",Patient and Family Related Reasons,"",544,18
434,201608,S08000032,"",75plus,"",Code 9 AWI,"",310,10
435,201608,S08000032,"",75plus,"",Code 9 Non-AWI,"",129,4
436,201608,S92000003,d,18plus,d,All Delay Reasons,d,45551,1469
437,201608,S92000003,d,18plus,d,Health and Social Care Reasons,"",33449,1079
438,201608,S92000003,d,18plus,d,Patient and Family Related Reasons,"",2056,66
439,201608,S92000003,d,18plus,d,Code 9 AWI,"",6414,207
440,201608,S92000003,d,18plus,d,Code 9 Non-AWI,"",3632,117
441,201608,S92000003,d,18-74,"",All Delay Reasons,d,13517,436
442,201608,S92000003,d,18-74,"",Health and Social Care Reasons,"",9089,293
443,201608,S92000003,d,18-74,"",Patient and Family Related Reasons,"",492,16
444,201608,S92000003,d,18-74,"",Code 9 AWI,"",1881,61
445,201608,S92000003,d,18-74,"",Code 9 Non-AWI,"",2055,66
446,201608,S92000003,d,75plus,"",All Delay Reasons,d,32034,1033
447,201608,S92000003,d,75plus,"",Health and Social Care Reasons,"",24360,786
448,201608,S92000003,d,75plus,"",Patient and Family Related Reasons,"",1564,50
449,201608,S92000003,d,75plus,"",Code 9 AWI,"",4533,146
450,201608,S92000003,d,75plus,"",Code 9 Non-AWI,"",1577,51
451,201609,S08000015,"",18plus,d,All Delay Reasons,d,2574,86
452,201609,S08000015,"",18plus,d,Health and Social Care Reasons,"",1745,58
453,201609,S08000015,"",18plus,d,Patient and Family Related Reasons,"",27,1
454,201609,S08000015,"",18plus,d,Code 9 AWI,"",517,17
455,201609,S08000015,"",18plus,d,Code 9 Non-AWI,"",285,10
456,201609,S08000015,"",18-74,"",All Delay Reasons,d,512,17
457,201609,S08000015,"",18-74,"",Health and Social Care Reasons,"",307,10
458,201609,S08000015,"",18-74,"",Patient and Family Related Reasons,"",0,0
459,201609,S08000015,"",18-74,"",Code 9 AWI,"",167,6
460,201609,S08000015,"",18-74,"",Code 9 Non-AWI,"",38,1
461,201609,S08000015,"",75plus,"",All Delay Reasons,d,2062,69
462,201609,S08000015,"",75plus,"",Health and Social Care Reasons,"",1438,48
463,201609,S08000015,"",75plus,"",Patient and Family Related Reasons,"",27,1
464,201609,S08000015,"",75plus,"",Code 9 AWI,"",350,12
465,201609,S08000015,"",75plus,"",Code 9 Non-AWI,"",247,8
466,201609,S08000016,"",18plus,d,All Delay Reasons,d,795,27
467,201609,S08000016,"",18plus,d,Health and Social Care Reasons,"",527,18
468,201609,S08000016,"",18plus,d,Patient and Family Related Reasons,"",69,2
469,201609,S08000016,"",18plus,d,Code 9 AWI,"",140,5
470,201609,S08000016,"",18plus,d,Code 9 Non-AWI,"",59,2
471,201609,S08000016,"",18-74,"",All Delay Reasons,d,226,8
472,201609,S08000016,"",18-74,"",Health and Social Care Reasons,"",106,4
473,201609,S08000016,"",18-74,"",Patient and Family Related Reasons,"",52,2
474,201609,S08000016,"",18-74,"",Code 9 AWI,"",10,0
475,201609,S08000016,"",18-74,"",Code 9 Non-AWI,"",58,2
476,201609,S08000016,"",75plus,"",All Delay Reasons,d,569,19
477,201609,S08000016,"",75plus,"",Health and Social Care Reasons,"",421,14
478,201609,S08000016,"",75plus,"",Patient and Family Related Reasons,"",17,1
479,201609,S08000016,"",75plus,"",Code 9 AWI,"",130,4
480,201609,S08000016,"",75plus,"",Code 9 Non-AWI,"",1,0
481,201609,S08000017,"",18plus,d,All Delay Reasons,d,935,31
482,201609,S08000017,"",18plus,d,Health and Social Care Reasons,"",677,23
483,201609,S08000017,"",18plus,d,Patient and Family Related Reasons,"",30,1
484,201609,S08000017,"",18plus,d,Code 9 AWI,"",228,8
485,201609,S08000017,"",18plus,d,Code 9 Non-AWI,"",0,0
486,201609,S08000017,"",18-74,"",All Delay Reasons,d,264,9
487,201609,S08000017,"",18-74,"",Health and Social Care Reasons,"",229,8
488,201609,S08000017,"",18-74,"",Patient and Family Related Reasons,"",30,1
489,201609,S08000017,"",18-74,"",Code 9 AWI,"",5,0
490,201609,S08000017,"",18-74,"",Code 9 Non-AWI,"",0,0
491,201609,S08000017,"",75plus,"",All Delay Reasons,d,671,22
492,201609,S08000017,"",75plus,"",Health and Social Care Reasons,"",448,15
493,201609,S08000017,"",75plus,"",Patient and Family Related Reasons,"",0,0
494,201609,S08000017,"",75plus,"",Code 9 AWI,"",223,7
495,201609,S08000017,"",75plus,"",Code 9 Non-AWI,"",0,0
496,201609,S08000019,"",18plus,d,All Delay Reasons,d,2965,99
497,201609,S08000019,"",18plus,d,Health and Social Care Reasons,"",2042,68
498,201609,S08000019,"",18plus,d,Patient and Family Related Reasons,"",73,2
499,201609,S08000019,"",18plus,d,Code 9 AWI,"",415,14
500,201609,S08000019,"",18plus,d,Code 9 Non-AWI,"",435,15
501,201609,S08000019,"",18-74,"",All Delay Reasons,d,823,27
502,201609,S08000019,"",18-74,"",Health and Social Care Reasons,"",371,12
503,201609,S08000019,"",18-74,"",Patient and Family Related Reasons,"",16,1
504,201609,S08000019,"",18-74,"",Code 9 AWI,"",31,1
505,201609,S08000019,"",18-74,"",Code 9 Non-AWI,"",405,14
506,201609,S08000019,"",75plus,"",All Delay Reasons,d,2142,71
507,201609,S08000019,"",75plus,"",Health and Social Care Reasons,"",1671,56
508,201609,S08000019,"",75plus,"",Patient and Family Related Reasons,"",57,2
509,201609,S08000019,"",75plus,"",Code 9 AWI,"",384,13
510,201609,S08000019,"",75plus,"",Code 9 Non-AWI,"",30,1
511,201609,S08000020,"",18plus,d,All Delay Reasons,d,4987,166
512,201609,S08000020,"",18plus,d,Health and Social Care Reasons,"",3924,131
513,201609,S08000020,"",18plus,d,Patient and Family Related Reasons,"",103,3
514,201609,S08000020,"",18plus,d,Code 9 AWI,"",730,24
515,201609,S08000020,"",18plus,d,Code 9 Non-AWI,"",230,8
516,201609,S08000020,"",18-74,"",All Delay Reasons,d,1543,51
517,201609,S08000020,"",18-74,"",Health and Social Care Reasons,"",1132,38
518,201609,S08000020,"",18-74,"",Patient and Family Related Reasons,"",51,2
519,201609,S08000020,"",18-74,"",Code 9 AWI,"",218,7
520,201609,S08000020,"",18-74,"",Code 9 Non-AWI,"",142,5
521,201609,S08000020,"",75plus,"",All Delay Reasons,d,3444,115
522,201609,S08000020,"",75plus,"",Health and Social Care Reasons,"",2792,93
523,201609,S08000020,"",75plus,"",Patient and Family Related Reasons,"",52,2
524,201609,S08000020,"",75plus,"",Code 9 AWI,"",512,17
525,201609,S08000020,"",75plus,"",Code 9 Non-AWI,"",88,3
526,201609,S08000022,"",18plus,d,All Delay Reasons,d,4163,139
527,201609,S08000022,"",18plus,d,Health and Social Care Reasons,"",1990,66
528,201609,S08000022,"",18plus,d,Patient and Family Related Reasons,"",574,19
529,201609,S08000022,"",18plus,d,Code 9 AWI,"",551,18
530,201609,S08000022,"",18plus,d,Code 9 Non-AWI,"",1048,35
531,201609,S08000022,"",18-74,"",All Delay Reasons,d,933,31
532,201609,S08000022,"",18-74,"",Health and Social Care Reasons,"",386,13
533,201609,S08000022,"",18-74,"",Patient and Family Related Reasons,"",106,4
534,201609,S08000022,"",18-74,"",Code 9 AWI,"",36,1
535,201609,S08000022,"",18-74,"",Code 9 Non-AWI,"",405,14
536,201609,S08000022,"",75plus,"",All Delay Reasons,d,3230,108
537,201609,S08000022,"",75plus,"",Health and Social Care Reasons,"",1604,53
538,201609,S08000022,"",75plus,"",Patient and Family Related Reasons,"",468,16
539,201609,S08000022,"",75plus,"",Code 9 AWI,"",515,17
540,201609,S08000022,"",75plus,"",Code 9 Non-AWI,"",643,21
541,201609,S08000024,"",18plus,d,All Delay Reasons,d,9830,328
542,201609,S08000024,"",18plus,d,Health and Social Care Reasons,"",8638,288
543,201609,S08000024,"",18plus,d,Patient and Family Related Reasons,"",129,4
544,201609,S08000024,"",18plus,d,Code 9 AWI,"",918,31
545,201609,S08000024,"",18plus,d,Code 9 Non-AWI,"",145,5
546,201609,S08000024,"",18-74,"",All Delay Reasons,d,2867,96
547,201609,S08000024,"",18-74,"",Health and Social Care Reasons,"",2386,80
548,201609,S08000024,"",18-74,"",Patient and Family Related Reasons,"",30,1
549,201609,S08000024,"",18-74,"",Code 9 AWI,"",337,11
550,201609,S08000024,"",18-74,"",Code 9 Non-AWI,"",114,4
551,201609,S08000024,"",75plus,"",All Delay Reasons,d,6963,232
552,201609,S08000024,"",75plus,"",Health and Social Care Reasons,"",6252,208
553,201609,S08000024,"",75plus,"",Patient and Family Related Reasons,"",99,3
554,201609,S08000024,"",75plus,"",Code 9 AWI,"",581,19
555,201609,S08000024,"",75plus,"",Code 9 Non-AWI,"",31,1
556,201609,S08000025,"",18plus,d,All Delay Reasons,d,73,2
557,201609,S08000025,"",18plus,d,Health and Social Care Reasons,"",73,2
558,201609,S08000025,"",18plus,d,Patient and Family Related Reasons,"",0,0
559,201609,S08000025,"",18plus,d,Code 9 AWI,"",0,0
560,201609,S08000025,"",18plus,d,Code 9 Non-AWI,"",0,0
561,201609,S08000025,"",18-74,"",All Delay Reasons,d,0,0
562,201609,S08000025,"",18-74,"",Health and Social Care Reasons,"",0,0
563,201609,S08000025,"",18-74,"",Patient and Family Related Reasons,"",0,0
564,201609,S08000025,"",18-74,"",Code 9 AWI,"",0,0
565,201609,S08000025,"",18-74,"",Code 9 Non-AWI,"",0,0
566,201609,S08000025,"",75plus,"",All Delay Reasons,d,73,2
567,201609,S08000025,"",75plus,"",Health and Social Care Reasons,"",73,2
568,201609,S08000025,"",75plus,"",Patient and Family Related Reasons,"",0,0
569,201609,S08000025,"",75plus,"",Code 9 AWI,"",0,0
570,201609,S08000025,"",75plus,"",Code 9 Non-AWI,"",0,0
571,201609,S08000026,"",18plus,d,All Delay Reasons,d,125,4
572,201609,S08000026,"",18plus,d,Health and Social Care Reasons,"",125,4
573,201609,S08000026,"",18plus,d,Patient and Family Related Reasons,"",0,0
574,201609,S08000026,"",18plus,d,Code 9 AWI,"",0,0
575,201609,S08000026,"",18plus,d,Code 9 Non-AWI,"",0,0
576,201609,S08000026,"",18-74,"",All Delay Reasons,d,18,1
577,201609,S08000026,"",18-74,"",Health and Social Care Reasons,"",18,1
578,201609,S08000026,"",18-74,"",Patient and Family Related Reasons,"",0,0
579,201609,S08000026,"",18-74,"",Code 9 AWI,"",0,0
580,201609,S08000026,"",18-74,"",Code 9 Non-AWI,"",0,0
581,201609,S08000026,"",75plus,"",All Delay Reasons,d,107,4
582,201609,S08000026,"",75plus,"",Health and Social Care Reasons,"",107,4
583,201609,S08000026,"",75plus,"",Patient and Family Related Reasons,"",0,0
584,201609,S08000026,"",75plus,"",Code 9 AWI,"",0,0
585,201609,S08000026,"",75plus,"",Code 9 Non-AWI,"",0,0
586,201609,S08000028,"",18plus,d,All Delay Reasons,d,806,27
587,201609,S08000028,"",18plus,d,Health and Social Care Reasons,"",276,9
588,201609,S08000028,"",18plus,d,Patient and Family Related Reasons,"",0,0
589,201609,S08000028,"",18plus,d,Code 9 AWI,"",81,3
590,201609,S08000028,"",18plus,d,Code 9 Non-AWI,"",449,15
591,201609,S08000028,"",18-74,"",All Delay Reasons,d,198,7
592,201609,S08000028,"",18-74,"",Health and Social Care Reasons,"",149,5
593,201609,S08000028,"",18-74,"",Patient and Family Related Reasons,"",0,0
594,201609,S08000028,"",18-74,"",Code 9 AWI,"",49,2
595,201609,S08000028,"",18-74,"",Code 9 Non-AWI,"",0,0
596,201609,S08000028,"",75plus,"",All Delay Reasons,d,608,20
597,201609,S08000028,"",75plus,"",Health and Social Care Reasons,"",127,4
598,201609,S08000028,"",75plus,"",Patient and Family Related Reasons,"",0,0
599,201609,S08000028,"",75plus,"",Code 9 AWI,"",32,1
600,201609,S08000028,"",75plus,"",Code 9 Non-AWI,"",449,15
601,201609,S08000029,"",18plus,d,All Delay Reasons,d,3768,126
602,201609,S08000029,"",18plus,d,Health and Social Care Reasons,"",2719,91
603,201609,S08000029,"",18plus,d,Patient and Family Related Reasons,"",105,4
604,201609,S08000029,"",18plus,d,Code 9 AWI,"",786,26
605,201609,S08000029,"",18plus,d,Code 9 Non-AWI,"",158,5
606,201609,S08000029,"",18-74,"",All Delay Reasons,d,1359,45
607,201609,S08000029,"",18-74,"",Health and Social Care Reasons,"",932,31
608,201609,S08000029,"",18-74,"",Patient and Family Related Reasons,"",60,2
609,201609,S08000029,"",18-74,"",Code 9 AWI,"",217,7
610,201609,S08000029,"",18-74,"",Code 9 Non-AWI,"",150,5
611,201609,S08000029,"",75plus,"",All Delay Reasons,d,2409,80
612,201609,S08000029,"",75plus,"",Health and Social Care Reasons,"",1787,60
613,201609,S08000029,"",75plus,"",Patient and Family Related Reasons,"",45,2
614,201609,S08000029,"",75plus,"",Code 9 AWI,"",569,19
615,201609,S08000029,"",75plus,"",Code 9 Non-AWI,"",8,0
616,201609,S08000030,"",18plus,d,All Delay Reasons,d,3404,113
617,201609,S08000030,"",18plus,d,Health and Social Care Reasons,"",2386,80
618,201609,S08000030,"",18plus,d,Patient and Family Related Reasons,"",24,1
619,201609,S08000030,"",18plus,d,Code 9 AWI,"",606,20
620,201609,S08000030,"",18plus,d,Code 9 Non-AWI,"",388,13
621,201609,S08000030,"",18-74,"",All Delay Reasons,d,1077,36
622,201609,S08000030,"",18-74,"",Health and Social Care Reasons,"",541,18
623,201609,S08000030,"",18-74,"",Patient and Family Related Reasons,"",3,0
624,201609,S08000030,"",18-74,"",Code 9 AWI,"",203,7
625,201609,S08000030,"",18-74,"",Code 9 Non-AWI,"",330,11
626,201609,S08000030,"",75plus,"",All Delay Reasons,d,2327,78
627,201609,S08000030,"",75plus,"",Health and Social Care Reasons,"",1845,62
628,201609,S08000030,"",75plus,"",Patient and Family Related Reasons,"",21,1
629,201609,S08000030,"",75plus,"",Code 9 AWI,"",403,13
630,201609,S08000030,"",75plus,"",Code 9 Non-AWI,"",58,2
631,201609,S08000031,"",18plus,d,All Delay Reasons,d,4943,165
632,201609,S08000031,"",18plus,d,Health and Social Care Reasons,"",3184,106
633,201609,S08000031,"",18plus,d,Patient and Family Related Reasons,"",197,7
634,201609,S08000031,"",18plus,d,Code 9 AWI,"",1199,40
635,201609,S08000031,"",18plus,d,Code 9 Non-AWI,"",363,12
636,201609,S08000031,"",18-74,"",All Delay Reasons,d,2328,78
637,201609,S08000031,"",18-74,"",Health and Social Care Reasons,"",1217,41
638,201609,S08000031,"",18-74,"",Patient and Family Related Reasons,"",86,3
639,201609,S08000031,"",18-74,"",Code 9 AWI,"",662,22
640,201609,S08000031,"",18-74,"",Code 9 Non-AWI,"",363,12
641,201609,S08000031,"",75plus,"",All Delay Reasons,d,2615,87
642,201609,S08000031,"",75plus,"",Health and Social Care Reasons,"",1967,66
643,201609,S08000031,"",75plus,"",Patient and Family Related Reasons,"",111,4
644,201609,S08000031,"",75plus,"",Code 9 AWI,"",537,18
645,201609,S08000031,"",75plus,"",Code 9 Non-AWI,"",0,0
646,201609,S08000032,"",18plus,d,All Delay Reasons,d,5706,190
647,201609,S08000032,"",18plus,d,Health and Social Care Reasons,"",4451,148
648,201609,S08000032,"",18plus,d,Patient and Family Related Reasons,"",616,21
649,201609,S08000032,"",18plus,d,Code 9 AWI,"",501,17
650,201609,S08000032,"",18plus,d,Code 9 Non-AWI,"",138,5
651,201609,S08000032,"",18-74,"",All Delay Reasons,d,1698,57
652,201609,S08000032,"",18-74,"",Health and Social Care Reasons,"",1340,45
653,201609,S08000032,"",18-74,"",Patient and Family Related Reasons,"",68,2
654,201609,S08000032,"",18-74,"",Code 9 AWI,"",232,8
655,201609,S08000032,"",18-74,"",Code 9 Non-AWI,"",58,2
656,201609,S08000032,"",75plus,"",All Delay Reasons,d,4008,134
657,201609,S08000032,"",75plus,"",Health and Social Care Reasons,"",3111,104
658,201609,S08000032,"",75plus,"",Patient and Family Related Reasons,"",548,18
659,201609,S08000032,"",75plus,"",Code 9 AWI,"",269,9
660,201609,S08000032,"",75plus,"",Code 9 Non-AWI,"",80,3
661,201609,S92000003,d,18plus,d,All Delay Reasons,d,45074,1502
662,201609,S92000003,d,18plus,d,Health and Social Care Reasons,"",32757,1092
663,201609,S92000003,d,18plus,d,Patient and Family Related Reasons,"",1947,65
664,201609,S92000003,d,18plus,d,Code 9 AWI,"",6672,222
665,201609,S92000003,d,18plus,d,Code 9 Non-AWI,"",3698,123
666,201609,S92000003,d,18-74,"",All Delay Reasons,d,13846,462
667,201609,S92000003,d,18-74,"",Health and Social Care Reasons,"",9114,304
668,201609,S92000003,d,18-74,"",Patient and Family Related Reasons,"",502,17
669,201609,S92000003,d,18-74,"",Code 9 AWI,"",2167,72
670,201609,S92000003,d,18-74,"",Code 9 Non-AWI,"",2063,69
671,201609,S92000003,d,75plus,"",All Delay Reasons,d,31228,1041
672,201609,S92000003,d,75plus,"",Health and Social Care Reasons,"",23643,788
673,201609,S92000003,d,75plus,"",Patient and Family Related Reasons,"",1445,48
674,201609,S92000003,d,75plus,"",Code 9 AWI,"",4505,150
675,201609,S92000003,d,75plus,"",Code 9 Non-AWI,"",1635,55
676,201610,S08000015,"",18plus,d,All Delay Reasons,d,2711,87
677,201610,S08000015,"",18plus,d,Health and Social Care Reasons,"",1861,60
678,201610,S08000015,"",18plus,d,Patient and Family Related Reasons,"",0,0
679,201610,S08000015,"",18plus,d,Code 9 AWI,"",641,21
680,201610,S08000015,"",18plus,d,Code 9 Non-AWI,"",209,7
681,201610,S08000015,"",18-74,"",All Delay Reasons,d,594,19
682,201610,S08000015,"",18-74,"",Health and Social Care Reasons,"",351,11
683,201610,S08000015,"",18-74,"",Patient and Family Related Reasons,"",0,0
684,201610,S08000015,"",18-74,"",Code 9 AWI,"",196,6
685,201610,S08000015,"",18-74,"",Code 9 Non-AWI,"",47,2
686,201610,S08000015,"",75plus,"",All Delay Reasons,d,2117,68
687,201610,S08000015,"",75plus,"",Health and Social Care Reasons,"",1510,49
688,201610,S08000015,"",75plus,"",Patient and Family Related Reasons,"",0,0
689,201610,S08000015,"",75plus,"",Code 9 AWI,"",445,14
690,201610,S08000015,"",75plus,"",Code 9 Non-AWI,"",162,5
691,201610,S08000016,"",18plus,d,All Delay Reasons,d,974,31
692,201610,S08000016,"",18plus,d,Health and Social Care Reasons,"",682,22
693,201610,S08000016,"",18plus,d,Patient and Family Related Reasons,"",12,0
694,201610,S08000016,"",18plus,d,Code 9 AWI,"",174,6
695,201610,S08000016,"",18plus,d,Code 9 Non-AWI,"",106,3
696,201610,S08000016,"",18-74,"",All Delay Reasons,d,256,8
697,201610,S08000016,"",18-74,"",Health and Social Care Reasons,"",121,4
698,201610,S08000016,"",18-74,"",Patient and Family Related Reasons,"",6,0
