id,mdate,year,month,iswinter,hb,hb_name,age_group,reason_for_delay,number_of_delayed_bed_days,avg_20182019,percent_var
210,2016-07-01,2016,7,FALSE,S08000032,NHS Lanarkshire,75plus,Code 9 Non-AWI,56,34.625,61.73285198555957
211,2016-07-01,2016,7,FALSE,S92000003,All Scotland,All (18plus),All Delay Reasons,43919,43572.375,0.7955155072451295
212,2016-07-01,2016,7,FALSE,S92000003,All Scotland,All (18plus),Health and Social Care Reasons,32713,33860.666666666664,-3.3893800082691747
213,2016-07-01,2016,7,FALSE,S92000003,All Scotland,All (18plus),Patient and Family Related Reasons,1877,1214.0416666666667,54.607543672993096
214,2016-07-01,2016,7,FALSE,S92000003,All Scotland,All (18plus),Code 9 AWI,5990,5813.041666666667,3.0441607592123976
215,2016-07-01,2016,7,FALSE,S92000003,All Scotland,All (18plus),Code 9 Non-AWI,3339,2684.625,24.374912697304094
216,2016-07-01,2016,7,FALSE,S92000003,All Scotland,18-74,All Delay Reasons,13145,13944.333333333334,-5.732316592164086
217,2016-07-01,2016,7,FALSE,S92000003,All Scotland,18-74,Health and Social Care Reasons,9114,9509.25,-4.156479217603912
218,2016-07-01,2016,7,FALSE,S92000003,All Scotland,18-74,Patient and Family Related Reasons,214,344.875,-37.948532076839435
219,2016-07-01,2016,7,FALSE,S92000003,All Scotland,18-74,Code 9 AWI,1761,2028.0833333333335,-13.169248469408727
220,2016-07-01,2016,7,FALSE,S92000003,All Scotland,18-74,Code 9 Non-AWI,2056,2062.125,-0.29702370127902045
221,2016-07-01,2016,7,FALSE,S92000003,All Scotland,75plus,All Delay Reasons,30774,29628.041666666668,3.8678166657994284
222,2016-07-01,2016,7,FALSE,S92000003,All Scotland,75plus,Health and Social Care Reasons,23599,24351.416666666668,-3.0898270805599997
223,2016-07-01,2016,7,FALSE,S92000003,All Scotland,75plus,Patient and Family Related Reasons,1663,869.1666666666666,91.33269415148611
224,2016-07-01,2016,7,FALSE,S92000003,All Scotland,75plus,Code 9 AWI,4229,3784.9583333333335,11.731745175530328
225,2016-07-01,2016,7,FALSE,S92000003,All Scotland,75plus,Code 9 Non-AWI,1283,622.5,106.10441767068274
226,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,All (18plus),All Delay Reasons,2904,3844.625,-24.465975225151997
227,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,All (18plus),Health and Social Care Reasons,2186,3214.5,-31.99564473479546
228,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,All (18plus),Patient and Family Related Reasons,44,21.583333333333336,103.86100386100384
229,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,All (18plus),Code 9 AWI,450,485.6666666666667,-7.343857240905975
230,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,All (18plus),Code 9 Non-AWI,224,122.875,82.29908443540184
231,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,18-74,All Delay Reasons,409,850.125,-51.8894280252904
232,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,18-74,Health and Social Care Reasons,262,674.5416666666667,-61.15881153869912
233,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,18-74,Patient and Family Related Reasons,0,3.0833333333333335,-100.00000000000001
234,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,18-74,Code 9 AWI,93,113.95833333333334,-18.39122486288849
235,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,18-74,Code 9 Non-AWI,54,58.541666666666664,-7.758007117437718
236,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,75plus,All Delay Reasons,2495,2994.5,-16.680581065286358
237,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,75plus,Health and Social Care Reasons,1924,2539.9583333333335,-24.250725897734547
238,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,75plus,Patient and Family Related Reasons,44,18.5,137.83783783783784
239,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,75plus,Code 9 AWI,357,371.7083333333333,-3.9569554982625217
240,2016-08-01,2016,8,FALSE,S08000015,NHS Ayrshire and Arran,75plus,Code 9 Non-AWI,170,64.33333333333333,164.24870466321246
241,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,All (18plus),All Delay Reasons,936,1008.9583333333334,-7.23105513111708
242,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,All (18plus),Health and Social Care Reasons,683,749.7916666666666,-8.908030008335643
243,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,All (18plus),Patient and Family Related Reasons,75,63.29166666666667,18.49901250822909
244,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,All (18plus),Code 9 AWI,90,163.125,-44.827586206896555
245,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,All (18plus),Code 9 Non-AWI,88,32.75,168.70229007633588
246,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,18-74,All Delay Reasons,280,298.7916666666667,-6.289220471342915
247,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,18-74,Health and Social Care Reasons,171,174.33333333333331,-1.9120458891013277
248,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,18-74,Patient and Family Related Reasons,42,32.708333333333336,28.4076433121019
249,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,18-74,Code 9 AWI,0,67.29166666666666,-100
250,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,18-74,Code 9 Non-AWI,67,24.458333333333336,173.93526405451445
251,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,75plus,All Delay Reasons,656,710.1666666666666,-7.627317531095981
252,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,75plus,Health and Social Care Reasons,512,575.4583333333334,-11.027441894142356
253,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,75plus,Patient and Family Related Reasons,33,30.583333333333336,7.901907356948221
254,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,75plus,Code 9 AWI,90,95.83333333333334,-6.08695652173914
255,2016-08-01,2016,8,FALSE,S08000016,NHS Borders,75plus,Code 9 Non-AWI,21,8.291666666666666,153.26633165829148
256,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,All (18plus),All Delay Reasons,929,1421.7916666666665,-34.65990680772499
257,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,All (18plus),Health and Social Care Reasons,665,1153.625,-42.35561816014736
258,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,All (18plus),Patient and Family Related Reasons,13,38.91666666666667,-66.59528907922912
259,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,All (18plus),Code 9 AWI,251,175.58333333333334,42.95206454674893
260,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,All (18plus),Code 9 Non-AWI,0,53.66666666666667,-100
261,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,18-74,All Delay Reasons,204,441.20833333333337,-53.763339314382854
262,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,18-74,Health and Social Care Reasons,154,321.08333333333337,-52.03737347521412
263,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,18-74,Patient and Family Related Reasons,13,11.5,13.043478260869565
264,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,18-74,Code 9 AWI,37,65.41666666666666,-43.43949044585986
265,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,18-74,Code 9 Non-AWI,0,43.20833333333333,-100
266,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,75plus,All Delay Reasons,725,980.5833333333333,-26.064417438599467
267,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,75plus,Health and Social Care Reasons,511,832.5416666666667,-38.62169060607578
268,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,75plus,Patient and Family Related Reasons,0,27.416666666666668,-100
269,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,75plus,Code 9 AWI,214,110.16666666666666,94.25113464447807
270,2016-08-01,2016,8,FALSE,S08000017,NHS Dumfries and Galloway,75plus,Code 9 Non-AWI,0,10.458333333333334,-100.00000000000001
271,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,All (18plus),All Delay Reasons,2985,2663.9166666666665,12.05305471267245
272,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,All (18plus),Health and Social Care Reasons,2186,1752.625,24.72719492190286
273,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,All (18plus),Patient and Family Related Reasons,125,169,-26.035502958579883
274,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,All (18plus),Code 9 AWI,377,514.2083333333334,-26.683413013532135
275,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,All (18plus),Code 9 Non-AWI,297,228.08333333333331,30.215564486664242
276,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,18-74,All Delay Reasons,1030,774,33.07493540051679
277,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,18-74,Health and Social Care Reasons,664,405.79166666666663,63.6307629120033
278,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,18-74,Patient and Family Related Reasons,31,19.791666666666664,56.63157894736844
279,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,18-74,Code 9 AWI,50,147.79166666666666,-66.16859317733295
280,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,18-74,Code 9 Non-AWI,285,200.625,42.05607476635514
281,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,75plus,All Delay Reasons,1955,1889.9166666666667,3.443714449490714
282,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,75plus,Health and Social Care Reasons,1522,1346.8333333333333,13.00581611186735
283,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,75plus,Patient and Family Related Reasons,94,149.20833333333334,-37.00083775481709
284,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,75plus,Code 9 AWI,327,366.4166666666667,-10.75733454628156
285,2016-08-01,2016,8,FALSE,S08000019,NHS Forth Valley,75plus,Code 9 Non-AWI,12,27.458333333333332,-56.29742033383915
286,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,All (18plus),All Delay Reasons,4965,3568.2083333333335,39.14546282564779
287,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,All (18plus),Health and Social Care Reasons,3815,2892.7916666666665,31.87952813746814
288,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,All (18plus),Patient and Family Related Reasons,227,101.04166666666666,124.659793814433
289,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,All (18plus),Code 9 AWI,675,414.3333333333333,62.91230893000805
290,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,All (18plus),Code 9 Non-AWI,248,160.04166666666666,54.95964592554023
291,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,18-74,All Delay Reasons,1554,947.4166666666666,64.0249802093412
292,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,18-74,Health and Social Care Reasons,1142,647.5416666666666,76.35930763786115
293,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,18-74,Patient and Family Related Reasons,53,20.708333333333336,155.93561368209254
294,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,18-74,Code 9 AWI,173,153.5,12.703583061889251
295,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,18-74,Code 9 Non-AWI,186,125.66666666666667,48.01061007957559
296,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,75plus,All Delay Reasons,3411,2620.7916666666665,30.151512742650922
297,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,75plus,Health and Social Care Reasons,2673,2245.25,19.051330586794343
298,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,75plus,Patient and Family Related Reasons,174,80.33333333333333,116.59751037344401
299,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,75plus,Code 9 AWI,502,260.8333333333333,92.46006389776359
300,2016-08-01,2016,8,FALSE,S08000020,NHS Grampian,75plus,Code 9 Non-AWI,62,34.375,80.36363636363636
301,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,All (18plus),All Delay Reasons,4277,3831.0416666666665,11.640654739246294
302,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,All (18plus),Health and Social Care Reasons,2365,2818.3333333333335,-16.085156712004736
303,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,All (18plus),Patient and Family Related Reasons,485,99.83333333333334,385.8096828046744
304,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,All (18plus),Code 9 AWI,588,600.6666666666667,-2.1087680355161056
305,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,All (18plus),Code 9 Non-AWI,839,312.20833333333337,168.73081542773252
306,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,18-74,All Delay Reasons,861,1040.875,-17.281133661582803
307,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,18-74,Health and Social Care Reasons,344,665.1666666666666,-48.28363818591831
308,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,18-74,Patient and Family Related Reasons,88,18.333333333333336,379.99999999999994
309,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,18-74,Code 9 AWI,84,173.29166666666669,-51.526809329165665
310,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,18-74,Code 9 Non-AWI,345,184.08333333333334,87.4151199637845
311,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,75plus,All Delay Reasons,3416,2790.1666666666665,22.429962367839444
312,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,75plus,Health and Social Care Reasons,2021,2153.1666666666665,-6.138245994271996
313,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,75plus,Patient and Family Related Reasons,397,81.5,387.1165644171779
314,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,75plus,Code 9 AWI,504,427.375,17.929219069903482
315,2016-08-01,2016,8,FALSE,S08000022,NHS Highland,75plus,Code 9 Non-AWI,494,128.125,285.5609756097561
316,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,All (18plus),All Delay Reasons,9608,9461.625,1.5470386957842865
317,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,All (18plus),Health and Social Care Reasons,8311,8265.083333333332,0.5555499541242926
318,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,All (18plus),Patient and Family Related Reasons,152,235.375,-35.422198619224645
319,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,All (18plus),Code 9 AWI,927,833.5416666666667,11.212196950762298
320,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,All (18plus),Code 9 Non-AWI,218,127.625,70.81292850146914
321,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,18-74,All Delay Reasons,2992,2761.1666666666665,8.359992756684983
322,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,18-74,Health and Social Care Reasons,2584,2309.75,11.87357939170906
323,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,18-74,Patient and Family Related Reasons,27,84.58333333333334,-68.07881773399015
324,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,18-74,Code 9 AWI,257,259.95833333333337,-1.1380028850777513
325,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,18-74,Code 9 Non-AWI,124,106.875,16.023391812865498
326,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,75plus,All Delay Reasons,6616,6700.458333333334,-1.2604859120333898
327,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,75plus,Health and Social Care Reasons,5727,5955.333333333334,-3.834098287249534
328,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,75plus,Patient and Family Related Reasons,125,150.79166666666669,-17.104172423321373
329,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,75plus,Code 9 AWI,670,573.5833333333334,16.809530727880276
330,2016-08-01,2016,8,FALSE,S08000024,NHS Lothian,75plus,Code 9 Non-AWI,94,20.75,353.0120481927711
331,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,All (18plus),All Delay Reasons,143,24.5,483.6734693877551
332,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,All (18plus),Health and Social Care Reasons,58,15.166666666666666,282.4175824175825
333,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,All (18plus),Patient and Family Related Reasons,0,0.33333333333333337,-100
334,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,All (18plus),Code 9 AWI,85,7.708333333333333,1002.7027027027028
335,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,All (18plus),Code 9 Non-AWI,0,1.2916666666666663,-100
336,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,18-74,All Delay Reasons,39,7.25,437.9310344827586
337,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,18-74,Health and Social Care Reasons,22,2.25,877.7777777777778
338,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,18-74,Patient and Family Related Reasons,0,0,NA
339,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,18-74,Code 9 AWI,17,3.7083333333333335,358.42696629213475
340,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,18-74,Code 9 Non-AWI,0,1.2916666666666663,-100
341,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,75plus,All Delay Reasons,104,17.25,502.8985507246377
342,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,75plus,Health and Social Care Reasons,36,12.916666666666666,178.70967741935485
343,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,75plus,Patient and Family Related Reasons,0,0.33333333333333337,-100
344,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,75plus,Code 9 AWI,68,4,1600
345,2016-08-01,2016,8,FALSE,S08000025,NHS Orkney,75plus,Code 9 Non-AWI,0,0,NA
346,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,All (18plus),All Delay Reasons,253,119.75,111.27348643006263
347,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,All (18plus),Health and Social Care Reasons,253,108.375,133.44867358708188
348,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,All (18plus),Patient and Family Related Reasons,0,7.666666666666666,-100
349,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,All (18plus),Code 9 AWI,0,0,NA
350,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,All (18plus),Code 9 Non-AWI,0,3.7083333333333326,-100
351,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,18-74,All Delay Reasons,46,30.541666666666664,50.61391541609824
352,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,18-74,Health and Social Care Reasons,46,26.083333333333336,76.35782747603832
353,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,18-74,Patient and Family Related Reasons,0,2.6666666666666665,-99.99999999999999
354,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,18-74,Code 9 AWI,0,0,NA
355,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,18-74,Code 9 Non-AWI,0,1.7916666666666665,-100
356,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,75plus,All Delay Reasons,207,89.20833333333333,132.0411022886502
357,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,75plus,Health and Social Care Reasons,207,82.29166666666667,151.54430379746833
358,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,75plus,Patient and Family Related Reasons,0,5,-100
359,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,75plus,Code 9 AWI,0,0,NA
360,2016-08-01,2016,8,FALSE,S08000026,NHS Shetland,75plus,Code 9 Non-AWI,0,1.9166666666666665,-100
361,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,All (18plus),All Delay Reasons,891,585.4583333333334,52.18845633762721
362,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,All (18plus),Health and Social Care Reasons,270,271.75,-0.6439742410303588
363,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,All (18plus),Patient and Family Related Reasons,0,4.75,-100
364,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,All (18plus),Code 9 AWI,120,26.875,346.51162790697674
365,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,All (18plus),Code 9 Non-AWI,501,282.0833333333333,77.60709010339735
366,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,18-74,All Delay Reasons,179,129.95833333333334,37.736453991663986
367,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,18-74,Health and Social Care Reasons,121,64.95833333333333,86.27325208466966
368,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,18-74,Patient and Family Related Reasons,0,1.0416666666666667,-100
369,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,18-74,Code 9 AWI,58,13.625,325.6880733944954
370,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,18-74,Code 9 Non-AWI,0,50.33333333333333,-100
371,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,75plus,All Delay Reasons,712,455.5,56.311745334796925
372,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,75plus,Health and Social Care Reasons,149,206.79166666666666,-27.94680636711666
373,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,75plus,Patient and Family Related Reasons,0,3.7083333333333335,-100
374,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,75plus,Code 9 AWI,62,13.25,367.92452830188677
375,2016-08-01,2016,8,FALSE,S08000028,NHS Western Isles,75plus,Code 9 Non-AWI,501,231.75,116.18122977346279
376,2016-08-01,2016,8,FALSE,S08000029,NHS Fife,All (18plus),All Delay Reasons,3823,2818.541666666667,35.63751940276442
