date,hbt,hb_name,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,percent_meeting_target
2018-04-01,S08000020,NHS Grampian,N332H,Minor Injury Unit or Other,38,38,100
2018-04-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,1420,1417,99.78873239436619
2018-04-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,661,657,99.39485627836612
2018-04-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,261,259,99.23371647509579
2018-04-01,S08000020,NHS Grampian,N336H,Minor Injury Unit or Other,112,112,100
2018-04-01,S08000020,NHS Grampian,N337H,Minor Injury Unit or Other,279,275,98.56630824372759
2018-04-01,S08000020,NHS Grampian,N411H,Emergency Department,2068,2006,97.00193423597679
2018-04-01,S08000020,NHS Grampian,N431H,Minor Injury Unit or Other,50,50,100
2018-04-01,S08000020,NHS Grampian,N432H,Minor Injury Unit or Other,19,19,100
2018-04-01,S08000020,NHS Grampian,N433H,Minor Injury Unit or Other,103,103,100
2018-04-01,S08000020,NHS Grampian,N451H,Minor Injury Unit or Other,27,27,100
2018-04-01,S08000020,NHS Grampian,N494H,Minor Injury Unit or Other,72,72,100
2018-04-01,S08000020,NHS Grampian,N683C,Minor Injury Unit or Other,51,51,100
2018-04-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,1405,1381,98.29181494661921
2018-04-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,2586,2425,93.77416860015468
2018-04-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,5653,4773,84.4330444012029
2018-04-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,7785,6471,83.121387283237
2018-04-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,1685,1684,99.9406528189911
2018-04-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,2787,2787,100
2018-04-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,8477,6716,79.22614132358146
2018-04-01,S08000031,NHS Greater Glasgow and Clyde,G513H,Emergency Department,5381,5240,97.3796692064672
2018-04-01,S08000031,NHS Greater Glasgow and Clyde,G516H,Minor Injury Unit or Other,348,348,100
2018-04-01,S08000022,NHS Highland,C106H,Minor Injury Unit or Other,688,688,100
2018-04-01,S08000022,NHS Highland,C108H,Minor Injury Unit or Other,127,127,100
2018-04-01,S08000022,NHS Highland,C113H,Minor Injury Unit or Other,355,352,99.15492957746478
2018-04-01,S08000022,NHS Highland,C121H,Emergency Department,708,679,95.90395480225989
2018-04-01,S08000022,NHS Highland,C122H,Minor Injury Unit or Other,551,548,99.45553539019963
2018-04-01,S08000022,NHS Highland,H101H,Minor Injury Unit or Other,158,158,100
2018-04-01,S08000022,NHS Highland,H103H,Emergency Department,640,617,96.40625
2018-04-01,S08000022,NHS Highland,H106H,Minor Injury Unit or Other,55,55,100
2018-04-01,S08000022,NHS Highland,H202H,Emergency Department,2781,2587,93.02409205321827
2018-04-01,S08000022,NHS Highland,H208H,Minor Injury Unit or Other,339,339,100
2018-04-01,S08000022,NHS Highland,H210H,Minor Injury Unit or Other,61,61,100
2018-04-01,S08000022,NHS Highland,H212H,Emergency Department,814,792,97.2972972972973
2018-04-01,S08000022,NHS Highland,H214H,Minor Injury Unit or Other,430,430,100
2018-04-01,S08000022,NHS Highland,H215H,Minor Injury Unit or Other,170,170,100
2018-04-01,S08000022,NHS Highland,H217H,Minor Injury Unit or Other,43,43,100
2018-04-01,S08000022,NHS Highland,H219H,Minor Injury Unit or Other,148,148,100
2018-04-01,S08000022,NHS Highland,H224H,Minor Injury Unit or Other,336,329,97.91666666666666
2018-04-01,S08000022,NHS Highland,H227B,Minor Injury Unit or Other,129,129,100
2018-04-01,S08000022,NHS Highland,H227H,Minor Injury Unit or Other,88,88,100
2018-04-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,5647,5380,95.27182574818488
2018-04-01,S08000032,NHS Lanarkshire,L206H,Minor Injury Unit or Other,58,58,100
2018-04-01,S08000032,NHS Lanarkshire,L207H,Minor Injury Unit or Other,67,67,100
2018-04-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,5333,4658,87.342958934933435
2018-04-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,6261,5440,86.88707874141511
2018-04-01,S08000024,NHS Lothian,S108H,Minor Injury Unit or Other,127,127,100
2018-04-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,4057,3322,81.88316490017255
2018-04-01,S08000024,NHS Lothian,S308H,Emergency Department,4674,4207,90.00855798031665
2018-04-01,S08000024,NHS Lothian,S314H,Emergency Department,9741,7129,73.18550456831947
2018-04-01,S08000024,NHS Lothian,S319H,Emergency Department,3937,3794,96.36779273558547
2018-04-01,S08000025,NHS Orkney,R103H,Emergency Department,533,509,95.49718574108817
2018-04-01,S08000026,NHS Shetland,Z102H,Emergency Department,647,618,95.5177743431221
2018-04-01,S08000030,NHS Tayside,T101H,Emergency Department,4113,4036,98.12788718696815
2018-04-01,S08000030,NHS Tayside,T202H,Emergency Department,2002,1961,97.95204795204795
2018-04-01,S08000030,NHS Tayside,T205H,Minor Injury Unit or Other,18,18,100
2018-04-01,S08000030,NHS Tayside,T209H,Minor Injury Unit or Other,317,315,99.36908517350159
2018-04-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,1191,1191,100
2018-04-01,S08000030,NHS Tayside,T305H,Minor Injury Unit or Other,167,167,100
2018-04-01,S08000030,NHS Tayside,T316H,Minor Injury Unit or Other,107,107,100
2018-04-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,535,535,100
2018-04-01,S08000030,NHS Tayside,T320H,Minor Injury Unit or Other,196,196,100
2018-04-01,S08000030,NHS Tayside,T357C,Minor Injury Unit or Other,340,340,100
2018-04-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,57,57,100
2018-04-01,S08000028,NHS Western Isles,W107H,Emergency Department,602,597,99.16943521594685
2018-04-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,126,126,100
2018-05-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,283,281,99.29328621908127
2018-05-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,78,78,100
2018-05-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,6410,6239,97.33229329173166
2018-05-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,3513,3385,96.35639054938798
2018-05-01,S08000015,NHS Ayrshire and Arran,A216H,Minor Injury Unit or Other,80,80,100
2018-05-01,S08000016,NHS Borders,B103H,Minor Injury Unit or Other,10,10,100
2018-05-01,S08000016,NHS Borders,B105H,Minor Injury Unit or Other,89,89,100
2018-05-01,S08000016,NHS Borders,B114H,Minor Injury Unit or Other,16,16,100
2018-05-01,S08000016,NHS Borders,B118H,Minor Injury Unit or Other,60,60,100
2018-05-01,S08000016,NHS Borders,B120H,Emergency Department,2747,2549,92.79213687659265
2018-05-01,S08000017,NHS Dumfries and Galloway,Y101H,Minor Injury Unit or Other,36,36,100
2018-05-01,S08000017,NHS Dumfries and Galloway,Y106H,Minor Injury Unit or Other,47,47,100
2018-05-01,S08000017,NHS Dumfries and Galloway,Y109H,Minor Injury Unit or Other,1,1,100
2018-05-01,S08000017,NHS Dumfries and Galloway,Y110H,Minor Injury Unit or Other,15,15,100
2018-05-01,S08000017,NHS Dumfries and Galloway,Y144H,Emergency Department,1220,1148,94.09836065573771
2018-05-01,S08000017,NHS Dumfries and Galloway,Y146H,Emergency Department,2943,2756,93.64593951749916
2018-05-01,S08000029,NHS Fife,F704H,Emergency Department,6228,5990,96.17854849068722
2018-05-01,S08000029,NHS Fife,F708H,Minor Injury Unit or Other,179,178,99.4413407821229
2018-05-01,S08000029,NHS Fife,F709H,Minor Injury Unit or Other,330,330,100
2018-05-01,S08000029,NHS Fife,F805H,Minor Injury Unit or Other,2024,2008,99.2094861660079
2018-05-01,S08000019,NHS Forth Valley,V201H,Minor Injury Unit or Other,1880,1871,99.52127659574468
2018-05-01,S08000019,NHS Forth Valley,V217H,Emergency Department,5845,4973,85.08126603934987
2018-05-01,S08000020,NHS Grampian,N101H,Emergency Department,5267,4761,90.39301310043668
2018-05-01,S08000020,NHS Grampian,N121H,Emergency Department,1686,1669,98.99169632265718
2018-05-01,S08000020,NHS Grampian,N151H,Minor Injury Unit or Other,125,125,100
2018-05-01,S08000020,NHS Grampian,N331H,Minor Injury Unit or Other,12,12,100
2018-05-01,S08000020,NHS Grampian,N332H,Minor Injury Unit or Other,36,36,100
2018-05-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,1374,1374,100
2018-05-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,768,768,100
2018-05-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,305,303,99.34426229508196
2018-05-01,S08000020,NHS Grampian,N336H,Minor Injury Unit or Other,177,177,100
2018-05-01,S08000020,NHS Grampian,N337H,Minor Injury Unit or Other,355,350,98.59154929577466
2018-05-01,S08000020,NHS Grampian,N411H,Emergency Department,2292,2249,98.1239092495637
2018-05-01,S08000020,NHS Grampian,N431H,Minor Injury Unit or Other,60,60,100
2018-05-01,S08000020,NHS Grampian,N432H,Minor Injury Unit or Other,28,28,100
2018-05-01,S08000020,NHS Grampian,N433H,Minor Injury Unit or Other,108,108,100
2018-05-01,S08000020,NHS Grampian,N451H,Minor Injury Unit or Other,16,16,100
2018-05-01,S08000020,NHS Grampian,N494H,Minor Injury Unit or Other,131,131,100
2018-05-01,S08000020,NHS Grampian,N683C,Minor Injury Unit or Other,65,65,100
2018-05-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,1790,1737,97.0391061452514
2018-05-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,2936,2770,94.34604904632153
2018-05-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,5940,5400,90.9090909090909
2018-05-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,8493,7519,88.53173201460027
2018-05-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,2148,2147,99.95344506517691
2018-05-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,3323,3321,99.93981342160698
2018-05-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,9173,8147,88.81500054507795
2018-05-01,S08000031,NHS Greater Glasgow and Clyde,G513H,Emergency Department,6217,6108,98.24674280199453
2018-05-01,S08000022,NHS Highland,C106H,Minor Injury Unit or Other,799,799,100
2018-05-01,S08000022,NHS Highland,C108H,Minor Injury Unit or Other,171,169,98.83040935672514
2018-05-01,S08000022,NHS Highland,C113H,Minor Injury Unit or Other,430,426,99.06976744186046
2018-05-01,S08000022,NHS Highland,C121H,Emergency Department,804,769,95.64676616915423
2018-05-01,S08000022,NHS Highland,C122H,Minor Injury Unit or Other,560,554,98.92857142857143
2018-05-01,S08000022,NHS Highland,H101H,Minor Injury Unit or Other,213,213,100
2018-05-01,S08000022,NHS Highland,H103H,Emergency Department,739,716,96.88768606224627
2018-05-01,S08000022,NHS Highland,H106H,Minor Injury Unit or Other,57,57,100
2018-05-01,S08000022,NHS Highland,H202H,Emergency Department,3298,3121,94.6331109763493
2018-05-01,S08000022,NHS Highland,H208H,Minor Injury Unit or Other,393,393,100
2018-05-01,S08000022,NHS Highland,H210H,Minor Injury Unit or Other,81,81,100
2018-05-01,S08000022,NHS Highland,H212H,Emergency Department,1037,987,95.17839922854388
2018-05-01,S08000022,NHS Highland,H214H,Minor Injury Unit or Other,477,477,100
2018-05-01,S08000022,NHS Highland,H215H,Minor Injury Unit or Other,283,283,100
2018-05-01,S08000022,NHS Highland,H217H,Minor Injury Unit or Other,88,88,100
2018-05-01,S08000022,NHS Highland,H219H,Minor Injury Unit or Other,201,201,100
2018-05-01,S08000022,NHS Highland,H224H,Minor Injury Unit or Other,414,406,98.06763285024155
2018-05-01,S08000022,NHS Highland,H227B,Minor Injury Unit or Other,160,160,100
2018-05-01,S08000022,NHS Highland,H227H,Minor Injury Unit or Other,108,106,98.14814814814815
2018-05-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,6284,6102,97.10375556970082
2018-05-01,S08000032,NHS Lanarkshire,L206H,Minor Injury Unit or Other,89,89,100
2018-05-01,S08000032,NHS Lanarkshire,L207H,Minor Injury Unit or Other,77,77,100
2018-05-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,5994,5264,87.82115448782115
2018-05-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,6567,6156,93.74143444495203
2018-05-01,S08000024,NHS Lothian,S108H,Minor Injury Unit or Other,218,218,100
2018-05-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,4284,3820,89.16900093370683
2018-05-01,S08000024,NHS Lothian,S308H,Emergency Department,5251,4757,90.59226813940202
2018-05-01,S08000024,NHS Lothian,S314H,Emergency Department,10259,7998,77.9608148942392
2018-05-01,S08000024,NHS Lothian,S319H,Emergency Department,4470,4314,96.51006711409396
2018-05-01,S08000025,NHS Orkney,R103H,Emergency Department,596,576,96.64429530201343
2018-05-01,S08000026,NHS Shetland,Z102H,Emergency Department,660,637,96.51515151515152
2018-05-01,S08000030,NHS Tayside,T101H,Emergency Department,4608,4464,96.875
2018-05-01,S08000030,NHS Tayside,T202H,Emergency Department,2405,2314,96.21621621621622
2018-05-01,S08000030,NHS Tayside,T205H,Minor Injury Unit or Other,34,34,100
2018-05-01,S08000030,NHS Tayside,T209H,Minor Injury Unit or Other,376,376,100
2018-05-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,1402,1401,99.92867332382312
2018-05-01,S08000030,NHS Tayside,T305H,Minor Injury Unit or Other,187,187,100
2018-05-01,S08000030,NHS Tayside,T316H,Minor Injury Unit or Other,120,119,99.16666666666667
2018-05-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,622,622,100
2018-05-01,S08000030,NHS Tayside,T320H,Minor Injury Unit or Other,210,210,100
2018-05-01,S08000030,NHS Tayside,T357C,Minor Injury Unit or Other,353,353,100
2018-05-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,61,61,100
2018-05-01,S08000028,NHS Western Isles,W107H,Emergency Department,618,609,98.54368932038835
2018-05-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,166,165,99.3975903614458
2018-06-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,340,336,98.82352941176471
2018-06-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,87,87,100
2018-06-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,6278,6070,96.68684294361262
2018-06-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,3440,3270,95.05813953488372
2018-06-01,S08000015,NHS Ayrshire and Arran,A216H,Minor Injury Unit or Other,126,126,100
2018-06-01,S08000016,NHS Borders,B103H,Minor Injury Unit or Other,7,7,100
2018-06-01,S08000016,NHS Borders,B105H,Minor Injury Unit or Other,95,95,100
2018-06-01,S08000016,NHS Borders,B114H,Minor Injury Unit or Other,7,7,100
2018-06-01,S08000016,NHS Borders,B118H,Minor Injury Unit or Other,46,46,100
2018-06-01,S08000016,NHS Borders,B120H,Emergency Department,2791,2563,91.8308849874597
2018-06-01,S08000017,NHS Dumfries and Galloway,Y101H,Minor Injury Unit or Other,29,29,100
2018-06-01,S08000017,NHS Dumfries and Galloway,Y106H,Minor Injury Unit or Other,37,37,100
2018-06-01,S08000017,NHS Dumfries and Galloway,Y109H,Minor Injury Unit or Other,6,6,100
2018-06-01,S08000017,NHS Dumfries and Galloway,Y110H,Minor Injury Unit or Other,13,13,100
2018-06-01,S08000017,NHS Dumfries and Galloway,Y144H,Emergency Department,1107,1041,94.03794037940379
2018-06-01,S08000017,NHS Dumfries and Galloway,Y146H,Emergency Department,2980,2799,93.9261744966443
2018-06-01,S08000029,NHS Fife,F704H,Emergency Department,5740,5479,95.45296167247386
2018-06-01,S08000029,NHS Fife,F708H,Minor Injury Unit or Other,188,188,100
2018-06-01,S08000029,NHS Fife,F709H,Minor Injury Unit or Other,324,323,99.69135802469135
2018-06-01,S08000029,NHS Fife,F805H,Minor Injury Unit or Other,1974,1973,99.94934143870314
2018-06-01,S08000019,NHS Forth Valley,V201H,Minor Injury Unit or Other,1862,1861,99.94629430719655
2018-06-01,S08000019,NHS Forth Valley,V217H,Emergency Department,5618,4834,86.04485582057671
2018-06-01,S08000020,NHS Grampian,N101H,Emergency Department,5127,4624,90.18919446069826
2018-06-01,S08000020,NHS Grampian,N121H,Emergency Department,1578,1571,99.55640050697086
2018-06-01,S08000020,NHS Grampian,N151H,Minor Injury Unit or Other,112,112,100
2018-06-01,S08000020,NHS Grampian,N331H,Minor Injury Unit or Other,22,22,100
2018-06-01,S08000020,NHS Grampian,N332H,Minor Injury Unit or Other,30,30,100
2018-06-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,1470,1465,99.65986394557824
2018-06-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,834,834,100
2018-06-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,273,272,99.633699633699635
2018-06-01,S08000020,NHS Grampian,N336H,Minor Injury Unit or Other,193,193,100
2018-06-01,S08000020,NHS Grampian,N337H,Minor Injury Unit or Other,289,281,97.23183391003461
2018-06-01,S08000020,NHS Grampian,N411H,Emergency Department,2338,2267,96.96321642429427
2018-06-01,S08000020,NHS Grampian,N431H,Minor Injury Unit or Other,81,81,100
2018-06-01,S08000020,NHS Grampian,N432H,Minor Injury Unit or Other,20,20,100
2018-06-01,S08000020,NHS Grampian,N433H,Minor Injury Unit or Other,95,95,100
2018-06-01,S08000020,NHS Grampian,N451H,Minor Injury Unit or Other,31,31,100
2018-06-01,S08000020,NHS Grampian,N494H,Minor Injury Unit or Other,94,94,100
2018-06-01,S08000020,NHS Grampian,N683C,Minor Injury Unit or Other,71,71,100
2018-06-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,1718,1682,97.90454016298021
2018-06-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,2968,2803,94.44070080862534
2018-06-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,5634,5029,89.26162584309549
2018-06-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,7909,7290,92.17347325831331
2018-06-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,1955,1953,99.89769820971867
2018-06-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,3222,3220,99.9379267535692
2018-06-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,8796,7908,89.90450204638472
2018-06-01,S08000031,NHS Greater Glasgow and Clyde,G513H,Emergency Department,5586,5500,98.46043680630146
2018-06-01,S08000022,NHS Highland,C106H,Minor Injury Unit or Other,841,838,99.64328180737218
2018-06-01,S08000022,NHS Highland,C108H,Minor Injury Unit or Other,143,143,100
2018-06-01,S08000022,NHS Highland,C113H,Minor Injury Unit or Other,407,402,98.77149877149877
2018-06-01,S08000022,NHS Highland,C121H,Emergency Department,805,787,97.7639751552795
2018-06-01,S08000022,NHS Highland,C122H,Minor Injury Unit or Other,514,513,99.80544747081711
2018-06-01,S08000022,NHS Highland,H101H,Minor Injury Unit or Other,179,179,100
2018-06-01,S08000022,NHS Highland,H103H,Emergency Department,721,696,96.53259361997226
2018-06-01,S08000022,NHS Highland,H106H,Minor Injury Unit or Other,54,54,100
2018-06-01,S08000022,NHS Highland,H202H,Emergency Department,3252,2952,90.7749077490775
2018-06-01,S08000022,NHS Highland,H208H,Minor Injury Unit or Other,390,387,99.23076923076923
2018-06-01,S08000022,NHS Highland,H210H,Minor Injury Unit or Other,74,74,100
