month_ending,hb,hb_name,patient_type,number_waiting,number_waiting_over12weeks
2018-03-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,19072,5006
2019-03-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,21544,6987
2020-03-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,22196,9044
2021-03-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,27612,18107
2022-03-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,37277,25436
2018-05-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,18656,5163
2019-05-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,22373,8060
2020-05-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,23617,18185
2021-05-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,27454,18235
2022-05-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,39679,28480
2018-07-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,18715,5265
2019-07-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,22978,8885
2020-07-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,24561,19949
2021-07-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,26631,17676
2022-07-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,40497,29679
2018-08-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,18863,5280
2019-08-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,23564,9218
2020-08-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,24655,19198
2021-08-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,26899,17559
2022-08-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,40967,29361
2018-10-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,19361,5310
2019-10-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,23944,9117
2020-10-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,23858,16629
2021-10-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,31118,20181
2018-12-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,21257,6842
2019-12-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,23407,9641
2020-12-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,24131,15956
2021-12-31,S08000031,NHS Greater Glasgow and Clyde,Inpatient/Day case,32993,22574
2018-02-28,S08000032,NHS Lanarkshire,Inpatient/Day case,6981,1948
2019-02-28,S08000032,NHS Lanarkshire,Inpatient/Day case,6976,1639
2021-02-28,S08000032,NHS Lanarkshire,Inpatient/Day case,8908,6329
2022-02-28,S08000032,NHS Lanarkshire,Inpatient/Day case,11989,8814
2020-02-29,S08000032,NHS Lanarkshire,Inpatient/Day case,7078,1974
2018-04-30,S08000032,NHS Lanarkshire,Inpatient/Day case,6710,1556
2019-04-30,S08000032,NHS Lanarkshire,Inpatient/Day case,6564,1260
2020-04-30,S08000032,NHS Lanarkshire,Inpatient/Day case,7050,3550
2021-04-30,S08000032,NHS Lanarkshire,Inpatient/Day case,9426,6462
2022-04-30,S08000032,NHS Lanarkshire,Inpatient/Day case,11863,8721
2018-06-30,S08000032,NHS Lanarkshire,Inpatient/Day case,7081,1853
2019-06-30,S08000032,NHS Lanarkshire,Inpatient/Day case,6734,1241
2020-06-30,S08000032,NHS Lanarkshire,Inpatient/Day case,7270,6330
2021-06-30,S08000032,NHS Lanarkshire,Inpatient/Day case,9566,6220
2022-06-30,S08000032,NHS Lanarkshire,Inpatient/Day case,12000,8669
2018-09-30,S08000032,NHS Lanarkshire,Inpatient/Day case,7846,2436
2019-09-30,S08000032,NHS Lanarkshire,Inpatient/Day case,6716,1420
2020-09-30,S08000032,NHS Lanarkshire,Inpatient/Day case,7452,5673
2021-09-30,S08000032,NHS Lanarkshire,Inpatient/Day case,9892,6543
2022-09-30,S08000032,NHS Lanarkshire,Inpatient/Day case,11649,8177
2018-11-30,S08000032,NHS Lanarkshire,Inpatient/Day case,7625,2006
2019-11-30,S08000032,NHS Lanarkshire,Inpatient/Day case,6925,1407
2020-11-30,S08000032,NHS Lanarkshire,Inpatient/Day case,8250,5256
2021-11-30,S08000032,NHS Lanarkshire,Inpatient/Day case,10962,7298
2018-01-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7092,1908
2019-01-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7191,1958
2020-01-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7083,1953
2021-01-31,S08000032,NHS Lanarkshire,Inpatient/Day case,8475,5631
2022-01-31,S08000032,NHS Lanarkshire,Inpatient/Day case,11661,8410
2018-03-31,S08000032,NHS Lanarkshire,Inpatient/Day case,6731,1449
2019-03-31,S08000032,NHS Lanarkshire,Inpatient/Day case,6596,1168
2020-03-31,S08000032,NHS Lanarkshire,Inpatient/Day case,6982,2047
2021-03-31,S08000032,NHS Lanarkshire,Inpatient/Day case,9401,6539
2022-03-31,S08000032,NHS Lanarkshire,Inpatient/Day case,12026,8711
2018-05-31,S08000032,NHS Lanarkshire,Inpatient/Day case,6923,1609
2019-05-31,S08000032,NHS Lanarkshire,Inpatient/Day case,6611,1275
2020-05-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7080,5617
2021-05-31,S08000032,NHS Lanarkshire,Inpatient/Day case,9471,6368
2022-05-31,S08000032,NHS Lanarkshire,Inpatient/Day case,11991,8705
2018-07-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7489,2006
2019-07-31,S08000032,NHS Lanarkshire,Inpatient/Day case,6657,1345
2020-07-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7318,6172
2021-07-31,S08000032,NHS Lanarkshire,Inpatient/Day case,9557,6296
2022-07-31,S08000032,NHS Lanarkshire,Inpatient/Day case,11662,8523
2018-08-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7675,2182
2019-08-31,S08000032,NHS Lanarkshire,Inpatient/Day case,6568,1436
2020-08-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7385,5872
2021-08-31,S08000032,NHS Lanarkshire,Inpatient/Day case,9548,6351
2022-08-31,S08000032,NHS Lanarkshire,Inpatient/Day case,11657,8252
2018-10-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7941,2337
2019-10-31,S08000032,NHS Lanarkshire,Inpatient/Day case,6905,1340
2020-10-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7743,5422
2021-10-31,S08000032,NHS Lanarkshire,Inpatient/Day case,10388,6835
2018-12-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7499,2089
2019-12-31,S08000032,NHS Lanarkshire,Inpatient/Day case,7042,1841
2020-12-31,S08000032,NHS Lanarkshire,Inpatient/Day case,8289,5250
2021-12-31,S08000032,NHS Lanarkshire,Inpatient/Day case,11307,7848
2018-02-28,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,929,30
2019-02-28,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1187,165
2021-02-28,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1055,398
2022-02-28,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1477,549
2020-02-29,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1385,396
2018-04-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1001,38
2019-04-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1245,148
2020-04-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1244,582
2021-04-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1182,346
2022-04-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1554,591
2018-06-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1217,45
2019-06-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1322,257
2020-06-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1248,717
2021-06-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1329,377
2022-06-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1602,600
2018-09-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1287,192
2019-09-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1294,223
2020-09-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1181,526
2021-09-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1385,500
2022-09-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1609,646
2018-11-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1195,194
2019-11-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1376,205
2020-11-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1144,443
2021-11-30,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1384,478
2018-01-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1016,11
2019-01-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1241,187
2020-01-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1405,365
2021-01-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1111,415
2022-01-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1455,562
2018-03-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,990,25
2019-03-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1167,142
2020-03-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1309,427
2021-03-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1125,356
2022-03-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1483,559
2018-05-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1110,51
2019-05-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1326,199
2020-05-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1261,705
2021-05-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1213,348
2022-05-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1587,603
2018-07-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1237,52
2019-07-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1291,283
2020-07-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1212,649
2021-07-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1338,427
2022-07-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1557,651
2018-08-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1216,110
2019-08-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1282,292
2020-08-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1157,586
2021-08-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1341,478
2022-08-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1560,655
2018-10-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1232,177
2019-10-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1292,172
2020-10-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1154,477
2021-10-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1359,505
2018-12-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1251,224
2019-12-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1425,329
2020-12-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1139,441
2021-12-31,SB0801,NHS Golden Jubilee National Hospital,Inpatient/Day case,1456,509
2018-02-28,S92000003,All Scotland,New Outpatient,277179,77831
2019-02-28,S92000003,All Scotland,New Outpatient,310968,92692
2021-02-28,S92000003,All Scotland,New Outpatient,336156,187999
2022-02-28,S92000003,All Scotland,New Outpatient,414948,223848
2020-02-29,S92000003,All Scotland,New Outpatient,268221,67318
2018-04-30,S92000003,All Scotland,New Outpatient,291360,71428
2019-04-30,S92000003,All Scotland,New Outpatient,315631,80641
2020-04-30,S92000003,All Scotland,New Outpatient,257667,108142
2021-04-30,S92000003,All Scotland,New Outpatient,367406,181034
2022-04-30,S92000003,All Scotland,New Outpatient,430268,219093
2018-06-30,S92000003,All Scotland,New Outpatient,297380,73265
2019-06-30,S92000003,All Scotland,New Outpatient,322877,85954
2020-06-30,S92000003,All Scotland,New Outpatient,264257,187916
2021-06-30,S92000003,All Scotland,New Outpatient,391100,180853
2022-06-30,S92000003,All Scotland,New Outpatient,448606,226747
2018-09-30,S92000003,All Scotland,New Outpatient,300272,86312
2019-09-30,S92000003,All Scotland,New Outpatient,318405,87252
2020-09-30,S92000003,All Scotland,New Outpatient,317003,169115
2021-09-30,S92000003,All Scotland,New Outpatient,414845,212219
2022-09-30,S92000003,All Scotland,New Outpatient,474600,254928
2018-11-30,S92000003,All Scotland,New Outpatient,293887,80930
2019-11-30,S92000003,All Scotland,New Outpatient,292225,77491
2020-11-30,S92000003,All Scotland,New Outpatient,332380,169430
2021-11-30,S92000003,All Scotland,New Outpatient,413923,211627
2018-01-31,S92000003,All Scotland,New Outpatient,277921,80988
2019-01-31,S92000003,All Scotland,New Outpatient,311421,95310
2020-01-31,S92000003,All Scotland,New Outpatient,274057,72596
2021-01-31,S92000003,All Scotland,New Outpatient,333171,184260
2022-01-31,S92000003,All Scotland,New Outpatient,412451,223976
2018-03-31,S92000003,All Scotland,New Outpatient,282491,70486
2019-03-31,S92000003,All Scotland,New Outpatient,310721,78725
2020-03-31,S92000003,All Scotland,New Outpatient,255263,64541
2021-03-31,S92000003,All Scotland,New Outpatient,348152,179257
2022-03-31,S92000003,All Scotland,New Outpatient,418705,209714
2018-05-31,S92000003,All Scotland,New Outpatient,295516,71840
2019-05-31,S92000003,All Scotland,New Outpatient,322623,83151
2020-05-31,S92000003,All Scotland,New Outpatient,260092,168160
2021-05-31,S92000003,All Scotland,New Outpatient,380762,180550
2022-05-31,S92000003,All Scotland,New Outpatient,438233,220286
2018-07-31,S92000003,All Scotland,New Outpatient,303328,79304
2019-07-31,S92000003,All Scotland,New Outpatient,329473,88036
2020-07-31,S92000003,All Scotland,New Outpatient,284500,181236
2021-07-31,S92000003,All Scotland,New Outpatient,407520,195779
2022-07-31,S92000003,All Scotland,New Outpatient,463893,236113
2018-08-31,S92000003,All Scotland,New Outpatient,304159,84902
2019-08-31,S92000003,All Scotland,New Outpatient,328456,91836
2020-08-31,S92000003,All Scotland,New Outpatient,302541,173888
2021-08-31,S92000003,All Scotland,New Outpatient,412311,205470
2022-08-31,S92000003,All Scotland,New Outpatient,471632,243416
2018-10-31,S92000003,All Scotland,New Outpatient,298730,83955
2019-10-31,S92000003,All Scotland,New Outpatient,307997,82857
2020-10-31,S92000003,All Scotland,New Outpatient,332362,171819
2021-10-31,S92000003,All Scotland,New Outpatient,420690,216928
2018-12-31,S92000003,All Scotland,New Outpatient,288076,83036
2019-12-31,S92000003,All Scotland,New Outpatient,280853,75546
2020-12-31,S92000003,All Scotland,New Outpatient,337228,175343
2021-12-31,S92000003,All Scotland,New Outpatient,412251,218140
2018-02-28,S92000003,All Scotland,Inpatient/Day case,66005,18670
2019-02-28,S92000003,All Scotland,Inpatient/Day case,77338,25368
2021-02-28,S92000003,All Scotland,Inpatient/Day case,91317,60243
2022-02-28,S92000003,All Scotland,Inpatient/Day case,127080,85444
2020-02-29,S92000003,All Scotland,Inpatient/Day case,78713,26474
2018-04-30,S92000003,All Scotland,Inpatient/Day case,66201,19002
2019-04-30,S92000003,All Scotland,Inpatient/Day case,75521,23060
2020-04-30,S92000003,All Scotland,Inpatient/Day case,80185,42497
2021-04-30,S92000003,All Scotland,Inpatient/Day case,95027,60835
2022-04-30,S92000003,All Scotland,Inpatient/Day case,134595,90354
2018-06-30,S92000003,All Scotland,Inpatient/Day case,66717,18882
2019-06-30,S92000003,All Scotland,Inpatient/Day case,75516,23859
2020-06-30,S92000003,All Scotland,Inpatient/Day case,84574,69555
2021-06-30,S92000003,All Scotland,Inpatient/Day case,96269,57980
2022-06-30,S92000003,All Scotland,Inpatient/Day case,139845,95201
2018-09-30,S92000003,All Scotland,Inpatient/Day case,74348,23497
2019-09-30,S92000003,All Scotland,Inpatient/Day case,77100,24557
2020-09-30,S92000003,All Scotland,Inpatient/Day case,84780,58831
2021-09-30,S92000003,All Scotland,Inpatient/Day case,105202,64879
2022-09-30,S92000003,All Scotland,Inpatient/Day case,141796,97486
2018-11-30,S92000003,All Scotland,Inpatient/Day case,75659,22885
2019-11-30,S92000003,All Scotland,Inpatient/Day case,78116,23650
2020-11-30,S92000003,All Scotland,Inpatient/Day case,83957,52208
2021-11-30,S92000003,All Scotland,Inpatient/Day case,114728,71470
2018-01-31,S92000003,All Scotland,Inpatient/Day case,65651,17460
2019-01-31,S92000003,All Scotland,Inpatient/Day case,77831,25691
2020-01-31,S92000003,All Scotland,Inpatient/Day case,79642,26550
2021-01-31,S92000003,All Scotland,Inpatient/Day case,87670,55784
2022-01-31,S92000003,All Scotland,Inpatient/Day case,123305,81476
2018-03-31,S92000003,All Scotland,Inpatient/Day case,66362,18080
2019-03-31,S92000003,All Scotland,Inpatient/Day case,75625,22050
2020-03-31,S92000003,All Scotland,Inpatient/Day case,78393,27663
2021-03-31,S92000003,All Scotland,Inpatient/Day case,94024,60586
2022-03-31,S92000003,All Scotland,Inpatient/Day case,131226,85872
2018-05-31,S92000003,All Scotland,Inpatient/Day case,66335,18875
2019-05-31,S92000003,All Scotland,Inpatient/Day case,75431,23419
2020-05-31,S92000003,All Scotland,Inpatient/Day case,82407,61698
2021-05-31,S92000003,All Scotland,Inpatient/Day case,95283,59325
2022-05-31,S92000003,All Scotland,Inpatient/Day case,137755,92711
2018-07-31,S92000003,All Scotland,Inpatient/Day case,73487,21695
2019-07-31,S92000003,All Scotland,Inpatient/Day case,75761,24110
2020-07-31,S92000003,All Scotland,Inpatient/Day case,85209,67453
2021-07-31,S92000003,All Scotland,Inpatient/Day case,97167,59427
2022-07-31,S92000003,All Scotland,Inpatient/Day case,140219,96892
2018-08-31,S92000003,All Scotland,Inpatient/Day case,73742,22490
2019-08-31,S92000003,All Scotland,Inpatient/Day case,76380,25045
2020-08-31,S92000003,All Scotland,Inpatient/Day case,85118,63577
2021-08-31,S92000003,All Scotland,Inpatient/Day case,99445,61158
2022-08-31,S92000003,All Scotland,Inpatient/Day case,141086,96715
2018-10-31,S92000003,All Scotland,Inpatient/Day case,74738,22714
2019-10-31,S92000003,All Scotland,Inpatient/Day case,77892,23464
2020-10-31,S92000003,All Scotland,Inpatient/Day case,83507,54681
2021-10-31,S92000003,All Scotland,Inpatient/Day case,109939,68334
2018-12-31,S92000003,All Scotland,Inpatient/Day case,77255,24791
2019-12-31,S92000003,All Scotland,Inpatient/Day case,79577,25849
2020-12-31,S92000003,All Scotland,Inpatient/Day case,84605,52626
2021-12-31,S92000003,All Scotland,Inpatient/Day case,118634,76716
